"SequenceName"	"LOCUS"	"LENGTH"	"RECORD_DATE"	"host"	"country"	"collection_date"	"serotype"	"isolate"	"strain"	"segment"	"gene"	"product"	"codon_start"	"note"	"COMPLEMENT"	"position"	"regAssign"
"cattle|Kenya|1966|K18/66|1966|1966.4521"	"KJ440839"	" 639"	"29-APR-2014"	"cattle"	"Kenya: Kericho"	"1966"	"A"	"K18/66"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>639"	"1"
"cattle|VietNam|2004|A/VIT/4/2004|01-Sep-2004|2004.6658"	"KF112927"	"2202"	"25-FEB-2014"	"cattle"	"Viet Nam: Ninh Thuan Province"	"01-Sep-2004"	"A"	"A/VIT/4/2004"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1"	"FALSE"	"<1..>2202"	"1"
"cattle|UnitedKingdom|1932|A12/Kent/UK/199/32|1932|1932.4521"	"KF112926"	"2205"	"25-FEB-2014"	"cattle"	"United Kingdom: Kent"	"1932"	"A"	"A12/Kent/UK/199/32"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1"	"FALSE"	"<1..>2205"	"1"
"cattle|Uganda|1966|A/UGA/13/66|05-Feb-1966|1966.0959"	"KF112925"	"2205"	"25-FEB-2014"	"cattle"	"Uganda: Olilim, Teso"	"05-Feb-1966"	"A"	"A/UGA/13/66"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1"	"FALSE"	"<1..>2205"	"1"
"cattle|Turkey|2008|A/TUR/7/2008|31-Jan-2008|2008.0822"	"KF112924"	"2205"	"25-FEB-2014"	"cattle"	"Turkey: Beykoz, Istanbul, Marmara"	"31-Jan-2008"	"A"	"A/TUR/7/2008"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1"	"FALSE"	"<1..>2205"	"1"
"cattle|Turkey|2006|A/TUR/20/2006|23-Jun-2006|2006.4740"	"KF112923"	"2205"	"25-FEB-2014"	"cattle"	"Turkey: Seyitgazi, Eskisehir Province"	"23-Jun-2006"	"A"	"A/TUR/20/2006"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1"	"FALSE"	"<1..>2205"	"1"
"cattle|Turkey|2006|A/TUR/4/2006|15-May-2006|2006.3671"	"KF112922"	"2205"	"25-FEB-2014"	"cattle"	"Turkey: Arpacay, Kars Province"	"15-May-2006"	"A"	"A/TUR/4/2006"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1"	"FALSE"	"<1..>2205"	"1"
"cattle|Togo|2005|A/TOG/9/2005|14-Jul-2005|2005.5315"	"KF112921"	"2205"	"25-FEB-2014"	"cattle"	"Togo: Agbelouve, Zio, Maritime"	"14-Jul-2005"	"A"	"A/TOG/9/2005"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1"	"FALSE"	"<1..>2205"	"1"
"cattle|Thailand|2006|A/TAI/1/2006|16-Jan-2006|2006.0411"	"KF112920"	"2205"	"25-FEB-2014"	"cattle"	"Thailand: Saraburi Province"	"16-Jan-2006"	"A"	"A/TAI/1/2006"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1"	"FALSE"	"<1..>2205"	"1"
"cattle|Thailand|1987|A/TAI/118/87|1987|1987.4521"	"KF112919"	"2202"	"25-FEB-2014"	"cattle"	"Thailand"	"1987"	"A"	"A/TAI/118/87"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1"	"FALSE"	"<1..>2202"	"1"
"cattle|Sudan|2006|A/SUD/1/2006|09-Nov-2006|2006.8548"	"KF112917"	"2205"	"25-FEB-2014"	"cattle"	"Sudan: Amara, Kassala State"	"09-Nov-2006"	"A"	"A/SUD/1/2006"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1"	"FALSE"	"<1..>2205"	"1"
"water buffalo|Pakistan|2009|A/PAK/23/2009|30-Jun-2009|2009.4932"	"KF112915"	"2205"	"25-FEB-2014"	"water buffalo"	"Pakistan: Gujrat, Punjab"	"30-Jun-2009"	"A"	"A/PAK/23/2009"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1"	"FALSE"	"<1..>2205"	"1"
"cattle|Niger|1973|A/NGR/2/73|1973|1973.4521"	"KF112914"	"2205"	"25-FEB-2014"	"cattle"	"Niger: Niamey"	"1973"	"A"	"A/NGR/2/73"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1"	"FALSE"	"<1..>2205"	"1"
"cattle|Libya|2009|A/LIB/14/2009|20-Feb-2009|2009.1370"	"KF112913"	"2205"	"25-FEB-2014"	"cattle"	"Libya"	"20-Feb-2009"	"A"	"A/LIB/14/2009"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1"	"FALSE"	"<1..>2205"	"1"
"cattle|Kenya|2009|A/KEN/22/2009|01-Mar-2009|2009.1616"	"KF112912"	"2205"	"25-FEB-2014"	"cattle"	"Kenya: Olulunga, Narok South, Rift Valley"	"01-Mar-2009"	"A"	"A/KEN/22/2009"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1"	"FALSE"	"<1..>2205"	"1"
"cattle|Kenya|2003|A/KEN/1/2003|18-Nov-2003|2003.8795"	"KF112911"	"2205"	"25-FEB-2014"	"cattle"	"Kenya: Machakos District, Eastern Province"	"18-Nov-2003"	"A"	"A/KEN/1/2003"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1"	"FALSE"	"<1..>2205"	"1"
"cattle|Iraq|2009|A/IRQ/24/2009|07-Feb-2009|2009.1014"	"KF112909"	"2205"	"25-FEB-2014"	"cattle"	"Iraq: Al-Suwarau, Hasit"	"07-Feb-2009"	"A"	"A/IRQ/24/2009"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1"	"FALSE"	"<1..>2205"	"1"
"cattle|Iran|2005|A/IRN/31/2005|24-Aug-2005|2005.6438"	"KF112907"	"2205"	"25-FEB-2014"	"cattle"	"Iran: Miandoab County, West Azerbaijan"	"24-Aug-2005"	"A"	"A/IRN/31/2005"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1"	"FALSE"	"<1..>2205"	"1"
"cattle|Iran|2003|A/IRN/41/2003|10-Jun-2003|2003.4384"	"KF112906"	"2205"	"25-FEB-2014"	"cattle"	"Iran: Dam Shahr, Qom Province"	"10-Jun-2003"	"A"	"A/IRN/41/2003"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1"	"FALSE"	"<1..>2205"	"1"
"cattle|Iran|2003|A/IRN/10/2003|19-Jan-2003|2003.0493"	"KF112905"	"2205"	"25-FEB-2014"	"cattle"	"Iran: Varamin County, Tehran Province"	"19-Jan-2003"	"A"	"A/IRN/10/2003"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1"	"FALSE"	"<1..>2205"	"1"
"cattle|Ethiopia|2008|A/ETH/9/2008|01-Aug-2008|2008.5808"	"KF112903"	"2205"	"25-FEB-2014"	"cattle"	"Ethiopia: Yabelo, Borena Zone, Oromia Region"	"01-Aug-2008"	"A"	"A/ETH/9/2008"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1"	"FALSE"	"<1..>2205"	"1"
"cattle|Egypt|2006|A/EGY/1/2006|09-Feb-2006|2006.1068"	"KF112902"	"2205"	"25-FEB-2014"	"cattle"	"Egypt: Ismailia Governorate"	"09-Feb-2006"	"A"	"A/EGY/1/2006"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1"	"FALSE"	"<1..>2205"	"1"
"cattle|Egypt|1972|A/EGY/1/72|13-May-1972|1972.3616"	"KF112901"	"2205"	"25-FEB-2014"	"cattle"	"Egypt: Alexandria"	"13-May-1972"	"A"	"A/EGY/1/72"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1"	"FALSE"	"<1..>2205"	"1"
"cattle|Bahrain|2009|A/BAR/2/2009|14-Jan-2009|2009.0356"	"KF112900"	"2205"	"25-FEB-2014"	"cattle"	"Bahrain: A'ali, Central Governate"	"14-Jan-2009"	"A"	"A/BAR/2/2009"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1"	"FALSE"	"<1..>2205"	"1"
"cattle|Niger|1973|NGR/2/73|1973|1973.4521"	"KF561704"	" 639"	"27-NOV-2013"	"cattle"	"Niger: Niamey"	"1973"	"A"	"NGR/2/73"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"cattle|Kenya|2009|KEN/22/2009 (K63/09)|Mar-2009|2009.2000"	"KF561703"	" 639"	"27-NOV-2013"	"cattle"	"Kenya: Olulunga, Narok South, Rift Valley"	"Mar-2009"	"A"	"KEN/22/2009 (K63/09)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"cattle|Kenya|2008|KEN/28/2008 (K73/08)|Aug-2008|2008.6192"	"KF561702"	" 639"	"27-NOV-2013"	"cattle"	"Kenya: Loitokitok, Rift Valley"	"Aug-2008"	"A"	"KEN/28/2008 (K73/08)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"cattle|Kenya|2008|KEN/8/2008 (K13/08)|Feb-2008|2008.1233"	"KF561701"	" 639"	"27-NOV-2013"	"cattle"	"Kenya: Gathanji, Kiambu West, Central"	"Feb-2008"	"A"	"KEN/8/2008 (K13/08)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"cattle|Kenya|2008|KEN/7/2008 (K10/08)|Feb-2008|2008.1233"	"KF561700"	" 639"	"27-NOV-2013"	"cattle"	"Kenya: Wei, Nakuru North, Rift Valley"	"Feb-2008"	"A"	"KEN/7/2008 (K10/08)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"cattle|Tanzania|2009|TAN/47/2009|Nov-2009|2009.8712"	"KF561697"	" 639"	"27-NOV-2013"	"cattle"	"Tanzania: Bagamoyo, Pwani Region"	"Nov-2009"	"A"	"TAN/47/2009"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"cattle|Tanzania|2009|TAN/45/2009|Nov-2009|2009.8712"	"KF561696"	" 639"	"27-NOV-2013"	"cattle"	"Tanzania: Iringa Rural District, Iringa Region"	"Nov-2009"	"A"	"TAN/45/2009"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"cattle|Tanzania|2009|TAN/42/2009|Sep-2009|2009.7041"	"KF561695"	" 639"	"27-NOV-2013"	"cattle"	"Tanzania: Mpwapwa, Dodoma Region"	"Sep-2009"	"A"	"TAN/42/2009"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"cattle|Tanzania|2009|TAN/11/2009|Jun-2009|2009.4521"	"KF561694"	" 639"	"27-NOV-2013"	"cattle"	"Tanzania: Kibaha District, Pwani Region"	"Jun-2009"	"A"	"TAN/11/2009"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"cattle|Tanzania|2009|TAN/9/2009|Jun-2009|2009.4521"	"KF561693"	" 639"	"27-NOV-2013"	"cattle"	"Tanzania: Njombe District, Iringa Region"	"Jun-2009"	"A"	"TAN/9/2009"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"cattle|Tanzania|2009|TAN/4/2009|May-2009|2009.3671"	"KF561692"	" 639"	"27-NOV-2013"	"cattle"	"Tanzania: Morogoro Region"	"May-2009"	"A"	"TAN/4/2009"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"cattle|Tanzania|2008|TAN/12/2008|Aug-2008|2008.6192"	"KF561691"	" 639"	"27-NOV-2013"	"cattle"	"Tanzania: Iringa Region"	"Aug-2008"	"A"	"TAN/12/2008"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"cattle|Tanzania|2008|TAN/11/2008|Aug-2008|2008.6192"	"KF561690"	" 639"	"27-NOV-2013"	"cattle"	"Tanzania: Iringa Region"	"Aug-2008"	"A"	"TAN/11/2008"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"cattle|Tanzania|1967|TAN/3/68 (T809/67)|1967|1967.4521"	"KF561688"	" 639"	"27-NOV-2013"	"cattle"	"Tanzania"	"1967"	"A"	"TAN/3/68 (T809/67)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"cattle|Tanzania|1968|TAN/2/68 (T626/68)|1968|1968.4521"	"KF561687"	" 639"	"27-NOV-2013"	"cattle"	"Tanzania"	"1968"	"A"	"TAN/2/68 (T626/68)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"pig|China|2013|A/GDMM/CHA/2013|01-Mar-2013|2013.1616"	"KF450794"	" 636"	"28-OCT-2013"	"pig"	"China: Guangdong, Maoming, Shange town"	"01-Mar-2013"	"A"	"A/GDMM/CHA/2013"	"-1"	"-1"	"-1"	"1D"	"1"	"VP1"	"FALSE"	"<1..>636"	"1"
"cattle|Egypt|2011|A/Egy/Qaliubia/2011|2011|2011.4521"	"KC888939"	" 683"	"23-JUN-2013"	"cattle"	"Egypt"	"-1"	"A"	"A/Egy/Qaliubia/2011"	"-1"	"-1"	"-1"	"VP1"	"1"	"structural protein"	"FALSE"	"<1..>683"	"1"
"cattle|Egypt|2010|A/Egy/Menoufia/2010|2010|2010.4521"	"KC888938"	" 683"	"23-JUN-2013"	"cattle"	"Egypt"	"-1"	"A"	"A/Egy/Menoufia/2010"	"-1"	"-1"	"-1"	"VP1"	"1"	"structural protein"	"FALSE"	"<1..>683"	"1"
"cattle|Egypt|2009|A/Egy/Sharquia/2009|2009|2009.4521"	"KC888937"	" 662"	"23-JUN-2013"	"cattle"	"Egypt"	"-1"	"A"	"A/Egy/Sharquia/2009"	"-1"	"-1"	"-1"	"VP1"	"1"	"structural protein"	"FALSE"	"<1..>662"	"1"
"cattle|Pakistan|2007|PAK/73/2007|08-Dec-2007|2007.9342"	"FJ798194"	" 639"	"13-JUL-2012"	"cattle"	"Pakistan"	"08-Dec-2007"	"A"	"PAK/73/2007"	"-1"	"-1"	"-1"	"VP1 protein"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"cattle|VietNam|2010|VIT/1/2010|01-Jan-2010|2010"	"JQ070332"	" 636"	"19-MAR-2012"	"cattle"	"Viet Nam"	"01-Jan-2010"	"A"	"VIT/1/2010"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>636"	"1"
