"SequenceName","OriginalName","segNumber","accn","isName","subtype","host","birdOrder","wildDomestic","bird","continent","country","place","dateTxt","decDate"
"H5N1_Avian_ans_Domestic_Asia_Laos_A/duck/Laos/25/2006|2006.45205479452","H5N1_Avian_CY041041_A/duck/Laos/25/2006_Laos_2006//_7 (MP)",7,"CY041041","A/duck/Laos/25/2006","H5N1","Avian","ans","Domestic","duck","Asia","Laos","Laos","2006//",2006.45205479452
"H5N1_Avian_ans_Domestic_Asia_Laos_A/duck/Laos/P0127/2007|2007.45205479452","H5N1_Avian_CY040913_A/duck/Laos/P0127/2007_Laos_2007//_7 (MP)",7,"CY040913","A/duck/Laos/P0127/2007","H5N1","Avian","ans","Domestic","duck","Asia","Laos","Laos","2007//",2007.45205479452
"H5N1_Avian_ans_Domestic_Asia_Laos_A/duck/Lao/9/2010|2010.2","H5N1_Avian_CY098328_A/duck/Lao/9/2010_Laos_2010/03/_7 (MP)",7,"CY098328","A/duck/Lao/9/2010","H5N1","Avian","ans","Domestic","duck","Asia","Laos","Lao","2010/03/",2010.2
"H5N1_Avian_ans_Domestic_Africa_Niger_A/duck/Niger/914/2006|2006.45205479452","H5N1_Avian_CY017028_A/duck/Niger/914/2006_Niger_2006//_7 (MP)",7,"CY017028","A/duck/Niger/914/2006","H5N1","Avian","ans","Domestic","duck","Africa","Niger","Niger","2006//",2006.45205479452
"H5N1_Avian_ans_Domestic_Asia_Russia_A/duck/Novosibirsk/56/2005|2005.45205479452","H5N1_Avian_DQ234078_A/duck/Novosibirsk/56/2005_Russia_2005//_7 (MP)",7,"DQ234078","A/duck/Novosibirsk/56/2005","H5N1","Avian","ans","Domestic","duck","Asia","Russia","Novosibirsk","2005//",2005.45205479452
"H5N1_Avian_ans_Domestic_Asia_Russia_A/duck/Omsk/1822/2006|2006.53424657534","H5N1_Avian_CY047478_A/duck/Omsk/1822/2006_Russia_2006/07/_7 (MP)",7,"CY047478","A/duck/Omsk/1822/2006","H5N1","Avian","ans","Domestic","duck","Asia","Russia","Omsk","2006/07/",2006.53424657534
"H5N1_Avian_ans_Domestic_Asia_Russia_A/muscovy duck/Rostov-on-Don/51/2007|2007.95342465753","H5N1_Avian_EU441927_A/muscovy duck/Rostov-on-Don/51/2007_Russia_2007/12/15_7 (MP)",7,"EU441927","A/muscovy duck/Rostov-on-Don/51/2007","H5N1","Avian","ans","Domestic","muscovy duck","Asia","Russia","Rostov-on-Don","2007/12/15",2007.95342465753
"H5N1_Avian_ans_Domestic_Asia_China_A/duck/Shandong/093/2004|2004.45205479452","H5N1_Avian_AY856865_A/duck/Shandong/093/2004_China_2004//_7 (MP)",7,"AY856865","A/duck/Shandong/093/2004","H5N1","Avian","ans","Domestic","duck","Asia","China","Shandong","2004//",2004.45205479452
"H5N1_Avian_ans_Domestic_Asia_China_A/duck/Shandong/009/2008|2008.95342465753","H5N1_Avian_GU596987_A/duck/Shandong/009/2008_China_2008/12/15_7 (MP)",7,"GU596987","A/duck/Shandong/009/2008","H5N1","Avian","ans","Domestic","duck","Asia","China","Shandong","2008/12/15",2008.95342465753
"H5N1_Avian_ans_Domestic_Asia_China_A/duck/Shanghai/xj/2002|2002.45205479452","H5N1_Avian_DQ997536_A/duck/Shanghai/xj/2002_China_2002//_7 (MP)",7,"DQ997536","A/duck/Shanghai/xj/2002","H5N1","Avian","ans","Domestic","duck","Asia","China","Shanghai","2002//",2002.45205479452
"H5N1_Avian_ans_Domestic_Asia_South Korea_A/duck/Korea/ESD1/03|2003.45205479452","H5N1_Avian_AY676048_A/duck/Korea/ESD1/03_South Korea_2003//_7 (MP)",7,"AY676048","A/duck/Korea/ESD1/03","H5N1","Avian","ans","Domestic","duck","Asia","South Korea","Korea","2003//",2003.45205479452
"H5N1_Avian_ans_Domestic_Asia_Russia_A/goose/Suzdalka/10/05|2005.45205479452","H5N1_Avian_EF205163_A/goose/Suzdalka/10/05_Russia_2005//_7 (MP)",7,"EF205163","A/goose/Suzdalka/10/05","H5N1","Avian","ans","Domestic","goose","Asia","Russia","Suzdalka","2005//",2005.45205479452
"H5N1_Avian_ans_Domestic_Asia_Thailand_A/duck/Ang Thong/71(2)/2004|2004.45205479452","H5N1_Avian_GU186649_A/duck/Ang Thong/71(2)/2004_Thailand_2004//_7 (MP)",7,"GU186649","A/duck/Ang Thong/71(2)/2004","H5N1","Avian","ans","Domestic","duck","Asia","Thailand","Ang Thong","2004//",2004.45205479452
"H5N1_Avian_ans_Domestic_Asia_Thailand_A/duck/Thailand/TS04/2006|2006.45205479452","H5N1_Avian_JQ794471_A/duck/Thailand/TS04/2006_Thailand_2006//_7 (MP)",7,"JQ794471","A/duck/Thailand/TS04/2006","H5N1","Avian","ans","Domestic","duck","Asia","Thailand","Thailand","2006//",2006.45205479452
"H5N1_Avian_ans_Domestic_Asia_Viet Nam_A/duck/Vietnam/942B/2004|2004.45205479452","H5N1_Avian_CY033178_A/duck/Vietnam/942B/2004_Viet Nam_2004//_7 (MP)",7,"CY033178","A/duck/Vietnam/942B/2004","H5N1","Avian","ans","Domestic","duck","Asia","Viet Nam","Vietnam","2004//",2004.45205479452
"H5N1_Avian_ans_Domestic_Asia_Viet Nam_A/duck/Vietnam/1/2005|2005.45205479452","H5N1_Avian_CY016828_A/duck/Vietnam/1/2005_Viet Nam_2005//_7 (MP)",7,"CY016828","A/duck/Vietnam/1/2005","H5N1","Avian","ans","Domestic","duck","Asia","Viet Nam","Vietnam","2005//",2005.45205479452
"H5N1_Avian_ans_Domestic_Asia_Viet Nam_A/Muscovy duck/Ca Mau/1185/2006|2006.98904109589","H5N1_Avian_JX420225_A/Muscovy duck/Ca Mau/1185/2006_Viet Nam_2006/12/28_7 (MP)",7,"JX420225","A/Muscovy duck/Ca Mau/1185/2006","H5N1","Avian","ans","Domestic","Muscovy duck","Asia","Viet Nam","Ca Mau","2006/12/28",2006.98904109589
"H5N1_Avian_ans_Domestic_Asia_Viet Nam_A/Muscovy duck/Ca Mau/07-04/2007|2007.45205479452","H5N1_Avian_GU186746_A/Muscovy duck/Ca Mau/07-04/2007_Viet Nam_2007//_7 (MP)",7,"GU186746","A/Muscovy duck/Ca Mau/07-04/2007","H5N1","Avian","ans","Domestic","Muscovy duck","Asia","Viet Nam","Ca Mau","2007//",2007.45205479452
"H5N1_Avian_ans_Domestic_Asia_Viet Nam_A/duck/Vietnam/G12/2008|2008.03835616438","H5N1_Avian_AB593450_A/duck/Vietnam/G12/2008_Viet Nam_2008/01/_7 (MP)",7,"AB593450","A/duck/Vietnam/G12/2008","H5N1","Avian","ans","Domestic","duck","Asia","Viet Nam","Vietnam","2008/01/",2008.03835616438
"H5N1_Avian_ans_Domestic_Asia_Viet Nam_A/muscovy duck/Vietnam/OIE-559/2011|2011.45205479452","H5N1_Avian_AB636527_A/muscovy duck/Vietnam/OIE-559/2011_Viet Nam_2011/06/_7 (MP)",7,"AB636527","A/muscovy duck/Vietnam/OIE-559/2011","H5N1","Avian","ans","Domestic","muscovy duck","Asia","Viet Nam","Vietnam","2011/06/",2011.45205479452
"H5N1_Avian_ans_Domestic_Asia_Viet Nam_A/duck/Soc Trang/8/2012|2012.66301369863","H5N1_Avian_AB819040_A/duck/Soc Trang/8/2012_Viet Nam_2012/08/31_7 (MP)",7,"AB819040","A/duck/Soc Trang/8/2012","H5N1","Avian","ans","Domestic","duck","Asia","Viet Nam","Soc Trang","2012/08/31",2012.66301369863
"H5N1_Avian_ans_Domestic_Asia_Viet Nam_A/muscovy duck/Quang Ninh/49/2013|2013.35068493151","H5N1_Avian_AB828696_A/muscovy duck/Quang Ninh/49/2013_Viet Nam_2013/05/09_7 (MP)",7,"AB828696","A/muscovy duck/Quang Ninh/49/2013","H5N1","Avian","ans","Domestic","muscovy duck","Asia","Viet Nam","Quang Ninh","2013/05/09",2013.35068493151
"H5N1_Avian_ans_Domestic_Asia_China_A/goose/Yunnan/3798/2006|2006.45205479452","H5N1_Avian_CY030908_A/goose/Yunnan/3798/2006_China_2006//_7 (MP)",7,"CY030908","A/goose/Yunnan/3798/2006","H5N1","Avian","ans","Domestic","goose","Asia","China","Yunnan","2006//",2006.45205479452
"H5N1_Avian_ans_Domestic_Asia_China_A/duck/Zhejiang/bj/2002|2002.45205479452","H5N1_Avian_DQ997409_A/duck/Zhejiang/bj/2002_China_2002//_7 (MP)",7,"DQ997409","A/duck/Zhejiang/bj/2002","H5N1","Avian","ans","Domestic","duck","Asia","China","Zhejiang","2002//",2002.45205479452
"H5N1_Avian_ans_Domestic_Asia_China_A/duck/Zhejiang/2243/2011|2011.12328767123","H5N1_Avian_JN646737_A/duck/Zhejiang/2243/2011_China_2011/02/_7 (MP)",7,"JN646737","A/duck/Zhejiang/2243/2011","H5N1","Avian","ans","Domestic","duck","Asia","China","Zhejiang","2011/02/",2011.12328767123
"H5N1_Avian_gal_Domestic_Asia_Afghanistan_A/chicken/Afghanistan/1573-92/2006|2006.45205479452","H5N1_Avian_CY020638_A/chicken/Afghanistan/1573-92/2006_Afghanistan_2006//_7 (MP)",7,"CY020638","A/chicken/Afghanistan/1573-92/2006","H5N1","Avian","gal","Domestic","chicken","Asia","Afghanistan","Afghanistan","2006//",2006.45205479452
"H5N1_Avian_gal_Domestic_Asia_China_A/chicken/Anhui/39/2004|2004.45205479452","H5N1_Avian_HM172123_A/chicken/Anhui/39/2004_China_2004//_7 (MP)",7,"HM172123","A/chicken/Anhui/39/2004","H5N1","Avian","gal","Domestic","chicken","Asia","China","Anhui","2004//",2004.45205479452
"H5N1_Avian_gal_Domestic_Asia_Bhutan_A/chicken/Bhutan/248015/2010|2010.13424657534","H5N1_Avian_CY063484_A/chicken/Bhutan/248015/2010_Bhutan_2010/02/19_7 (MP)",7,"CY063484","A/chicken/Bhutan/248015/2010","H5N1","Avian","gal","Domestic","chicken","Asia","Bhutan","Bhutan","2010/02/19",2010.13424657534
"H5N1_Avian_gal_Domestic_Asia_Cambodia_A/chicken/Cambodia/TKCMB5T/2010|2010.07397260274","H5N1_Avian_JN588836_A/chicken/Cambodia/TKCMB5T/2010_Cambodia_2010/01/28_7 (MP)",7,"JN588836","A/chicken/Cambodia/TKCMB5T/2010","H5N1","Avian","gal","Domestic","chicken","Asia","Cambodia","Cambodia","2010/01/28",2010.07397260274
"H5N1_Avian_gal_Domestic_Asia_Cambodia_A/chicken/Cambodia/083LC/2011|2011.68493150685","H5N1_Avian_JQ714238_A/chicken/Cambodia/083LC/2011_Cambodia_2011/09/08_7 (MP)",7,"JQ714238","A/chicken/Cambodia/083LC/2011","H5N1","Avian","gal","Domestic","chicken","Asia","Cambodia","Cambodia","2011/09/08",2011.68493150685
"H5N1_Avian_gal_Domestic_Africa_Cote dIvoire_A/turkey/Ivory Coast/4372-2/2006|2006.95342465753","H5N1_Avian_CY020694_A/turkey/Ivory Coast/4372-2/2006_Cote dIvoire_2006/12/_7 (MP)",7,"CY020694","A/turkey/Ivory Coast/4372-2/2006","H5N1","Avian","gal","Domestic","turkey","Africa","Cote dIvoire","Ivory Coast","2006/12/",2006.95342465753
"H5N1_Avian_gal_Domestic_Asia_Russia_A/chicken/Domodedovo/MK/2007|2007.03561643836","H5N1_Avian_CY047470_A/chicken/Domodedovo/MK/2007_Russia_2007/01/14_7 (MP)",7,"CY047470","A/chicken/Domodedovo/MK/2007","H5N1","Avian","gal","Domestic","chicken","Asia","Russia","Domodedovo","2007/01/14",2007.03561643836
"H5N1_Avian_gal_Domestic_Africa_Egypt_A/chicken/Egypt/2253-1/2006|2006.45205479452","H5N1_Avian_CY020646_A/chicken/Egypt/2253-1/2006_Egypt_2006//_7 (MP)",7,"CY020646","A/chicken/Egypt/2253-1/2006","H5N1","Avian","gal","Domestic","chicken","Africa","Egypt","Egypt","2006//",2006.45205479452
"H5N1_Avian_gal_Domestic_Africa_Egypt_A/chicken/Egypt/CL6/2007|2007.2","H5N1_Avian_AB465622_A/chicken/Egypt/CL6/2007_Egypt_2007/03/_7 (MP)",7,"AB465622","A/chicken/Egypt/CL6/2007","H5N1","Avian","gal","Domestic","chicken","Africa","Egypt","Egypt","2007/03/",2007.2
"H5N1_Avian_gal_Domestic_Africa_Egypt_A/chicken/Giza/CAI7/2008|2008.16164383562","H5N1_Avian_CY126129_A/chicken/Giza/CAI7/2008_Egypt_2008/03/01_7 (MP)",7,"CY126129","A/chicken/Giza/CAI7/2008","H5N1","Avian","gal","Domestic","chicken","Africa","Egypt","Giza","2008/03/01",2008.16164383562
"H5N1_Avian_gal_Domestic_Africa_Egypt_A/chicken/Sharkia/CAI3/2009|2009.66575342466","H5N1_Avian_CY126105_A/chicken/Sharkia/CAI3/2009_Egypt_2009/09/01_7 (MP)",7,"CY126105","A/chicken/Sharkia/CAI3/2009","H5N1","Avian","gal","Domestic","chicken","Africa","Egypt","Sharkia","2009/09/01",2009.66575342466
"H5N1_Avian_gal_Domestic_Africa_Egypt_A/chicken/Egypt/Q1185/2010|2010.45205479452","H5N1_Avian_FR687293_A/chicken/Egypt/Q1185/2010_Egypt_2010//_7 (MP)",7,"FR687293","A/chicken/Egypt/Q1185/2010","H5N1","Avian","gal","Domestic","chicken","Africa","Egypt","Egypt","2010//",2010.45205479452
