"SequenceName","OriginalName","segNumber","accn","isName","subtype","host","birdOrder","wildDomestic","bird","continent","country","place","dateTxt","decDate"
"H5N1_Avian_ans_Domestic_Asia_Hong Kong_A/duck/Hong Kong/821/2002|2002.45205479452","H5N1_Avian_AY676029_A/duck/Hong Kong/821/2002_Hong Kong_2002//_3 (PA)",3,"AY676029","A/duck/Hong Kong/821/2002","H5N1","Avian","ans","Domestic","duck","Asia","Hong Kong","Hong Kong","2002//",2002.45205479452
"H5N1_Avian_ans_Domestic_Asia_China_A/duck/Hubei/wp/2003|2003.45205479452","H5N1_Avian_DQ997167_A/duck/Hubei/wp/2003_China_2003//_3 (PA)",3,"DQ997167","A/duck/Hubei/wp/2003","H5N1","Avian","ans","Domestic","duck","Asia","China","Hubei","2003//",2003.45205479452
"H5N1_Avian_ans_Domestic_Asia_China_A/duck/Hubei/49/2005|2005.45205479452","H5N1_Avian_HM172311_A/duck/Hubei/49/2005_China_2005//_3 (PA)",3,"HM172311","A/duck/Hubei/49/2005","H5N1","Avian","ans","Domestic","duck","Asia","China","Hubei","2005//",2005.45205479452
"H5N1_Avian_ans_Domestic_Asia_China_A/duck/Hubei/Hangmei01/2006|2006.45205479452","H5N1_Avian_EU594348_A/duck/Hubei/Hangmei01/2006_China_2006//_3 (PA)",3,"EU594348","A/duck/Hubei/Hangmei01/2006","H5N1","Avian","ans","Domestic","duck","Asia","China","Hubei","2006//",2006.45205479452
"H5N1_Avian_ans_Domestic_Asia_China_A/duck/Hubei/2911/2007|2007.07671232877","H5N1_Avian_FJ784804_A/duck/Hubei/2911/2007_China_2007/01/29_3 (PA)",3,"FJ784804","A/duck/Hubei/2911/2007","H5N1","Avian","ans","Domestic","duck","Asia","China","Hubei","2007/01/29",2007.07671232877
"H5N1_Avian_ans_Domestic_Asia_China_A/duck/Hunan/69/2004|2004.45205479452","H5N1_Avian_HM172325_A/duck/Hunan/69/2004_China_2004//_3 (PA)",3,"HM172325","A/duck/Hunan/69/2004","H5N1","Avian","ans","Domestic","duck","Asia","China","Hunan","2004//",2004.45205479452
"H5N1_Avian_ans_Domestic_Asia_China_A/domestic green-winged teal/Hunan/67/2005|2005.45205479452","H5N1_Avian_EU430501_A/domestic green-winged teal/Hunan/67/2005_China_2005//_3 (PA)",3,"EU430501","A/domestic green-winged teal/Hunan/67/2005","H5N1","Avian","ans","Domestic","domestic green-winged teal","Asia","China","Hunan","2005//",2005.45205479452
"H5N1_Avian_ans_Domestic_Asia_China_A/domestic green-winged teal/Hunan/3450/2006|2006.20273972603","H5N1_Avian_KC690155_A/domestic green-winged teal/Hunan/3450/2006_China_2006/03/16_3 (PA)",3,"KC690155","A/domestic green-winged teal/Hunan/3450/2006","H5N1","Avian","ans","Domestic","domestic green-winged teal","Asia","China","Hunan","2006/03/16",2006.20273972603
"H5N1_Avian_ans_Domestic_Asia_China_A/duck/Hunan/3/2007|2007.78630136986","H5N1_Avian_GU182149_A/duck/Hunan/3/2007_China_2007/10/_3 (PA)",3,"GU182149","A/duck/Hunan/3/2007","H5N1","Avian","ans","Domestic","duck","Asia","China","Hunan","2007/10/",2007.78630136986
"H5N1_Avian_ans_Domestic_Asia_China_A/duck/Hunan/8/2008|2008.87123287671","H5N1_Avian_GU182165_A/duck/Hunan/8/2008_China_2008/11/_3 (PA)",3,"GU182165","A/duck/Hunan/8/2008","H5N1","Avian","ans","Domestic","duck","Asia","China","Hunan","2008/11/",2008.87123287671
"H5N1_Avian_ans_Domestic_Asia_China_A/duck/Hunan/S4030/2011|2011.85479452055","H5N1_Avian_CY146643_A/duck/Hunan/S4030/2011_China_2011/11/09_3 (PA)",3,"CY146643","A/duck/Hunan/S4030/2011","H5N1","Avian","ans","Domestic","duck","Asia","China","Hunan","2011/11/09",2011.85479452055
"H5N1_Avian_ans_Domestic_Europe_Hungary_A/goose/Hungary/14756/2006|2006.42739726027","H5N1_Avian_FJ445247_A/goose/Hungary/14756/2006_Hungary_2006/06/06_3 (PA)",3,"FJ445247","A/goose/Hungary/14756/2006","H5N1","Avian","ans","Domestic","goose","Europe","Hungary","Hungary","2006/06/06",2006.42739726027
"H5N1_Avian_ans_Domestic_Asia_India_A/duck/Tripura/103597/2008|2008.28493150685","H5N1_Avian_GU252821_A/duck/Tripura/103597/2008_India_2008/04/_3 (PA)",3,"GU252821","A/duck/Tripura/103597/2008","H5N1","Avian","ans","Domestic","duck","Asia","India","Tripura","2008/04/",2008.28493150685
"H5N1_Avian_ans_Domestic_Asia_Indonesia_A/duck/East Java/UT1107/2004|2004.64657534247","H5N1_Avian_GQ122462_A/duck/East Java/UT1107/2004_Indonesia_2004/08/25_3 (PA)",3,"GQ122462","A/duck/East Java/UT1107/2004","H5N1","Avian","ans","Domestic","duck","Asia","Indonesia","East Java","2004/08/25",2004.64657534247
"H5N1_Avian_ans_Domestic_Asia_Japan_A/duck/Yokohama/aq10/2003|2003.45205479452","H5N1_Avian_AB212279_A/duck/Yokohama/aq10/2003_Japan_2003//_3 (PA)",3,"AB212279","A/duck/Yokohama/aq10/2003","H5N1","Avian","ans","Domestic","duck","Asia","Japan","Yokohama","2003//",2003.45205479452
"H5N1_Avian_ans_Domestic_Asia_Japan_A/duck/Hokkaido/WZ101/2010|2010.78356164384","H5N1_Avian_AB612908_A/duck/Hokkaido/WZ101/2010_Japan_2010/10/14_3 (PA)",3,"AB612908","A/duck/Hokkaido/WZ101/2010","H5N1","Avian","ans","Domestic","duck","Asia","Japan","Hokkaido","2010/10/14",2010.78356164384
"H5N1_Avian_ans_Domestic_Asia_China_A/goose/Jiangsu/k0403/2010|2010.1095890411","H5N1_Avian_JQ638684_A/goose/Jiangsu/k0403/2010_China_2010/02/10_3 (PA)",3,"JQ638684","A/goose/Jiangsu/k0403/2010","H5N1","Avian","ans","Domestic","goose","Asia","China","Jiangsu","2010/02/10",2010.1095890411
"H5N1_Avian_ans_Domestic_Asia_China_A/duck/Jiangxi/80/2005|2005.45205479452","H5N1_Avian_HM172339_A/duck/Jiangxi/80/2005_China_2005//_3 (PA)",3,"HM172339","A/duck/Jiangxi/80/2005","H5N1","Avian","ans","Domestic","duck","Asia","China","Jiangxi","2005//",2005.45205479452
"H5N1_Avian_ans_Domestic_Asia_China_A/goose/Jilin/hb/2003|2003.45205479452","H5N1_Avian_DQ997280_A/goose/Jilin/hb/2003_China_2003//_3 (PA)",3,"DQ997280","A/goose/Jilin/hb/2003","H5N1","Avian","ans","Domestic","goose","Asia","China","Jilin","2003//",2003.45205479452
"H5N1_Avian_ans_Domestic_Asia_Russia_A/goose/Krasnoozerskoye/627/2005|2005.45205479452","H5N1_Avian_EF205192_A/goose/Krasnoozerskoye/627/2005_Russia_2005//_3 (PA)",3,"EF205192","A/goose/Krasnoozerskoye/627/2005","H5N1","Avian","ans","Domestic","goose","Asia","Russia","Krasnoozerskoye","2005//",2005.45205479452
"H5N1_Avian_ans_Domestic_Asia_Russia_A/duck/Kurgan/08/2005|2005.45205479452","H5N1_Avian_DQ449645_A/duck/Kurgan/08/2005_Russia_2005//_3 (PA)",3,"DQ449645","A/duck/Kurgan/08/2005","H5N1","Avian","ans","Domestic","duck","Asia","Russia","Kurgan","2005//",2005.45205479452
"H5N1_Avian_ans_Domestic_Asia_Laos_A/duck/Laos/25/2006|2006.45205479452","H5N1_Avian_CY041037_A/duck/Laos/25/2006_Laos_2006//_3 (PA)",3,"CY041037","A/duck/Laos/25/2006","H5N1","Avian","ans","Domestic","duck","Asia","Laos","Laos","2006//",2006.45205479452
"H5N1_Avian_ans_Domestic_Asia_Laos_A/duck/Laos/P0127/2007|2007.45205479452","H5N1_Avian_CY040909_A/duck/Laos/P0127/2007_Laos_2007//_3 (PA)",3,"CY040909","A/duck/Laos/P0127/2007","H5N1","Avian","ans","Domestic","duck","Asia","Laos","Laos","2007//",2007.45205479452
"H5N1_Avian_ans_Domestic_Asia_Laos_A/duck/Lao/9/2010|2010.2","H5N1_Avian_CY098324_A/duck/Lao/9/2010_Laos_2010/03/_3 (PA)",3,"CY098324","A/duck/Lao/9/2010","H5N1","Avian","ans","Domestic","duck","Asia","Laos","Lao","2010/03/",2010.2
"H5N1_Avian_ans_Domestic_Africa_Niger_A/duck/Niger/914/2006|2006.45205479452","H5N1_Avian_CY017032_A/duck/Niger/914/2006_Niger_2006//_3 (PA)",3,"CY017032","A/duck/Niger/914/2006","H5N1","Avian","ans","Domestic","duck","Africa","Niger","Niger","2006//",2006.45205479452
"H5N1_Avian_ans_Domestic_Asia_Russia_A/duck/Novosibirsk/56/2005|2005.45205479452","H5N1_Avian_DQ234076_A/duck/Novosibirsk/56/2005_Russia_2005//_3 (PA)",3,"DQ234076","A/duck/Novosibirsk/56/2005","H5N1","Avian","ans","Domestic","duck","Asia","Russia","Novosibirsk","2005//",2005.45205479452
"H5N1_Avian_ans_Domestic_Asia_Russia_A/duck/Omsk/1822/2006|2006.53424657534","H5N1_Avian_CY047474_A/duck/Omsk/1822/2006_Russia_2006/07/_3 (PA)",3,"CY047474","A/duck/Omsk/1822/2006","H5N1","Avian","ans","Domestic","duck","Asia","Russia","Omsk","2006/07/",2006.53424657534
"H5N1_Avian_ans_Domestic_Asia_Russia_A/muscovy duck/Rostov-on-Don/51/2007|2007.95342465753","H5N1_Avian_EU441924_A/muscovy duck/Rostov-on-Don/51/2007_Russia_2007/12/15_3 (PA)",3,"EU441924","A/muscovy duck/Rostov-on-Don/51/2007","H5N1","Avian","ans","Domestic","muscovy duck","Asia","Russia","Rostov-on-Don","2007/12/15",2007.95342465753
"H5N1_Avian_ans_Domestic_Asia_China_A/duck/Shandong/093/2004|2004.45205479452","H5N1_Avian_AY856863_A/duck/Shandong/093/2004_China_2004//_3 (PA)",3,"AY856863","A/duck/Shandong/093/2004","H5N1","Avian","ans","Domestic","duck","Asia","China","Shandong","2004//",2004.45205479452
"H5N1_Avian_ans_Domestic_Asia_China_A/duck/Shandong/009/2008|2008.95342465753","H5N1_Avian_GU596983_A/duck/Shandong/009/2008_China_2008/12/15_3 (PA)",3,"GU596983","A/duck/Shandong/009/2008","H5N1","Avian","ans","Domestic","duck","Asia","China","Shandong","2008/12/15",2008.95342465753
"H5N1_Avian_ans_Domestic_Asia_China_A/duck/Shanghai/xj/2002|2002.45205479452","H5N1_Avian_DQ997535_A/duck/Shanghai/xj/2002_China_2002//_3 (PA)",3,"DQ997535","A/duck/Shanghai/xj/2002","H5N1","Avian","ans","Domestic","duck","Asia","China","Shanghai","2002//",2002.45205479452
"H5N1_Avian_ans_Domestic_Asia_South Korea_A/duck/Korea/ESD1/03|2003.45205479452","H5N1_Avian_AY676032_A/duck/Korea/ESD1/03_South Korea_2003//_3 (PA)",3,"AY676032","A/duck/Korea/ESD1/03","H5N1","Avian","ans","Domestic","duck","Asia","South Korea","Korea","2003//",2003.45205479452
"H5N1_Avian_ans_Domestic_Asia_Russia_A/goose/Suzdalka/10/05|2005.45205479452","H5N1_Avian_EF205191_A/goose/Suzdalka/10/05_Russia_2005//_3 (PA)",3,"EF205191","A/goose/Suzdalka/10/05","H5N1","Avian","ans","Domestic","goose","Asia","Russia","Suzdalka","2005//",2005.45205479452
"H5N1_Avian_ans_Domestic_Asia_Thailand_A/duck/Ang Thong/71(2)/2004|2004.45205479452","H5N1_Avian_GU186653_A/duck/Ang Thong/71(2)/2004_Thailand_2004//_3 (PA)",3,"GU186653","A/duck/Ang Thong/71(2)/2004","H5N1","Avian","ans","Domestic","duck","Asia","Thailand","Ang Thong","2004//",2004.45205479452
"H5N1_Avian_ans_Domestic_Asia_Thailand_A/duck/Thailand/TS04/2006|2006.45205479452","H5N1_Avian_JQ794475_A/duck/Thailand/TS04/2006_Thailand_2006//_3 (PA)",3,"JQ794475","A/duck/Thailand/TS04/2006","H5N1","Avian","ans","Domestic","duck","Asia","Thailand","Thailand","2006//",2006.45205479452
"H5N1_Avian_ans_Domestic_Asia_Viet Nam_A/duck/Vietnam/942B/2004|2004.45205479452","H5N1_Avian_CY033182_A/duck/Vietnam/942B/2004_Viet Nam_2004//_3 (PA)",3,"CY033182","A/duck/Vietnam/942B/2004","H5N1","Avian","ans","Domestic","duck","Asia","Viet Nam","Vietnam","2004//",2004.45205479452
"H5N1_Avian_ans_Domestic_Asia_Viet Nam_A/duck/Vietnam/1/2005|2005.45205479452","H5N1_Avian_CY016832_A/duck/Vietnam/1/2005_Viet Nam_2005//_3 (PA)",3,"CY016832","A/duck/Vietnam/1/2005","H5N1","Avian","ans","Domestic","duck","Asia","Viet Nam","Vietnam","2005//",2005.45205479452
"H5N1_Avian_ans_Domestic_Asia_Viet Nam_A/Muscovy duck/Ca Mau/1185/2006|2006.98904109589","H5N1_Avian_JX420221_A/Muscovy duck/Ca Mau/1185/2006_Viet Nam_2006/12/28_3 (PA)",3,"JX420221","A/Muscovy duck/Ca Mau/1185/2006","H5N1","Avian","ans","Domestic","Muscovy duck","Asia","Viet Nam","Ca Mau","2006/12/28",2006.98904109589
"H5N1_Avian_ans_Domestic_Asia_Viet Nam_A/Muscovy duck/Ca Mau/07-04/2007|2007.45205479452","H5N1_Avian_GU186750_A/Muscovy duck/Ca Mau/07-04/2007_Viet Nam_2007//_3 (PA)",3,"GU186750","A/Muscovy duck/Ca Mau/07-04/2007","H5N1","Avian","ans","Domestic","Muscovy duck","Asia","Viet Nam","Ca Mau","2007//",2007.45205479452
"H5N1_Avian_ans_Domestic_Asia_Viet Nam_A/duck/Vietnam/G12/2008|2008.03835616438","H5N1_Avian_AB593446_A/duck/Vietnam/G12/2008_Viet Nam_2008/01/_3 (PA)",3,"AB593446","A/duck/Vietnam/G12/2008","H5N1","Avian","ans","Domestic","duck","Asia","Viet Nam","Vietnam","2008/01/",2008.03835616438
"H5N1_Avian_ans_Domestic_Asia_Viet Nam_A/muscovy duck/Vietnam/OIE-559/2011|2011.45205479452","H5N1_Avian_AB636523_A/muscovy duck/Vietnam/OIE-559/2011_Viet Nam_2011/06/_3 (PA)",3,"AB636523","A/muscovy duck/Vietnam/OIE-559/2011","H5N1","Avian","ans","Domestic","muscovy duck","Asia","Viet Nam","Vietnam","2011/06/",2011.45205479452
"H5N1_Avian_ans_Domestic_Asia_Viet Nam_A/duck/Soc Trang/8/2012|2012.66301369863","H5N1_Avian_AB819036_A/duck/Soc Trang/8/2012_Viet Nam_2012/08/31_3 (PA)",3,"AB819036","A/duck/Soc Trang/8/2012","H5N1","Avian","ans","Domestic","duck","Asia","Viet Nam","Soc Trang","2012/08/31",2012.66301369863
"H5N1_Avian_ans_Domestic_Asia_Viet Nam_A/muscovy duck/Quang Ninh/49/2013|2013.35068493151","H5N1_Avian_AB828692_A/muscovy duck/Quang Ninh/49/2013_Viet Nam_2013/05/09_3 (PA)",3,"AB828692","A/muscovy duck/Quang Ninh/49/2013","H5N1","Avian","ans","Domestic","muscovy duck","Asia","Viet Nam","Quang Ninh","2013/05/09",2013.35068493151
"H5N1_Avian_ans_Domestic_Asia_China_A/goose/Yunnan/3798/2006|2006.45205479452","H5N1_Avian_CY030904_A/goose/Yunnan/3798/2006_China_2006//_3 (PA)",3,"CY030904","A/goose/Yunnan/3798/2006","H5N1","Avian","ans","Domestic","goose","Asia","China","Yunnan","2006//",2006.45205479452
"H5N1_Avian_ans_Domestic_Asia_China_A/duck/Zhejiang/bj/2002|2002.45205479452","H5N1_Avian_DQ997414_A/duck/Zhejiang/bj/2002_China_2002//_3 (PA)",3,"DQ997414","A/duck/Zhejiang/bj/2002","H5N1","Avian","ans","Domestic","duck","Asia","China","Zhejiang","2002//",2002.45205479452
"H5N1_Avian_ans_Domestic_Asia_China_A/duck/Zhejiang/2243/2011|2011.12328767123","H5N1_Avian_JN646709_A/duck/Zhejiang/2243/2011_China_2011/02/_3 (PA)",3,"JN646709","A/duck/Zhejiang/2243/2011","H5N1","Avian","ans","Domestic","duck","Asia","China","Zhejiang","2011/02/",2011.12328767123
"H5N1_Avian_gal_Domestic_Asia_Afghanistan_A/chicken/Afghanistan/1573-92/2006|2006.45205479452","H5N1_Avian_CY020642_A/chicken/Afghanistan/1573-92/2006_Afghanistan_2006//_3 (PA)",3,"CY020642","A/chicken/Afghanistan/1573-92/2006","H5N1","Avian","gal","Domestic","chicken","Asia","Afghanistan","Afghanistan","2006//",2006.45205479452
"H5N1_Avian_gal_Domestic_Asia_China_A/chicken/Anhui/39/2004|2004.45205479452","H5N1_Avian_HM172320_A/chicken/Anhui/39/2004_China_2004//_3 (PA)",3,"HM172320","A/chicken/Anhui/39/2004","H5N1","Avian","gal","Domestic","chicken","Asia","China","Anhui","2004//",2004.45205479452
"H5N1_Avian_gal_Domestic_Asia_Bhutan_A/chicken/Bhutan/248015/2010|2010.13424657534","H5N1_Avian_CY063480_A/chicken/Bhutan/248015/2010_Bhutan_2010/02/19_3 (PA)",3,"CY063480","A/chicken/Bhutan/248015/2010","H5N1","Avian","gal","Domestic","chicken","Asia","Bhutan","Bhutan","2010/02/19",2010.13424657534
"H5N1_Avian_gal_Domestic_Asia_Cambodia_A/chicken/Cambodia/TKCMB5T/2010|2010.07397260274","H5N1_Avian_JN588903_A/chicken/Cambodia/TKCMB5T/2010_Cambodia_2010/01/28_3 (PA)",3,"JN588903","A/chicken/Cambodia/TKCMB5T/2010","H5N1","Avian","gal","Domestic","chicken","Asia","Cambodia","Cambodia","2010/01/28",2010.07397260274
"H5N1_Avian_gal_Domestic_Asia_Cambodia_A/chicken/Cambodia/083LC/2011|2011.68493150685","H5N1_Avian_JQ714234_A/chicken/Cambodia/083LC/2011_Cambodia_2011/09/08_3 (PA)",3,"JQ714234","A/chicken/Cambodia/083LC/2011","H5N1","Avian","gal","Domestic","chicken","Asia","Cambodia","Cambodia","2011/09/08",2011.68493150685
"H5N1_Avian_gal_Domestic_Africa_Cote dIvoire_A/turkey/Ivory Coast/4372-2/2006|2006.95342465753","H5N1_Avian_CY020698_A/turkey/Ivory Coast/4372-2/2006_Cote dIvoire_2006/12/_3 (PA)",3,"CY020698","A/turkey/Ivory Coast/4372-2/2006","H5N1","Avian","gal","Domestic","turkey","Africa","Cote dIvoire","Ivory Coast","2006/12/",2006.95342465753
"H5N1_Avian_gal_Domestic_Asia_Russia_A/chicken/Domodedovo/MK/2007|2007.03561643836","H5N1_Avian_CY047468_A/chicken/Domodedovo/MK/2007_Russia_2007/01/14_3 (PA)",3,"CY047468","A/chicken/Domodedovo/MK/2007","H5N1","Avian","gal","Domestic","chicken","Asia","Russia","Domodedovo","2007/01/14",2007.03561643836
"H5N1_Avian_gal_Domestic_Africa_Egypt_A/chicken/Egypt/2253-1/2006|2006.45205479452","H5N1_Avian_CY020650_A/chicken/Egypt/2253-1/2006_Egypt_2006//_3 (PA)",3,"CY020650","A/chicken/Egypt/2253-1/2006","H5N1","Avian","gal","Domestic","chicken","Africa","Egypt","Egypt","2006//",2006.45205479452
"H5N1_Avian_gal_Domestic_Africa_Egypt_A/chicken/Egypt/CL6/2007|2007.2","H5N1_Avian_AB465624_A/chicken/Egypt/CL6/2007_Egypt_2007/03/_3 (PA)",3,"AB465624","A/chicken/Egypt/CL6/2007","H5N1","Avian","gal","Domestic","chicken","Africa","Egypt","Egypt","2007/03/",2007.2
"H5N1_Avian_gal_Domestic_Africa_Egypt_A/chicken/Giza/CAI7/2008|2008.16164383562","H5N1_Avian_CY126133_A/chicken/Giza/CAI7/2008_Egypt_2008/03/01_3 (PA)",3,"CY126133","A/chicken/Giza/CAI7/2008","H5N1","Avian","gal","Domestic","chicken","Africa","Egypt","Giza","2008/03/01",2008.16164383562
"H5N1_Avian_gal_Domestic_Africa_Egypt_A/chicken/Sharkia/CAI3/2009|2009.66575342466","H5N1_Avian_CY126109_A/chicken/Sharkia/CAI3/2009_Egypt_2009/09/01_3 (PA)",3,"CY126109","A/chicken/Sharkia/CAI3/2009","H5N1","Avian","gal","Domestic","chicken","Africa","Egypt","Sharkia","2009/09/01",2009.66575342466
"H5N1_Avian_gal_Domestic_Africa_Egypt_A/chicken/Egypt/Q1185/2010|2010.45205479452","H5N1_Avian_FR687280_A/chicken/Egypt/Q1185/2010_Egypt_2010//_3 (PA)",3,"FR687280","A/chicken/Egypt/Q1185/2010","H5N1","Avian","gal","Domestic","chicken","Africa","Egypt","Egypt","2010//",2010.45205479452
