"SequenceName","OriginalName","segNumber","accn","isName","subtype","host","birdOrder","wildDomestic","bird","continent","country","place","dateTxt","decDate"
"H5N1_Avian_ans_Domestic_Africa_Egypt_A/duck/El Fayoum/CAI1/2010|2010.16164383562","H5N1_Avian_CY126098_A/duck/El Fayoum/CAI1/2010_Egypt_2010/03/01_6 (NA)",6,"CY126098","A/duck/El Fayoum/CAI1/2010","H5N1","Avian","ans","Domestic","duck","Africa","Egypt","El Fayoum","2010/03/01",2010.16164383562
"H5N1_Avian_ans_Domestic_Europe_France_A/duck/France/05066b/2005|2005.45205479452","H5N1_Avian_AJ972921_A/duck/France/05066b/2005_France_2005//_6 (NA)",6,"AJ972921","A/duck/France/05066b/2005","H5N1","Avian","ans","Domestic","duck","Europe","France","France","2005//",2005.45205479452
"H5N1_Avian_ans_Domestic_Asia_China_A/goose/Fujian/bb/2003|2003.45205479452","H5N1_Avian_DQ997406_A/goose/Fujian/bb/2003_China_2003//_6 (NA)",6,"DQ997406","A/goose/Fujian/bb/2003","H5N1","Avian","ans","Domestic","goose","Asia","China","Fujian","2003//",2003.45205479452
"H5N1_Avian_ans_Domestic_Europe_Germany_A/domestic duck/Germany/R1779/2007|2007.45205479452","H5N1_Avian_AM914022_A/domestic duck/Germany/R1779/2007_Germany_2007//_6 (NA)",6,"AM914022","A/domestic duck/Germany/R1779/2007","H5N1","Avian","ans","Domestic","domestic duck","Europe","Germany","Germany","2007//",2007.45205479452
"H5N1_Avian_ans_Domestic_Asia_China_A/goose/Guangdong/1/1996|1996.45205479452","H5N1_Avian_AF144304_A/goose/Guangdong/1/1996_China_1996//_6 (NA)",6,"AF144304","A/goose/Guangdong/1/1996","H5N1","Avian","ans","Domestic","goose","Asia","China","Guangdong","1996//",1996.45205479452
"H5N1_Avian_ans_Domestic_Asia_China_A/goose/Guangdong/3/1997|1997.45205479452","H5N1_Avian_AF364335_A/goose/Guangdong/3/1997_China_1997//_6 (NA)",6,"AF364335","A/goose/Guangdong/3/1997","H5N1","Avian","ans","Domestic","goose","Asia","China","Guangdong","1997//",1997.45205479452
"H5N1_Avian_ans_Domestic_Asia_China_A/goose/Guangdong/xb/2001|2001.45205479452","H5N1_Avian_DQ997523_A/goose/Guangdong/xb/2001_China_2001//_6 (NA)",6,"DQ997523","A/goose/Guangdong/xb/2001","H5N1","Avian","ans","Domestic","goose","Asia","China","Guangdong","2001//",2001.45205479452
"H5N1_Avian_ans_Domestic_Asia_China_A/duck/Guangdong/173/04|2004.45205479452","H5N1_Avian_AY737308_A/duck/Guangdong/173/04_China_2004//_6 (NA)",6,"AY737308","A/duck/Guangdong/173/04","H5N1","Avian","ans","Domestic","duck","Asia","China","Guangdong","2004//",2004.45205479452
"H5N1_Avian_ans_Domestic_Asia_China_A/duck/Guangxi/xa/2001|2001.45205479452","H5N1_Avian_DQ997514_A/duck/Guangxi/xa/2001_China_2001//_6 (NA)",6,"DQ997514","A/duck/Guangxi/xa/2001","H5N1","Avian","ans","Domestic","duck","Asia","China","Guangxi","2001//",2001.45205479452
"H5N1_Avian_ans_Domestic_Asia_China_A/duck/Guangxi/12/2003|2003.45205479452","H5N1_Avian_EU263347_A/duck/Guangxi/12/2003_China_2003//_6 (NA)",6,"EU263347","A/duck/Guangxi/12/2003","H5N1","Avian","ans","Domestic","duck","Asia","China","Guangxi","2003//",2003.45205479452
"H5N1_Avian_ans_Domestic_Asia_China_A/duck/Guangxi/13/2004|2004.45205479452","H5N1_Avian_DQ366340_A/duck/Guangxi/13/2004_China_2004//_6 (NA)",6,"DQ366340","A/duck/Guangxi/13/2004","H5N1","Avian","ans","Domestic","duck","Asia","China","Guangxi","2004//",2004.45205479452
"H5N1_Avian_ans_Domestic_Asia_Hong Kong_A/Duck/Hong Kong/380.5/2001|2001.45205479452","H5N1_Avian_AY075034_A/Duck/Hong Kong/380.5/2001_Hong Kong_2001//_6 (NA)",6,"AY075034","A/Duck/Hong Kong/380.5/2001","H5N1","Avian","ans","Domestic","Duck","Asia","Hong Kong","Hong Kong","2001//",2001.45205479452
"H5N1_Avian_ans_Domestic_Asia_Hong Kong_A/duck/Hong Kong/821/2002|2002.45205479452","H5N1_Avian_AY676041_A/duck/Hong Kong/821/2002_Hong Kong_2002//_6 (NA)",6,"AY676041","A/duck/Hong Kong/821/2002","H5N1","Avian","ans","Domestic","duck","Asia","Hong Kong","Hong Kong","2002//",2002.45205479452
"H5N1_Avian_ans_Domestic_Asia_China_A/duck/Hubei/wp/2003|2003.45205479452","H5N1_Avian_DQ997164_A/duck/Hubei/wp/2003_China_2003//_6 (NA)",6,"DQ997164","A/duck/Hubei/wp/2003","H5N1","Avian","ans","Domestic","duck","Asia","China","Hubei","2003//",2003.45205479452
"H5N1_Avian_ans_Domestic_Asia_China_A/duck/Hubei/49/2005|2005.45205479452","H5N1_Avian_HM172166_A/duck/Hubei/49/2005_China_2005//_6 (NA)",6,"HM172166","A/duck/Hubei/49/2005","H5N1","Avian","ans","Domestic","duck","Asia","China","Hubei","2005//",2005.45205479452
"H5N1_Avian_ans_Domestic_Asia_China_A/duck/Hubei/Hangmei01/2006|2006.45205479452","H5N1_Avian_EU594351_A/duck/Hubei/Hangmei01/2006_China_2006//_6 (NA)",6,"EU594351","A/duck/Hubei/Hangmei01/2006","H5N1","Avian","ans","Domestic","duck","Asia","China","Hubei","2006//",2006.45205479452
"H5N1_Avian_ans_Domestic_Asia_China_A/duck/Hubei/2911/2007|2007.07671232877","H5N1_Avian_FJ784772_A/duck/Hubei/2911/2007_China_2007/01/29_6 (NA)",6,"FJ784772","A/duck/Hubei/2911/2007","H5N1","Avian","ans","Domestic","duck","Asia","China","Hubei","2007/01/29",2007.07671232877
"H5N1_Avian_ans_Domestic_Asia_China_A/duck/Hunan/69/2004|2004.45205479452","H5N1_Avian_HM172209_A/duck/Hunan/69/2004_China_2004//_6 (NA)",6,"HM172209","A/duck/Hunan/69/2004","H5N1","Avian","ans","Domestic","duck","Asia","China","Hunan","2004//",2004.45205479452
"H5N1_Avian_ans_Domestic_Asia_China_A/domestic green-winged teal/Hunan/67/2005|2005.45205479452","H5N1_Avian_EU430497_A/domestic green-winged teal/Hunan/67/2005_China_2005//_6 (NA)",6,"EU430497","A/domestic green-winged teal/Hunan/67/2005","H5N1","Avian","ans","Domestic","domestic green-winged teal","Asia","China","Hunan","2005//",2005.45205479452
"H5N1_Avian_ans_Domestic_Asia_China_A/domestic green-winged teal/Hunan/3450/2006|2006.20273972603","H5N1_Avian_KC690158_A/domestic green-winged teal/Hunan/3450/2006_China_2006/03/16_6 (NA)",6,"KC690158","A/domestic green-winged teal/Hunan/3450/2006","H5N1","Avian","ans","Domestic","domestic green-winged teal","Asia","China","Hunan","2006/03/16",2006.20273972603
"H5N1_Avian_ans_Domestic_Asia_China_A/duck/Hunan/3/2007|2007.78630136986","H5N1_Avian_GU182152_A/duck/Hunan/3/2007_China_2007/10/_6 (NA)",6,"GU182152","A/duck/Hunan/3/2007","H5N1","Avian","ans","Domestic","duck","Asia","China","Hunan","2007/10/",2007.78630136986
"H5N1_Avian_ans_Domestic_Asia_China_A/duck/Hunan/8/2008|2008.87123287671","H5N1_Avian_GU182168_A/duck/Hunan/8/2008_China_2008/11/_6 (NA)",6,"GU182168","A/duck/Hunan/8/2008","H5N1","Avian","ans","Domestic","duck","Asia","China","Hunan","2008/11/",2008.87123287671
"H5N1_Avian_ans_Domestic_Asia_China_A/duck/Hunan/S4030/2011|2011.85479452055","H5N1_Avian_CY146646_A/duck/Hunan/S4030/2011_China_2011/11/09_6 (NA)",6,"CY146646","A/duck/Hunan/S4030/2011","H5N1","Avian","ans","Domestic","duck","Asia","China","Hunan","2011/11/09",2011.85479452055
"H5N1_Avian_ans_Domestic_Europe_Hungary_A/goose/Hungary/14756/2006|2006.42739726027","H5N1_Avian_FJ445244_A/goose/Hungary/14756/2006_Hungary_2006/06/06_6 (NA)",6,"FJ445244","A/goose/Hungary/14756/2006","H5N1","Avian","ans","Domestic","goose","Europe","Hungary","Hungary","2006/06/06",2006.42739726027
"H5N1_Avian_ans_Domestic_Asia_India_A/duck/Tripura/103597/2008|2008.28493150685","H5N1_Avian_GU252824_A/duck/Tripura/103597/2008_India_2008/04/_6 (NA)",6,"GU252824","A/duck/Tripura/103597/2008","H5N1","Avian","ans","Domestic","duck","Asia","India","Tripura","2008/04/",2008.28493150685
"H5N1_Avian_ans_Domestic_Asia_Indonesia_A/duck/East Java/UT1107/2004|2004.64657534247","H5N1_Avian_GQ122463_A/duck/East Java/UT1107/2004_Indonesia_2004/08/25_6 (NA)",6,"GQ122463","A/duck/East Java/UT1107/2004","H5N1","Avian","ans","Domestic","duck","Asia","Indonesia","East Java","2004/08/25",2004.64657534247
"H5N1_Avian_ans_Domestic_Asia_Japan_A/duck/Yokohama/aq10/2003|2003.45205479452","H5N1_Avian_AB212282_A/duck/Yokohama/aq10/2003_Japan_2003//_6 (NA)",6,"AB212282","A/duck/Yokohama/aq10/2003","H5N1","Avian","ans","Domestic","duck","Asia","Japan","Yokohama","2003//",2003.45205479452
"H5N1_Avian_ans_Domestic_Asia_Japan_A/duck/Hokkaido/WZ101/2010|2010.78356164384","H5N1_Avian_AB612911_A/duck/Hokkaido/WZ101/2010_Japan_2010/10/14_6 (NA)",6,"AB612911","A/duck/Hokkaido/WZ101/2010","H5N1","Avian","ans","Domestic","duck","Asia","Japan","Hokkaido","2010/10/14",2010.78356164384
"H5N1_Avian_ans_Domestic_Asia_China_A/goose/Jiangsu/k0403/2010|2010.1095890411","H5N1_Avian_JQ638678_A/goose/Jiangsu/k0403/2010_China_2010/02/10_6 (NA)",6,"JQ638678","A/goose/Jiangsu/k0403/2010","H5N1","Avian","ans","Domestic","goose","Asia","China","Jiangsu","2010/02/10",2010.1095890411
"H5N1_Avian_ans_Domestic_Asia_China_A/duck/Jiangxi/80/2005|2005.45205479452","H5N1_Avian_HM172200_A/duck/Jiangxi/80/2005_China_2005//_6 (NA)",6,"HM172200","A/duck/Jiangxi/80/2005","H5N1","Avian","ans","Domestic","duck","Asia","China","Jiangxi","2005//",2005.45205479452
"H5N1_Avian_ans_Domestic_Asia_China_A/goose/Jilin/hb/2003|2003.45205479452","H5N1_Avian_DQ997277_A/goose/Jilin/hb/2003_China_2003//_6 (NA)",6,"DQ997277","A/goose/Jilin/hb/2003","H5N1","Avian","ans","Domestic","goose","Asia","China","Jilin","2003//",2003.45205479452
"H5N1_Avian_ans_Domestic_Asia_Russia_A/goose/Krasnoozerskoye/627/2005|2005.45205479452","H5N1_Avian_EF205171_A/goose/Krasnoozerskoye/627/2005_Russia_2005//_6 (NA)",6,"EF205171","A/goose/Krasnoozerskoye/627/2005","H5N1","Avian","ans","Domestic","goose","Asia","Russia","Krasnoozerskoye","2005//",2005.45205479452
"H5N1_Avian_ans_Domestic_Asia_Russia_A/duck/Kurgan/08/2005|2005.45205479452","H5N1_Avian_DQ449642_A/duck/Kurgan/08/2005_Russia_2005//_6 (NA)",6,"DQ449642","A/duck/Kurgan/08/2005","H5N1","Avian","ans","Domestic","duck","Asia","Russia","Kurgan","2005//",2005.45205479452
"H5N1_Avian_ans_Domestic_Asia_Laos_A/duck/Laos/25/2006|2006.45205479452","H5N1_Avian_CY041040_A/duck/Laos/25/2006_Laos_2006//_6 (NA)",6,"CY041040","A/duck/Laos/25/2006","H5N1","Avian","ans","Domestic","duck","Asia","Laos","Laos","2006//",2006.45205479452
"H5N1_Avian_ans_Domestic_Asia_Laos_A/duck/Laos/P0127/2007|2007.45205479452","H5N1_Avian_CY040912_A/duck/Laos/P0127/2007_Laos_2007//_6 (NA)",6,"CY040912","A/duck/Laos/P0127/2007","H5N1","Avian","ans","Domestic","duck","Asia","Laos","Laos","2007//",2007.45205479452
"H5N1_Avian_ans_Domestic_Asia_Laos_A/duck/Lao/9/2010|2010.2","H5N1_Avian_CY098327_A/duck/Lao/9/2010_Laos_2010/03/_6 (NA)",6,"CY098327","A/duck/Lao/9/2010","H5N1","Avian","ans","Domestic","duck","Asia","Laos","Lao","2010/03/",2010.2
"H5N1_Avian_ans_Domestic_Africa_Niger_A/duck/Niger/914/2006|2006.45205479452","H5N1_Avian_CY017029_A/duck/Niger/914/2006_Niger_2006//_6 (NA)",6,"CY017029","A/duck/Niger/914/2006","H5N1","Avian","ans","Domestic","duck","Africa","Niger","Niger","2006//",2006.45205479452
"H5N1_Avian_ans_Domestic_Asia_Russia_A/duck/Novosibirsk/56/2005|2005.45205479452","H5N1_Avian_DQ230524_A/duck/Novosibirsk/56/2005_Russia_2005//_6 (NA)",6,"DQ230524","A/duck/Novosibirsk/56/2005","H5N1","Avian","ans","Domestic","duck","Asia","Russia","Novosibirsk","2005//",2005.45205479452
"H5N1_Avian_ans_Domestic_Asia_Russia_A/duck/Omsk/1822/2006|2006.53424657534","H5N1_Avian_CY047477_A/duck/Omsk/1822/2006_Russia_2006/07/_6 (NA)",6,"CY047477","A/duck/Omsk/1822/2006","H5N1","Avian","ans","Domestic","duck","Asia","Russia","Omsk","2006/07/",2006.53424657534
"H5N1_Avian_ans_Domestic_Asia_Russia_A/muscovy duck/Rostov-on-Don/51/2007|2007.95342465753","H5N1_Avian_EU441928_A/muscovy duck/Rostov-on-Don/51/2007_Russia_2007/12/15_6 (NA)",6,"EU441928","A/muscovy duck/Rostov-on-Don/51/2007","H5N1","Avian","ans","Domestic","muscovy duck","Asia","Russia","Rostov-on-Don","2007/12/15",2007.95342465753
"H5N1_Avian_ans_Domestic_Asia_China_A/duck/Shandong/093/2004|2004.45205479452","H5N1_Avian_AY854191_A/duck/Shandong/093/2004_China_2004//_6 (NA)",6,"AY854191","A/duck/Shandong/093/2004","H5N1","Avian","ans","Domestic","duck","Asia","China","Shandong","2004//",2004.45205479452
"H5N1_Avian_ans_Domestic_Asia_China_A/duck/Shandong/009/2008|2008.95342465753","H5N1_Avian_GU596986_A/duck/Shandong/009/2008_China_2008/12/15_6 (NA)",6,"GU596986","A/duck/Shandong/009/2008","H5N1","Avian","ans","Domestic","duck","Asia","China","Shandong","2008/12/15",2008.95342465753
"H5N1_Avian_ans_Domestic_Asia_China_A/duck/Shanghai/xj/2002|2002.45205479452","H5N1_Avian_DQ997532_A/duck/Shanghai/xj/2002_China_2002//_6 (NA)",6,"DQ997532","A/duck/Shanghai/xj/2002","H5N1","Avian","ans","Domestic","duck","Asia","China","Shanghai","2002//",2002.45205479452
"H5N1_Avian_ans_Domestic_Asia_South Korea_A/duck/Korea/ESD1/03|2003.45205479452","H5N1_Avian_AY676044_A/duck/Korea/ESD1/03_South Korea_2003//_6 (NA)",6,"AY676044","A/duck/Korea/ESD1/03","H5N1","Avian","ans","Domestic","duck","Asia","South Korea","Korea","2003//",2003.45205479452
"H5N1_Avian_ans_Domestic_Asia_Russia_A/goose/Suzdalka/10/05|2005.45205479452","H5N1_Avian_EF205170_A/goose/Suzdalka/10/05_Russia_2005//_6 (NA)",6,"EF205170","A/goose/Suzdalka/10/05","H5N1","Avian","ans","Domestic","goose","Asia","Russia","Suzdalka","2005//",2005.45205479452
"H5N1_Avian_ans_Domestic_Asia_Thailand_A/duck/Ang Thong/71(2)/2004|2004.45205479452","H5N1_Avian_GU186650_A/duck/Ang Thong/71(2)/2004_Thailand_2004//_6 (NA)",6,"GU186650","A/duck/Ang Thong/71(2)/2004","H5N1","Avian","ans","Domestic","duck","Asia","Thailand","Ang Thong","2004//",2004.45205479452
"H5N1_Avian_ans_Domestic_Asia_Thailand_A/duck/Thailand/TS04/2006|2006.45205479452","H5N1_Avian_JQ794472_A/duck/Thailand/TS04/2006_Thailand_2006//_6 (NA)",6,"JQ794472","A/duck/Thailand/TS04/2006","H5N1","Avian","ans","Domestic","duck","Asia","Thailand","Thailand","2006//",2006.45205479452
"H5N1_Avian_ans_Domestic_Asia_Viet Nam_A/duck/Vietnam/942B/2004|2004.45205479452","H5N1_Avian_CY033179_A/duck/Vietnam/942B/2004_Viet Nam_2004//_6 (NA)",6,"CY033179","A/duck/Vietnam/942B/2004","H5N1","Avian","ans","Domestic","duck","Asia","Viet Nam","Vietnam","2004//",2004.45205479452
"H5N1_Avian_ans_Domestic_Asia_Viet Nam_A/duck/Vietnam/1/2005|2005.45205479452","H5N1_Avian_CY016829_A/duck/Vietnam/1/2005_Viet Nam_2005//_6 (NA)",6,"CY016829","A/duck/Vietnam/1/2005","H5N1","Avian","ans","Domestic","duck","Asia","Viet Nam","Vietnam","2005//",2005.45205479452
"H5N1_Avian_ans_Domestic_Asia_Viet Nam_A/Muscovy duck/Ca Mau/1185/2006|2006.98904109589","H5N1_Avian_JX420224_A/Muscovy duck/Ca Mau/1185/2006_Viet Nam_2006/12/28_6 (NA)",6,"JX420224","A/Muscovy duck/Ca Mau/1185/2006","H5N1","Avian","ans","Domestic","Muscovy duck","Asia","Viet Nam","Ca Mau","2006/12/28",2006.98904109589
"H5N1_Avian_ans_Domestic_Asia_Viet Nam_A/Muscovy duck/Ca Mau/07-04/2007|2007.45205479452","H5N1_Avian_GU186747_A/Muscovy duck/Ca Mau/07-04/2007_Viet Nam_2007//_6 (NA)",6,"GU186747","A/Muscovy duck/Ca Mau/07-04/2007","H5N1","Avian","ans","Domestic","Muscovy duck","Asia","Viet Nam","Ca Mau","2007//",2007.45205479452
"H5N1_Avian_ans_Domestic_Asia_Viet Nam_A/duck/Vietnam/G12/2008|2008.03835616438","H5N1_Avian_AB593449_A/duck/Vietnam/G12/2008_Viet Nam_2008/01/_6 (NA)",6,"AB593449","A/duck/Vietnam/G12/2008","H5N1","Avian","ans","Domestic","duck","Asia","Viet Nam","Vietnam","2008/01/",2008.03835616438
"H5N1_Avian_ans_Domestic_Asia_Viet Nam_A/muscovy duck/Vietnam/OIE-559/2011|2011.45205479452","H5N1_Avian_AB636526_A/muscovy duck/Vietnam/OIE-559/2011_Viet Nam_2011/06/_6 (NA)",6,"AB636526","A/muscovy duck/Vietnam/OIE-559/2011","H5N1","Avian","ans","Domestic","muscovy duck","Asia","Viet Nam","Vietnam","2011/06/",2011.45205479452
"H5N1_Avian_ans_Domestic_Asia_Viet Nam_A/duck/Soc Trang/8/2012|2012.66301369863","H5N1_Avian_AB819039_A/duck/Soc Trang/8/2012_Viet Nam_2012/08/31_6 (NA)",6,"AB819039","A/duck/Soc Trang/8/2012","H5N1","Avian","ans","Domestic","duck","Asia","Viet Nam","Soc Trang","2012/08/31",2012.66301369863
"H5N1_Avian_ans_Domestic_Asia_Viet Nam_A/muscovy duck/Quang Ninh/49/2013|2013.35068493151","H5N1_Avian_AB828695_A/muscovy duck/Quang Ninh/49/2013_Viet Nam_2013/05/09_6 (NA)",6,"AB828695","A/muscovy duck/Quang Ninh/49/2013","H5N1","Avian","ans","Domestic","muscovy duck","Asia","Viet Nam","Quang Ninh","2013/05/09",2013.35068493151
"H5N1_Avian_ans_Domestic_Asia_China_A/goose/Yunnan/3798/2006|2006.45205479452","H5N1_Avian_CY030907_A/goose/Yunnan/3798/2006_China_2006//_6 (NA)",6,"CY030907","A/goose/Yunnan/3798/2006","H5N1","Avian","ans","Domestic","goose","Asia","China","Yunnan","2006//",2006.45205479452
"H5N1_Avian_ans_Domestic_Asia_China_A/duck/Zhejiang/bj/2002|2002.45205479452","H5N1_Avian_DQ997411_A/duck/Zhejiang/bj/2002_China_2002//_6 (NA)",6,"DQ997411","A/duck/Zhejiang/bj/2002","H5N1","Avian","ans","Domestic","duck","Asia","China","Zhejiang","2002//",2002.45205479452
"H5N1_Avian_ans_Domestic_Asia_China_A/duck/Zhejiang/2243/2011|2011.12328767123","H5N1_Avian_JN646730_A/duck/Zhejiang/2243/2011_China_2011/02/_6 (NA)",6,"JN646730","A/duck/Zhejiang/2243/2011","H5N1","Avian","ans","Domestic","duck","Asia","China","Zhejiang","2011/02/",2011.12328767123
"H5N1_Avian_gal_Domestic_Asia_Afghanistan_A/chicken/Afghanistan/1573-92/2006|2006.45205479452","H5N1_Avian_CY020639_A/chicken/Afghanistan/1573-92/2006_Afghanistan_2006//_6 (NA)",6,"CY020639","A/chicken/Afghanistan/1573-92/2006","H5N1","Avian","gal","Domestic","chicken","Asia","Afghanistan","Afghanistan","2006//",2006.45205479452
"H5N1_Avian_gal_Domestic_Asia_China_A/chicken/Anhui/39/2004|2004.45205479452","H5N1_Avian_HM172180_A/chicken/Anhui/39/2004_China_2004//_6 (NA)",6,"HM172180","A/chicken/Anhui/39/2004","H5N1","Avian","gal","Domestic","chicken","Asia","China","Anhui","2004//",2004.45205479452
"H5N1_Avian_gal_Domestic_Asia_Bhutan_A/chicken/Bhutan/248015/2010|2010.13424657534","H5N1_Avian_CY063483_A/chicken/Bhutan/248015/2010_Bhutan_2010/02/19_6 (NA)",6,"CY063483","A/chicken/Bhutan/248015/2010","H5N1","Avian","gal","Domestic","chicken","Asia","Bhutan","Bhutan","2010/02/19",2010.13424657534
"H5N1_Avian_gal_Domestic_Asia_Cambodia_A/chicken/Cambodia/TKCMB5T/2010|2010.07397260274","H5N1_Avian_JN588845_A/chicken/Cambodia/TKCMB5T/2010_Cambodia_2010/01/28_6 (NA)",6,"JN588845","A/chicken/Cambodia/TKCMB5T/2010","H5N1","Avian","gal","Domestic","chicken","Asia","Cambodia","Cambodia","2010/01/28",2010.07397260274
"H5N1_Avian_gal_Domestic_Asia_Cambodia_A/chicken/Cambodia/083LC/2011|2011.68493150685","H5N1_Avian_JQ714237_A/chicken/Cambodia/083LC/2011_Cambodia_2011/09/08_6 (NA)",6,"JQ714237","A/chicken/Cambodia/083LC/2011","H5N1","Avian","gal","Domestic","chicken","Asia","Cambodia","Cambodia","2011/09/08",2011.68493150685
"H5N1_Avian_gal_Domestic_Africa_Cote dIvoire_A/turkey/Ivory Coast/4372-2/2006|2006.95342465753","H5N1_Avian_CY020695_A/turkey/Ivory Coast/4372-2/2006_Cote dIvoire_2006/12/_6 (NA)",6,"CY020695","A/turkey/Ivory Coast/4372-2/2006","H5N1","Avian","gal","Domestic","turkey","Africa","Cote dIvoire","Ivory Coast","2006/12/",2006.95342465753
"H5N1_Avian_gal_Domestic_Asia_Russia_A/chicken/Domodedovo/MK/2007|2007.03561643836","H5N1_Avian_FJ667187_A/chicken/Domodedovo/MK/2007_Russia_2007/01/14_6 (NA)",6,"FJ667187","A/chicken/Domodedovo/MK/2007","H5N1","Avian","gal","Domestic","chicken","Asia","Russia","Domodedovo","2007/01/14",2007.03561643836
"H5N1_Avian_gal_Domestic_Africa_Egypt_A/chicken/Egypt/2253-1/2006|2006.45205479452","H5N1_Avian_CY020647_A/chicken/Egypt/2253-1/2006_Egypt_2006//_6 (NA)",6,"CY020647","A/chicken/Egypt/2253-1/2006","H5N1","Avian","gal","Domestic","chicken","Africa","Egypt","Egypt","2006//",2006.45205479452
"H5N1_Avian_gal_Domestic_Africa_Egypt_A/chicken/Egypt/CL6/2007|2007.2","H5N1_Avian_AB465594_A/chicken/Egypt/CL6/2007_Egypt_2007/03/_6 (NA)",6,"AB465594","A/chicken/Egypt/CL6/2007","H5N1","Avian","gal","Domestic","chicken","Africa","Egypt","Egypt","2007/03/",2007.2
"H5N1_Avian_gal_Domestic_Africa_Egypt_A/chicken/Giza/CAI7/2008|2008.16164383562","H5N1_Avian_CY126130_A/chicken/Giza/CAI7/2008_Egypt_2008/03/01_6 (NA)",6,"CY126130","A/chicken/Giza/CAI7/2008","H5N1","Avian","gal","Domestic","chicken","Africa","Egypt","Giza","2008/03/01",2008.16164383562
"H5N1_Avian_gal_Domestic_Africa_Egypt_A/chicken/Sharkia/CAI3/2009|2009.66575342466","H5N1_Avian_CY126106_A/chicken/Sharkia/CAI3/2009_Egypt_2009/09/01_6 (NA)",6,"CY126106","A/chicken/Sharkia/CAI3/2009","H5N1","Avian","gal","Domestic","chicken","Africa","Egypt","Sharkia","2009/09/01",2009.66575342466
"H5N1_Avian_gal_Domestic_Africa_Egypt_A/chicken/Egypt/Q1185/2010|2010.45205479452","H5N1_Avian_FR687260_A/chicken/Egypt/Q1185/2010_Egypt_2010//_6 (NA)",6,"FR687260","A/chicken/Egypt/Q1185/2010","H5N1","Avian","gal","Domestic","chicken","Africa","Egypt","Egypt","2010//",2010.45205479452
