"taxa"	"X"	"genome_number"	"LOCUS"	"LENGTH"	"RECORD_DATE"	"ACCN"	"host"	"country"	"collection_date"	"serotype"	"isolate"	"organism"	"strain"	"segment"	"product"
"KP821022"	"34|0/Sudan/1987|SUD1987/01|Apr-1987"	34	"KP821022"	2940	"16-AUG-2015"	"KP821022"	"0"	"Sudan: Sudan"	"Apr-1987"	1	"SUD1987/01"	"Bluetongue virus 1"	"SUD1987/01"	2	"VP2"
"KP821023"	"35|sheep/Tunisia/2007|TUN2007/01|Sep-2007"	35	"KP821023"	2940	"16-AUG-2015"	"KP821023"	"sheep"	"Tunisia: Tunisia"	"Sep-2007"	1	"TUN2007/01"	"Bluetongue virus 1"	"TUN2007/01"	2	"VP2"
"JQ240322"	"36|cattle/Australia/2010|Cooktown|2010"	36	"JQ240322"	2933	"06-JUN-2012"	"JQ240322"	"cattle"	"Australia: Cooktown, Queensland"	"2010"	2	"Cooktown"	"Bluetongue virus 2"	"Cooktown"	2	"VP2"
"JQ086242"	"37|cattle/Australia/2008|v7291|2008"	37	"JQ086242"	2932	"09-JUN-2012"	"JQ086242"	"cattle"	"Australia: Douglas Daly, Northern Territory"	"2008"	2	"v7291"	"Bluetongue virus 2"	"v7291"	2	"VP2"
"AJ585152"	"38|0/India/1982|IND1982/01|26-Mar-1982"	38	"AJ585152"	2943	"06-MAY-2012"	"AJ585152"	"0"	"India"	"26-Mar-1982"	2	"IND1982/01"	"Bluetongue virus 2"	"IND1982/01"	2	"VP2"
"AY493687"	"39|0/Taiwan/0|KM|0"	39	"AY493687"	2897	"01-JAN-2005"	"AY493687"	"0"	"Taiwan"	"0"	2	"KM"	"Bluetongue virus"	"KM"	0	"capsid protein"
"KP821024"	"40|0/France/2001|FRA2001/01|Jul-2001"	40	"KP821024"	2943	"16-AUG-2015"	"KP821024"	"0"	"France: Corsica"	"Jul-2001"	2	"FRA2001/01"	"Bluetongue virus 2"	"FRA2001/01"	2	"VP2"
"KP821025"	"41|sheep/France/2001|FRA2001/03|Sep-2001"	41	"KP821025"	2943	"16-AUG-2015"	"KP821025"	"sheep"	"France: Corsica"	"Sep-2001"	2	"FRA2001/03"	"Bluetongue virus 2"	"FRA2001/03"	2	"VP2"
"KP821026"	"42|sheep/France/2001|FRA2001/06|Sep-2001"	42	"KP821026"	2943	"16-AUG-2015"	"KP821026"	"sheep"	"France: Corsica"	"Sep-2001"	2	"FRA2001/06"	"Bluetongue virus 2"	"FRA2001/06"	2	"VP2"
"JQ681258"	"43|sheep/India/2003|IND2003/02|2003"	43	"JQ681258"	2943	"16-APR-2012"	"JQ681258"	"sheep"	"India: Tiruneveli, Tamil Nadu"	"2003"	2	"IND2003/02"	"Bluetongue virus"	"IND2003/02"	2	"VP2"
"KP821027"	"44|sheep/Israel/2001|ISR2001/17|Feb-2001"	44	"KP821027"	2943	"16-AUG-2015"	"KP821027"	"sheep"	"Israel: Yokneam"	"Feb-2001"	2	"ISR2001/17"	"Bluetongue virus 2"	"ISR2001/17"	2	"VP2"
"KP821028"	"45|C.pulicaris/Italy/2002|ITL2002/02|Jul-2002"	45	"KP821028"	2943	"16-AUG-2015"	"KP821028"	"C.pulicaris"	"Italy: Novara di Sicilia-Sicily"	"Jul-2002"	2	"ITL2002/02"	"Bluetongue virus 2"	"ITL2002/02"	2	"VP2"
"KP821029"	"46|sheep/Italy/2002|ITL2002/07|Jul-2002"	46	"KP821029"	2943	"16-AUG-2015"	"KP821029"	"sheep"	"Italy: S.Angelo di Brolo-Sicily"	"Jul-2002"	2	"ITL2002/07"	"Bluetongue virus 2"	"ITL2002/07"	2	"VP2"
"KP821030"	"47|sheep/SouthAfrica/1959|RSArrrr/02|Jun-1959"	47	"KP821030"	2943	"16-AUG-2015"	"KP821030"	"sheep"	"South Africa: Transvaal"	"Jun-1959"	2	"RSArrrr/02"	"Bluetongue virus 2"	"RSArrrr/02"	2	"VP2"
"KP821031"	"48|sheep/SouthAfrica/1958|RSAvvvv/02|Jun-1958"	48	"KP821031"	2943	"16-AUG-2015"	"KP821031"	"sheep"	"South Africa"	"Jun-1958"	2	"RSAvvvv/02"	"Bluetongue virus 2"	"RSAvvvv/02"	2	"VP2"
"KP821032"	"49|sheep/Italy/2001|SAD2001/01|Dec-2001"	49	"KP821032"	2943	"16-AUG-2015"	"KP821032"	"sheep"	"Italy: Sardinia"	"Dec-2001"	2	"SAD2001/01"	"Bluetongue virus 2"	"SAD2001/01"	2	"VP2"
"KP821033"	"50|sheep/Italy/2001|SAD2001/03|Dec-2001"	50	"KP821033"	2944	"16-AUG-2015"	"KP821033"	"sheep"	"Italy: Sardinia"	"Dec-2001"	2	"SAD2001/03"	"Bluetongue virus 2"	"SAD2001/03"	2	"VP2"
"KP821034"	"51|sheep/Italy/2002|SAD2002/02|Jan-2002"	51	"KP821034"	2943	"16-AUG-2015"	"KP821034"	"sheep"	"Italy: Sardinia"	"Jan-2002"	2	"SAD2002/02"	"Bluetongue virus 2"	"SAD2002/02"	2	"VP2"
"KP821035"	"52|cattle/Spain/2005|SPA2005/01|Jul-2005"	52	"KP821035"	2943	"16-AUG-2015"	"KP821035"	"cattle"	"Spain"	"Jul-2005"	2	"SPA2005/01"	"Bluetongue virus 2"	"SPA2005/01"	2	"VP2"
"KP821036"	"53|Culicoides/Sudan/1983|SUD1983/05|Oct-1983"	53	"KP821036"	2943	"16-AUG-2015"	"KP821036"	"Culicoides"	"Sudan: Nyala"	"Oct-1983"	2	"SUD1983/05"	"Bluetongue virus 2"	"SUD1983/05"	2	"VP2"
"KP821037"	"54|0/Tunisia/2000|TUN2000/01|Feb-2000"	54	"KP821037"	2943	"16-AUG-2015"	"KP821037"	"0"	"Tunisia: Tunisia"	"Feb-2000"	2	"TUN2000/01"	"Bluetongue virus 2"	"TUN2000/01"	2	"VP2"
"JN255863"	"55|sheep/Italy/2000|BTV-2IT(L)|2000"	55	"JN255863"	2943	"12-OCT-2011"	"JN255863"	"sheep"	"Italy"	"2000"	2	"BTV-2IT(L)"	"Bluetongue virus 2"	"BTV-2IT(L)"	2	"VP2"
"JN255933"	"56|0/SouthAfrica/0|BTV-2RSA(vacc)|0"	56	"JN255933"	2943	"14-NOV-2013"	"JN255933"	"0"	"South Africa"	"0"	2	"BTV-2RSA(vacc)"	"Bluetongue virus 2"	"BTV-2RSA(vacc)"	2	"VP2"
"JN255923"	"57|0/SouthAfrica/0|BTV-2RSA(WT)|0"	57	"JN255923"	2943	"12-OCT-2011"	"JN255923"	"0"	"South Africa"	"0"	2	"BTV-2RSA(WT)"	"Bluetongue virus 2"	"BTV-2RSA(WT)"	2	"VP2"
"JQ086282"	"58|cattle/Australia/1986|DPP973|1986"	58	"JQ086282"	2914	"09-JUN-2012"	"JQ086282"	"cattle"	"Australia: Beatrice Hill, Northern Territory"	"1986"	3	"DPP973"	"Bluetongue virus 3"	"DPP973"	2	"VP2"
"JQ771814"	"59|0/India/2003|IND2003/08|2003"	59	"JQ771814"	2934	"19-MAY-2012"	"JQ771814"	"0"	"India"	"2003"	3	"IND2003/08"	"Bluetongue virus"	"IND2003/08"	2	"VP2"
"KP821038"	"60|0/Cyprus/1958|CYP1958/01|Mar-1958"	60	"KP821038"	2935	"16-AUG-2015"	"KP821038"	"0"	"Cyprus: Cyprus"	"Mar-1958"	3	"CYP1958/01"	"Bluetongue virus 3"	"CYP1958/01"	2	"VP2"
"KP821039"	"61|sheep/Cyprus/1943|RSArrrr/03|Jun-1943"	61	"KP821039"	2935	"16-AUG-2015"	"KP821039"	"sheep"	"Cyprus: Larnaca"	"Jun-1943"	3	"RSArrrr/03"	"Bluetongue virus 3"	"RSArrrr/03"	2	"VP2"
"JX560414"	"62|cattle/China/1997|YTS-4|1997"	62	"JX560414"	2926	"05-NOV-2012"	"JX560414"	"cattle"	"China"	"1997"	4	"YTS-4"	"Bluetongue virus 4"	"YTS-4"	2	"VP2"
"KP821040"	"63|cattle/Cyprus/1969|CYP1969/01|Jun-1969"	63	"KP821040"	2926	"16-AUG-2015"	"KP821040"	"cattle"	"Cyprus"	"Jun-1969"	4	"CYP1969/01"	"Bluetongue virus 4"	"CYP1969/01"	2	"VP2"
"KP821041"	"64|sheep/Cyprus/2004|CYP2004/03|Feb-2004"	64	"KP821041"	2926	"16-AUG-2015"	"KP821041"	"sheep"	"Cyprus: Ammochostos"	"Feb-2004"	4	"CYP2004/03"	"Bluetongue virus 4"	"CYP2004/03"	2	"VP2"
"KP821042"	"65|sheep/Cyprus/2011|CYP2011/01|Oct-2011"	65	"KP821042"	2926	"16-AUG-2015"	"KP821042"	"sheep"	"Cyprus: Poli Chrysochous-Paphos"	"Oct-2011"	4	"CYP2011/01"	"Bluetongue virus 4"	"CYP2011/01"	2	"VP2"
"KP821043"	"66|sheep/Cyprus/2011|CYP2011/02|Oct-2011"	66	"KP821043"	2926	"16-AUG-2015"	"KP821043"	"sheep"	"Cyprus: Poli Chrysochous-Paphos"	"Oct-2011"	4	"CYP2011/02"	"Bluetongue virus 4"	"CYP2011/02"	2	"VP2"
"KP821044"	"67|sheep/Cyprus/2011|CYP2011/03|Oct-2011"	67	"KP821044"	2926	"16-AUG-2015"	"KP821044"	"sheep"	"Cyprus: Poli Chrysochous-Paphos"	"Oct-2011"	4	"CYP2011/03"	"Bluetongue virus 4"	"CYP2011/03"	2	"VP2"
"KP821045"	"68|sheep/Cyprus/2011|CYP2011/04|Oct-2011"	68	"KP821045"	2926	"16-AUG-2015"	"KP821045"	"sheep"	"Cyprus: Poli Chrysochous-Paphos"	"Oct-2011"	4	"CYP2011/04"	"Bluetongue virus 4"	"CYP2011/04"	2	"VP2"
"KP821046"	"69|sheep/Cyprus/2011|CYP2011/05|Oct-2011"	69	"KP821046"	2926	"16-AUG-2015"	"KP821046"	"sheep"	"Cyprus: Poli Chrysochous-Paphos"	"Oct-2011"	4	"CYP2011/05"	"Bluetongue virus 4"	"CYP2011/05"	2	"VP2"
"KP821047"	"70|0/Egypt/1977|EGY1977/01|Jun-1977"	70	"KP821047"	2926	"16-AUG-2015"	"KP821047"	"0"	"Egypt"	"Jun-1977"	4	"EGY1977/01"	"Bluetongue virus 4"	"EGY1977/01"	2	"VP2"
"KP821048"	"71|0/France/2003|FRA2003/01|Jun-2003"	71	"KP821048"	2926	"16-AUG-2015"	"KP821048"	"0"	"France: Corsica"	"Jun-2003"	4	"FRA2003/01"	"Bluetongue virus 4"	"FRA2003/01"	2	"VP2"
"KP821049"	"72|0/France/2003|FRA2003-03.124|Jun-2003"	72	"KP821049"	2926	"16-AUG-2015"	"KP821049"	"0"	"France: Corsica"	"Jun-2003"	4	"FRA2003-03.124"	"Bluetongue virus 4"	"FRA2003-03.124"	2	"VP2"
"KP821050"	"73|0/France/2003|FRA2003-200|Jun-2003"	73	"KP821050"	2926	"16-AUG-2015"	"KP821050"	"0"	"France: Corsica"	"Jun-2003"	4	"FRA2003-200"	"Bluetongue virus 4"	"FRA2003-200"	2	"VP2"
"KP821051"	"74|sheep/Greece/1979|GRE1979/01|Jun-1979"	74	"KP821051"	2926	"16-AUG-2015"	"KP821051"	"sheep"	"Greece: Madamados-Lesvos"	"Jun-1979"	4	"GRE1979/01"	"Bluetongue virus 4"	"GRE1979/01"	2	"VP2"
"KP821052"	"75|sheep/Greece/1999|GRE1999/24|Jun-1999"	75	"KP821052"	2926	"16-AUG-2015"	"KP821052"	"sheep"	"Greece: Mandriko-Rhodes"	"Jun-1999"	4	"GRE1999/24"	"Bluetongue virus 4"	"GRE1999/24"	2	"VP2"
"KP821053"	"76|C.obsoletus/Greece/1999|GRE1999/26|Oct-1999"	76	"KP821053"	2926	"16-AUG-2015"	"KP821053"	"C.obsoletus"	"Greece: Keramidi-Magnesia"	"Oct-1999"	4	"GRE1999/26"	"Bluetongue virus 4"	"GRE1999/26"	2	"VP2"
"KP821054"	"77|sheep/Greece/2000|GRE2000/07|Oct-2000"	77	"KP821054"	2926	"16-AUG-2015"	"KP821054"	"sheep"	"Greece: Arta"	"Oct-2000"	4	"GRE2000/07"	"Bluetongue virus 4"	"GRE2000/07"	2	"VP2"
"KP821055"	"78|C.obsoletus/Greece/2000|GRE2000/08|Apr-2000"	78	"KP821055"	2926	"16-AUG-2015"	"KP821055"	"C.obsoletus"	"Greece: Kavala"	"Apr-2000"	4	"GRE2000/08"	"Bluetongue virus 4"	"GRE2000/08"	2	"VP2"
"KP821056"	"79|sheep/Greece/2012|GRE2012/01|Nov-2012"	79	"KP821056"	2926	"16-AUG-2015"	"KP821056"	"sheep"	"Greece: Rhodes"	"Nov-2012"	4	"GRE2012/01"	"Bluetongue virus 4"	"GRE2012/01"	2	"VP2"
"KP821057"	"80|sheep/Greece/2012|GRE2012/02|Nov-2012"	80	"KP821057"	2926	"16-AUG-2015"	"KP821057"	"sheep"	"Greece: Rhodes"	"Nov-2012"	4	"GRE2012/02"	"Bluetongue virus 4"	"GRE2012/02"	2	"VP2"
"KP821058"	"81|sheep/Greece/2012|GRE2012/03|Nov-2012"	81	"KP821058"	2926	"16-AUG-2015"	"KP821058"	"sheep"	"Greece: Rhodes"	"Nov-2012"	4	"GRE2012/03"	"Bluetongue virus 4"	"GRE2012/03"	2	"VP2"
"KP821059"	"82|sheep/Israel/2006|ISR2006/12|Nov-2006"	82	"KP821059"	2926	"16-AUG-2015"	"KP821059"	"sheep"	"Israel: Elyakim"	"Nov-2006"	4	"ISR2006/12"	"Bluetongue virus 4"	"ISR2006/12"	2	"VP2"
"KP821061"	"83|sheep/Morocco/2004|MOR2004/02|Sep-2004"	83	"KP821061"	2926	"16-AUG-2015"	"KP821061"	"sheep"	"Morocco: El Kebir"	"Sep-2004"	4	"MOR2004/02"	"Bluetongue virus 4"	"MOR2004/02"	2	"VP2"
"KP821062"	"84|sheep/Morocco/2009|MOR2009/07|Oct-2009"	84	"KP821062"	2926	"16-AUG-2015"	"KP821062"	"sheep"	"Morocco: Azrou"	"Oct-2009"	4	"MOR2009/07"	"Bluetongue virus 4"	"MOR2009/07"	2	"VP2"
"KP821063"	"85|sheep/Morocco/2009|MOR2009/08|Oct-2009"	85	"KP821063"	2926	"16-AUG-2015"	"KP821063"	"sheep"	"Morocco: Azrou"	"Oct-2009"	4	"MOR2009/08"	"Bluetongue virus 4"	"MOR2009/08"	2	"VP2"
"KP821064"	"86|sheep/Morocco/2009|MOR2009/09|Oct-2009"	86	"KP821064"	2926	"16-AUG-2015"	"KP821064"	"sheep"	"Morocco: Azrou"	"Oct-2009"	4	"MOR2009/09"	"Bluetongue virus 4"	"MOR2009/09"	2	"VP2"
"KP821065"	"87|sheep/Morocco/2009|MOR2009/10|Oct-2009"	87	"KP821065"	2926	"16-AUG-2015"	"KP821065"	"sheep"	"Morocco: Marrakesh"	"Oct-2009"	4	"MOR2009/10"	"Bluetongue virus 4"	"MOR2009/10"	2	"VP2"
"KP821066"	"88|sheep/Cyprus/1969|RSArrrr/04|Jun-1969"	88	"KP821066"	2926	"16-AUG-2015"	"KP821066"	"sheep"	"Cyprus: Cyprus"	"Jun-1969"	4	"RSArrrr/04"	"Bluetongue virus 4"	"RSArrrr/04"	2	"VP2"
"KP821067"	"89|sheep/Spain/2003|SPA2003/03|Nov-2003"	89	"KP821067"	2926	"16-AUG-2015"	"KP821067"	"sheep"	"Spain: Menorca"	"Nov-2003"	4	"SPA2003/03"	"Bluetongue virus 4"	"SPA2003/03"	2	"VP2"
"KP821068"	"90|sheep/Spain/2004|SPA2004/02|Jun-2004"	90	"KP821068"	2926	"16-AUG-2015"	"KP821068"	"sheep"	"Spain: Cadiz-Jimena de la Frontera"	"Jun-2004"	4	"SPA2004/02"	"Bluetongue virus 4"	"SPA2004/02"	2	"VP2"
"KP821069"	"91|cattle/Spain/2005|SPA2005/02|Aug-2005"	91	"KP821069"	2926	"16-AUG-2015"	"KP821069"	"cattle"	"Spain"	"Aug-2005"	4	"SPA2005/02"	"Bluetongue virus 4"	"SPA2005/02"	2	"VP2"
"KP821070"	"92|cattle/Spain/2010|SPA2010/01|Sep-2010"	92	"KP821070"	2926	"16-AUG-2015"	"KP821070"	"cattle"	"Spain: Cadiz-Vejer de la Frontera -Barbate"	"Sep-2010"	4	"SPA2010/01"	"Bluetongue virus 4"	"SPA2010/01"	2	"VP2"
"KP821071"	"93|cattle/Sudan/1983|SUD1983/01|Oct-1983"	93	"KP821071"	2926	"16-AUG-2015"	"KP821071"	"cattle"	"Sudan: Shambat"	"Oct-1983"	4	"SUD1983/01"	"Bluetongue virus 4"	"SUD1983/01"	2	"VP2"
"JN255883"	"94|sheep/Italy/2003|BTV-4IT(L)|2003"	94	"JN255883"	2926	"12-OCT-2011"	"JN255883"	"sheep"	"Italy"	"2003"	4	"BTV-4IT(L)"	"Bluetongue virus 4"	"BTV-4IT(L)"	2	"VP2"
"JN255943"	"95|0/SouthAfrica/0|BTV4-RSA(vacc)|0"	95	"JN255943"	2927	"22-JUL-2014"	"JN255943"	"0"	"South Africa"	"0"	4	"BTV4-RSA(vacc)"	"Bluetongue virus 4"	"BTV4-RSA(vacc)"	2	"VP2"
"GQ506517"	"96|lamb/SouthAfrica/0|BT2-03|0"	96	"GQ506517"	2922	"13-JUN-2010"	"GQ506517"	"lamb"	"South Africa"	"0"	6	"BT2-03"	"Bluetongue virus"	"BT2-03"	2	"outer capsid protein VP2"
"GQ506489"	"97|Culicoides biting midges/SouthAfrica/0|P635|0"	97	"GQ506489"	2922	"13-JUN-2010"	"GQ506489"	"Culicoides biting midges"	"South Africa"	"0"	6	"P635"	"Bluetongue virus"	"P635"	2	"outer capsid protein VP2"
"GQ506473"	"98|0/Netherlands/2008|NET2008/05|Sep-2008"	98	"GQ506473"	2922	"13-JUN-2010"	"GQ506473"	"0"	"Netherlands"	"Sep-2008"	6	"NET2008/05"	"Bluetongue virus"	"NET2008/05"	2	"outer capsid protein VP2"
"AJ585127"	"99|0/SouthAfrica/1982|South Africa-ref|25-Jun-1982"	99	"AJ585127"	2922	"27-NOV-2006"	"AJ585127"	"0"	"0"	"0"	6	"South Africa-ref"	"Bluetongue virus 6"	"South Africa-ref"	0	"VP2 protein"
"GQ506507"	"100|0/SouthAfrica/0|0|0"	100	"GQ506507"	2922	"13-JUN-2010"	"GQ506507"	"0"	"South Africa"	"0"	6	"0"	"Bluetongue virus"	"0"	2	"outer capsid protein VP2"
