"taxa"	"X"	"genome_number"	"LOCUS"	"LENGTH"	"RECORD_DATE"	"ACCN"	"host"	"country"	"collection_date"	"serotype"	"isolate"	"organism"	"strain"	"segment"	"product"
"KP821482"	"13|sheep/France/2008|FRA2008/22|Aug-2008"	13	"KP821482"	1635	"16-AUG-2015"	"KP821482"	"sheep"	"France: Pinderes-Lot et Garonne-Aquitaine"	"Aug-2008"	1	"FRA2008/22"	"Bluetongue virus 1"	"FRA2008/22"	6	"VP5"
"KP821483"	"14|cattle/France/2008|FRA2008/23|Sep-2008"	14	"KP821483"	1635	"16-AUG-2015"	"KP821483"	"cattle"	"France: Faurilles-Dordogne-Aquitaine"	"Sep-2008"	1	"FRA2008/23"	"Bluetongue virus 1"	"FRA2008/23"	6	"VP5"
"JX861503"	"15|cattle/France/2008|FRA2008/24|Sep-2008"	15	"JX861503"	1637	"14-DEC-2012"	"JX861503"	"cattle"	"France"	"Sep-2008"	1	"FRA2008/24"	"Bluetongue virus 1"	"FRA2008/24"	6	"VP5"
"KP821484"	"16|cattle/France/2008|FRA2008/25|Aug-2008"	16	"KP821484"	1635	"16-AUG-2015"	"KP821484"	"cattle"	"France: Pouylebon-Gascony-Midi-Pyrenees"	"Aug-2008"	1	"FRA2008/25"	"Bluetongue virus 1"	"FRA2008/25"	6	"VP5"
"KP821485"	"17|cattle/France/2008|FRA2008/26|Oct-2008"	17	"KP821485"	1635	"16-AUG-2015"	"KP821485"	"cattle"	"France: Camaret sur mer-Finistere-Brittany"	"Oct-2008"	1	"FRA2008/26"	"Bluetongue virus 1"	"FRA2008/26"	6	"VP5"
"KP821486"	"18|sheep/Gibraltar/2007|GIB2007/06|Oct-2007"	18	"KP821486"	1635	"16-AUG-2015"	"KP821486"	"sheep"	"Gibraltar: Gibraltar"	"Oct-2007"	1	"GIB2007/06"	"Bluetongue virus 1"	"GIB2007/06"	6	"VP5"
"KP821490"	"19|sheep/Libya/2007|LIB2007/06|Aug-2007"	19	"KP821490"	1635	"16-AUG-2015"	"KP821490"	"sheep"	"Libya: Green Mountain"	"Aug-2007"	1	"LIB2007/06"	"Bluetongue virus 1"	"LIB2007/06"	6	"VP5"
"KP821491"	"20|sheep/Morocco/2006|MOR2006/06|Oct-2006"	20	"KP821491"	1635	"16-AUG-2015"	"KP821491"	"sheep"	"Morocco: Guenfouda-Oujda"	"Oct-2006"	1	"MOR2006/06"	"Bluetongue virus 1"	"MOR2006/06"	6	"VP5"
"KP821492"	"21|sheep/Morocco/2007|MOR2007/01|Jul-2007"	21	"KP821492"	1635	"16-AUG-2015"	"KP821492"	"sheep"	"Morocco: Khouribga"	"Jul-2007"	1	"MOR2007/01"	"Bluetongue virus 1"	"MOR2007/01"	6	"VP5"
"KP821493"	"22|sheep/Morocco/2007|MOR2007/02|Jul-2007"	22	"KP821493"	1635	"16-AUG-2015"	"KP821493"	"sheep"	"Morocco: Settat"	"Jul-2007"	1	"MOR2007/02"	"Bluetongue virus 1"	"MOR2007/02"	6	"VP5"
"KP821494"	"23|sheep/Morocco/2007|MOR2007/03|Jul-2007"	23	"KP821494"	1635	"16-AUG-2015"	"KP821494"	"sheep"	"Morocco: Rabat"	"Jul-2007"	1	"MOR2007/03"	"Bluetongue virus 1"	"MOR2007/03"	6	"VP5"
"KP821495"	"24|sheep/Morocco/2007|MOR2007/04|Jul-2007"	24	"KP821495"	1635	"16-AUG-2015"	"KP821495"	"sheep"	"Morocco: Kenitra"	"Jul-2007"	1	"MOR2007/04"	"Bluetongue virus 1"	"MOR2007/04"	6	"VP5"
"KP821496"	"25|sheep/Morocco/2009|MOR2009/01|Sep-2009"	25	"KP821496"	1635	"16-AUG-2015"	"KP821496"	"sheep"	"Morocco: Fes"	"Sep-2009"	1	"MOR2009/01"	"Bluetongue virus 1"	"MOR2009/01"	6	"VP5"
"KP821497"	"26|sheep/Morocco/2009|MOR2009/04|Sep-2009"	26	"KP821497"	1635	"16-AUG-2015"	"KP821497"	"sheep"	"Morocco: Marrakesh"	"Sep-2009"	1	"MOR2009/06"	"Bluetongue virus 1"	"MOR2009/06"	6	"VP5"
"KP821498"	"27|sheep/Morocco/2009|MOR2009/06|Sep-2009"	27	"KP821498"	1635	"16-AUG-2015"	"KP821498"	"sheep"	"Morocco: Fes"	"Sep-2009"	1	"MOR2009/04"	"Bluetongue virus 1"	"MOR2009/04"	6	"VP5"
"FJ969723"	"28|0/SouthAfrica/0|South Africa|0"	28	"FJ969723"	1635	"12-AUG-2009"	"FJ969723"	"0"	"South Africa"	"0"	1	"South Africa"	"Bluetongue virus"	"South Africa"	5	"VP5"
"KP821499"	"29|sheep/SouthAfrica/1958|RSAvvvv/01|Jun-1958"	29	"KP821499"	1635	"16-AUG-2015"	"KP821499"	"sheep"	"South Africa: Natal"	"Jun-1958"	1	"RSAvvvv/01"	"Bluetongue virus 1"	"RSAvvvv/01"	6	"VP5"
"KP821500"	"30|cattle/Spain/2007|SPA2007/04|Jun-2007"	30	"KP821500"	1635	"16-AUG-2015"	"KP821500"	"cattle"	"Spain: Cordoba"	"Jun-2007"	1	"SPA2007/04"	"Bluetongue virus 1"	"SPA2007/04"	6	"VP5"
"KP821501"	"31|cattle/Spain/2007|SPA2007/05|Jun-2007"	31	"KP821501"	1629	"16-AUG-2015"	"KP821501"	"cattle"	"Spain: Pias Vasco"	"Jun-2007"	1	"SPA2007/05"	"Bluetongue virus 1"	"SPA2007/05"	6	"VP5"
"KP821502"	"32|sheep/Spain/2008|SPA2008/01|Jun-2008"	32	"KP821502"	1635	"16-AUG-2015"	"KP821502"	"sheep"	"Spain: Asturias"	"Jun-2008"	1	"SPA2008/01"	"Bluetongue virus 1"	"SPA2008/01"	6	"VP5"
"KP821503"	"33|cattle/Spain/2009|SPA2009/01|Jun-2009"	33	"KP821503"	1635	"16-AUG-2015"	"KP821503"	"cattle"	"Spain: Galicia"	"Jun-2009"	1	"SPA2009/01"	"Bluetongue virus 1"	"SPA2009/01"	6	"VP5"
"KP821504"	"34|0/Sudan/1987|SUD1987/01|Apr-1987"	34	"KP821504"	1635	"16-AUG-2015"	"KP821504"	"0"	"Sudan: Sudan"	"Apr-1987"	1	"SUD1987/01"	"Bluetongue virus 1"	"SUD1987/01"	6	"VP5"
"KP821505"	"35|sheep/Tunisia/2007|TUN2007/01|Sep-2007"	35	"KP821505"	1635	"16-AUG-2015"	"KP821505"	"sheep"	"Tunisia: Tunisia"	"Sep-2007"	1	"TUN2007/01"	"Bluetongue virus 1"	"TUN2007/01"	6	"VP5"
"JQ240326"	"36|cattle/Australia/2010|Cooktown|2010"	36	"JQ240326"	1635	"06-JUN-2012"	"JQ240326"	"cattle"	"Australia: Cooktown, Queensland"	"2010"	2	"Cooktown"	"Bluetongue virus 2"	"Cooktown"	6	"VP5"
"JQ086246"	"37|cattle/Australia/2008|v7291|2008"	37	"JQ086246"	1633	"09-JUN-2012"	"JQ086246"	"cattle"	"Australia: Douglas Daly, Northern Territory"	"2008"	2	"v7291"	"Bluetongue virus 2"	"v7291"	6	"VP5"
"AJ586675"	"38|0/India/1982|IND1982/01|26-Mar-1982"	38	"AJ586675"	1635	"31-MAY-2004"	"AJ586675"	"0"	"India"	"0"	2	"IND1982/01"	"Bluetongue virus 2"	"IND1982/01"	6	"outer capsid protein VP5"
"AY493690"	"39|0/Taiwan/0|KM|0"	39	"AY493690"	1635	"01-JAN-2005"	"AY493690"	"0"	"Taiwan"	"0"	2	"KM"	"Bluetongue virus"	"KM"	0	"outer capsid protein"
"KP821506"	"40|0/France/2001|FRA2001/01|Jul-2001"	40	"KP821506"	1635	"16-AUG-2015"	"KP821506"	"0"	"France: Corsica"	"Jul-2001"	2	"FRA2001/01"	"Bluetongue virus 2"	"FRA2001/01"	6	"VP5"
"KP821507"	"41|sheep/France/2001|FRA2001/03|Sep-2001"	41	"KP821507"	1635	"16-AUG-2015"	"KP821507"	"sheep"	"France: Corsica"	"Sep-2001"	2	"FRA2001/03"	"Bluetongue virus 2"	"FRA2001/03"	6	"VP5"
"KP821508"	"42|sheep/France/2001|FRA2001/06|Sep-2001"	42	"KP821508"	1635	"16-AUG-2015"	"KP821508"	"sheep"	"France: Corsica"	"Sep-2001"	2	"FRA2001/06"	"Bluetongue virus 2"	"FRA2001/06"	6	"VP5"
"AJ783905"	"43|sheep/India/2003|IND2003/02|2003"	43	"AJ783905"	1635	"11-APR-2012"	"AJ783905"	"Ovis aries (sheep)"	"India:Tamil Nadu"	"0"	NA	"IAH IND2003/02"	"Bluetongue virus 1"	"IAH IND2003/02"	6	"outer capsid protein"
"KP821509"	"44|sheep/Israel/2001|ISR2001/17|Feb-2001"	44	"KP821509"	1635	"16-AUG-2015"	"KP821509"	"sheep"	"Israel: Yokneam"	"Feb-2001"	2	"ISR2001/17"	"Bluetongue virus 2"	"ISR2001/17"	6	"VP5"
"KP821510"	"45|C.pulicaris/Italy/2002|ITL2002/02|Jul-2002"	45	"KP821510"	1635	"16-AUG-2015"	"KP821510"	"C.pulicaris"	"Italy: Novara di Sicilia-Sicily"	"Jul-2002"	2	"ITL2002/02"	"Bluetongue virus 2"	"ITL2002/02"	6	"VP5"
"KP821511"	"46|sheep/Italy/2002|ITL2002/07|Jul-2002"	46	"KP821511"	1635	"16-AUG-2015"	"KP821511"	"sheep"	"Italy: S.Angelo di Brolo-Sicily"	"Jul-2002"	2	"ITL2002/07"	"Bluetongue virus 2"	"ITL2002/07"	6	"VP5"
"KP821512"	"47|sheep/SouthAfrica/1959|RSArrrr/02|Jun-1959"	47	"KP821512"	1635	"16-AUG-2015"	"KP821512"	"sheep"	"South Africa: Transvaal"	"Jun-1959"	2	"RSArrrr/02"	"Bluetongue virus 2"	"RSArrrr/02"	6	"VP5"
"KP821513"	"48|sheep/SouthAfrica/1958|RSAvvvv/02|Jun-1958"	48	"KP821513"	1635	"16-AUG-2015"	"KP821513"	"sheep"	"South Africa"	"Jun-1958"	2	"RSAvvvv/02"	"Bluetongue virus 2"	"RSAvvvv/02"	6	"VP5"
"KP821514"	"49|sheep/Italy/2001|SAD2001/01|Dec-2001"	49	"KP821514"	1629	"16-AUG-2015"	"KP821514"	"sheep"	"Italy: Sardinia"	"Dec-2001"	2	"SAD2001/01"	"Bluetongue virus 2"	"SAD2001/01"	6	"VP5"
"KP821515"	"50|sheep/Italy/2001|SAD2001/03|Dec-2001"	50	"KP821515"	1635	"16-AUG-2015"	"KP821515"	"sheep"	"Italy: Sardinia"	"Dec-2001"	2	"SAD2001/03"	"Bluetongue virus 2"	"SAD2001/03"	6	"VP5"
"KP821516"	"51|sheep/Italy/2002|SAD2002/02|Jan-2002"	51	"KP821516"	1635	"16-AUG-2015"	"KP821516"	"sheep"	"Italy: Sardinia"	"Jan-2002"	2	"SAD2002/02"	"Bluetongue virus 2"	"SAD2002/02"	6	"VP5"
"KP821517"	"52|cattle/Spain/2005|SPA2005/01|Jul-2005"	52	"KP821517"	1635	"16-AUG-2015"	"KP821517"	"cattle"	"Spain"	"Jul-2005"	2	"SPA2005/01"	"Bluetongue virus 2"	"SPA2005/01"	6	"VP5"
"KP821518"	"53|Culicoides/Sudan/1983|SUD1983/05|Oct-1983"	53	"KP821518"	1635	"16-AUG-2015"	"KP821518"	"Culicoides"	"Sudan: Nyala"	"Oct-1983"	2	"SUD1983/05"	"Bluetongue virus 2"	"SUD1983/05"	6	"VP5"
"KP821519"	"54|0/Tunisia/2000|TUN2000/01|Feb-2000"	54	"KP821519"	1635	"16-AUG-2015"	"KP821519"	"0"	"Tunisia: Tunisia"	"Feb-2000"	2	"TUN2000/01"	"Bluetongue virus 2"	"TUN2000/01"	6	"VP5"
"JN255867"	"55|sheep/Italy/2000|BTV-2IT(L)|2000"	55	"JN255867"	1635	"12-OCT-2011"	"JN255867"	"sheep"	"Italy"	"2000"	2	"BTV-2IT(L)"	"Bluetongue virus 2"	"BTV-2IT(L)"	6	"VP5"
"JN255937"	"56|0/SouthAfrica/0|BTV-2RSA(vacc)|0"	56	"JN255937"	1635	"14-NOV-2013"	"JN255937"	"0"	"South Africa"	"0"	2	"BTV-2RSA(vacc)"	"Bluetongue virus 2"	"BTV-2RSA(vacc)"	6	"VP5"
"JN255927"	"57|0/SouthAfrica/0|BTV-2RSA(WT)|0"	57	"JN255927"	1635	"12-OCT-2011"	"JN255927"	"0"	"South Africa"	"0"	2	"BTV-2RSA(WT)"	"Bluetongue virus 2"	"BTV-2RSA(WT)"	6	"VP5"
"JQ086286"	"58|cattle/Australia/1986|DPP973|1986"	58	"JQ086286"	1612	"09-JUN-2012"	"JQ086286"	"cattle"	"Australia: Beatrice Hill, Northern Territory"	"1986"	3	"DPP973"	"Bluetongue virus 3"	"DPP973"	6	"VP5"
"JQ771818"	"59|0/India/2003|IND2003/08|2003"	59	"JQ771818"	1637	"19-MAY-2012"	"JQ771818"	"0"	"India"	"2003"	3	"IND2003/08"	"Bluetongue virus"	"IND2003/08"	6	"VP5"
"KP821520"	"60|0/Cyprus/1958|CYP1958/01|Mar-1958"	60	"KP821520"	1637	"16-AUG-2015"	"KP821520"	"0"	"Cyprus: Cyprus"	"Mar-1958"	3	"CYP1958/01"	"Bluetongue virus 3"	"CYP1958/01"	6	"VP5"
"KP821521"	"61|sheep/Cyprus/1943|RSArrrr/03|Jun-1943"	61	"KP821521"	1637	"16-AUG-2015"	"KP821521"	"sheep"	"Cyprus: Larnaca"	"Jun-1943"	3	"RSArrrr/03"	"Bluetongue virus 3"	"RSArrrr/03"	6	"VP5"
"JX560418"	"62|cattle/China/1997|YTS-4|1997"	62	"JX560418"	1638	"05-NOV-2012"	"JX560418"	"cattle"	"China"	"1997"	4	"YTS-4"	"Bluetongue virus 4"	"YTS-4"	6	"VP5"
"KP821522"	"63|cattle/Cyprus/1969|CYP1969/01|Jun-1969"	63	"KP821522"	1638	"16-AUG-2015"	"KP821522"	"cattle"	"Cyprus"	"Jun-1969"	4	"CYP1969/01"	"Bluetongue virus 4"	"CYP1969/01"	6	"VP5"
"KP821523"	"64|sheep/Cyprus/2004|CYP2004/03|Feb-2004"	64	"KP821523"	1638	"16-AUG-2015"	"KP821523"	"sheep"	"Cyprus: Ammochostos"	"Feb-2004"	4	"CYP2004/03"	"Bluetongue virus 4"	"CYP2004/03"	6	"VP5"
"KP821524"	"65|sheep/Cyprus/2011|CYP2011/01|Oct-2011"	65	"KP821524"	1638	"16-AUG-2015"	"KP821524"	"sheep"	"Cyprus: Poli Chrysochous-Paphos"	"Oct-2011"	4	"CYP2011/01"	"Bluetongue virus 4"	"CYP2011/01"	6	"VP5"
"KP821525"	"66|sheep/Cyprus/2011|CYP2011/02|Oct-2011"	66	"KP821525"	1638	"16-AUG-2015"	"KP821525"	"sheep"	"Cyprus: Poli Chrysochous-Paphos"	"Oct-2011"	4	"CYP2011/02"	"Bluetongue virus 4"	"CYP2011/02"	6	"VP5"
"KP821526"	"67|sheep/Cyprus/2011|CYP2011/03|Oct-2011"	67	"KP821526"	1638	"16-AUG-2015"	"KP821526"	"sheep"	"Cyprus: Poli Chrysochous-Paphos"	"Oct-2011"	4	"CYP2011/03"	"Bluetongue virus 4"	"CYP2011/03"	6	"VP5"
"KP821527"	"68|sheep/Cyprus/2011|CYP2011/04|Oct-2011"	68	"KP821527"	1638	"16-AUG-2015"	"KP821527"	"sheep"	"Cyprus: Poli Chrysochous-Paphos"	"Oct-2011"	4	"CYP2011/04"	"Bluetongue virus 4"	"CYP2011/04"	6	"VP5"
"KP821528"	"69|sheep/Cyprus/2011|CYP2011/05|Oct-2011"	69	"KP821528"	1638	"16-AUG-2015"	"KP821528"	"sheep"	"Cyprus: Poli Chrysochous-Paphos"	"Oct-2011"	4	"CYP2011/05"	"Bluetongue virus 4"	"CYP2011/05"	6	"VP5"
"KP821529"	"70|0/Egypt/1977|EGY1977/01|Jun-1977"	70	"KP821529"	1638	"16-AUG-2015"	"KP821529"	"0"	"Egypt"	"Jun-1977"	4	"EGY1977/01"	"Bluetongue virus 4"	"EGY1977/01"	6	"VP5"
"KP821530"	"71|0/France/2003|FRA2003/01|Jun-2003"	71	"KP821530"	1637	"16-AUG-2015"	"KP821530"	"0"	"France: Corsica"	"Jun-2003"	4	"FRA2003/01"	"Bluetongue virus 4"	"FRA2003/01"	6	"VP5"
"KP821531"	"72|0/France/2003|FRA2003-03.124|Jun-2003"	72	"KP821531"	1637	"16-AUG-2015"	"KP821531"	"0"	"France: Corsica"	"Jun-2003"	4	"FRA2003-03.124"	"Bluetongue virus 4"	"FRA2003-03.124"	6	"VP5"
"KP821532"	"73|0/France/2003|FRA2003-200|Jun-2003"	73	"KP821532"	1637	"16-AUG-2015"	"KP821532"	"0"	"France: Corsica"	"Jun-2003"	4	"FRA2003-200"	"Bluetongue virus 4"	"FRA2003-200"	6	"VP5"
"KP821533"	"74|sheep/Greece/1979|GRE1979/01|Jun-1979"	74	"KP821533"	1638	"16-AUG-2015"	"KP821533"	"sheep"	"Greece: Madamados-Lesvos"	"Jun-1979"	4	"GRE1979/01"	"Bluetongue virus 4"	"GRE1979/01"	6	"VP5"
"KP821534"	"75|sheep/Greece/1999|GRE1999/24|Jun-1999"	75	"KP821534"	1638	"16-AUG-2015"	"KP821534"	"sheep"	"Greece: Mandriko-Rhodes"	"Jun-1999"	4	"GRE1999/24"	"Bluetongue virus 4"	"GRE1999/24"	6	"VP5"
"KP821535"	"76|C.obsoletus/Greece/1999|GRE1999/26|Oct-1999"	76	"KP821535"	1638	"16-AUG-2015"	"KP821535"	"C.obsoletus"	"Greece: Keramidi-Magnesia"	"Oct-1999"	4	"GRE1999/26"	"Bluetongue virus 4"	"GRE1999/26"	6	"VP5"
"KP821536"	"77|sheep/Greece/2000|GRE2000/07|Oct-2000"	77	"KP821536"	1638	"16-AUG-2015"	"KP821536"	"sheep"	"Greece: Arta"	"Oct-2000"	4	"GRE2000/07"	"Bluetongue virus 4"	"GRE2000/07"	6	"VP5"
"KP821537"	"78|C.obsoletus/Greece/2000|GRE2000/08|Apr-2000"	78	"KP821537"	1638	"16-AUG-2015"	"KP821537"	"C.obsoletus"	"Greece: Kavala"	"Apr-2000"	4	"GRE2000/08"	"Bluetongue virus 4"	"GRE2000/08"	6	"VP5"
"KP821538"	"79|sheep/Greece/2012|GRE2012/01|Nov-2012"	79	"KP821538"	1638	"16-AUG-2015"	"KP821538"	"sheep"	"Greece: Rhodes"	"Nov-2012"	4	"GRE2012/01"	"Bluetongue virus 4"	"GRE2012/01"	6	"VP5"
"KP821539"	"80|sheep/Greece/2012|GRE2012/02|Nov-2012"	80	"KP821539"	1638	"16-AUG-2015"	"KP821539"	"sheep"	"Greece: Rhodes"	"Nov-2012"	4	"GRE2012/02"	"Bluetongue virus 4"	"GRE2012/02"	6	"VP5"
"KP821540"	"81|sheep/Greece/2012|GRE2012/03|Nov-2012"	81	"KP821540"	1638	"16-AUG-2015"	"KP821540"	"sheep"	"Greece: Rhodes"	"Nov-2012"	4	"GRE2012/03"	"Bluetongue virus 4"	"GRE2012/03"	6	"VP5"
"KP821541"	"82|sheep/Israel/2006|ISR2006/12|Nov-2006"	82	"KP821541"	1638	"16-AUG-2015"	"KP821541"	"sheep"	"Israel: Elyakim"	"Nov-2006"	4	"ISR2006/12"	"Bluetongue virus 4"	"ISR2006/12"	6	"VP5"
"KP821543"	"83|sheep/Morocco/2004|MOR2004/02|Sep-2004"	83	"KP821543"	1637	"16-AUG-2015"	"KP821543"	"sheep"	"Morocco: El Kebir"	"Sep-2004"	4	"MOR2004/02"	"Bluetongue virus 4"	"MOR2004/02"	6	"VP5"
"KP821544"	"84|sheep/Morocco/2009|MOR2009/07|Oct-2009"	84	"KP821544"	1637	"16-AUG-2015"	"KP821544"	"sheep"	"Morocco: Azrou"	"Oct-2009"	4	"MOR2009/07"	"Bluetongue virus 4"	"MOR2009/07"	6	"VP5"
"KP821545"	"85|sheep/Morocco/2009|MOR2009/08|Oct-2009"	85	"KP821545"	1637	"16-AUG-2015"	"KP821545"	"sheep"	"Morocco: Azrou"	"Oct-2009"	4	"MOR2009/08"	"Bluetongue virus 4"	"MOR2009/08"	6	"VP5"
"KP821546"	"86|sheep/Morocco/2009|MOR2009/09|Oct-2009"	86	"KP821546"	1637	"16-AUG-2015"	"KP821546"	"sheep"	"Morocco: Azrou"	"Oct-2009"	4	"MOR2009/09"	"Bluetongue virus 4"	"MOR2009/09"	6	"VP5"
"KP821547"	"87|sheep/Morocco/2009|MOR2009/10|Oct-2009"	87	"KP821547"	1637	"16-AUG-2015"	"KP821547"	"sheep"	"Morocco: Marrakesh"	"Oct-2009"	4	"MOR2009/10"	"Bluetongue virus 4"	"MOR2009/10"	6	"VP5"
"KP821548"	"88|sheep/Cyprus/1969|RSArrrr/04|Jun-1969"	88	"KP821548"	1638	"16-AUG-2015"	"KP821548"	"sheep"	"Cyprus: Cyprus"	"Jun-1969"	4	"RSArrrr/04"	"Bluetongue virus 4"	"RSArrrr/04"	6	"VP5"
"KP821549"	"89|sheep/Spain/2003|SPA2003/03|Nov-2003"	89	"KP821549"	1637	"16-AUG-2015"	"KP821549"	"sheep"	"Spain: Menorca"	"Nov-2003"	4	"SPA2003/03"	"Bluetongue virus 4"	"SPA2003/03"	6	"VP5"
"KP821550"	"90|sheep/Spain/2004|SPA2004/02|Jun-2004"	90	"KP821550"	1637	"16-AUG-2015"	"KP821550"	"sheep"	"Spain: Cadiz-Jimena de la Frontera"	"Jun-2004"	4	"SPA2004/02"	"Bluetongue virus 4"	"SPA2004/02"	6	"VP5"
"KP821551"	"91|cattle/Spain/2005|SPA2005/02|Aug-2005"	91	"KP821551"	1637	"16-AUG-2015"	"KP821551"	"cattle"	"Spain"	"Aug-2005"	4	"SPA2005/02"	"Bluetongue virus 4"	"SPA2005/02"	6	"VP5"
"KP821552"	"92|cattle/Spain/2010|SPA2010/01|Sep-2010"	92	"KP821552"	1637	"16-AUG-2015"	"KP821552"	"cattle"	"Spain: Cadiz-Vejer de la Frontera -Barbate"	"Sep-2010"	4	"SPA2010/01"	"Bluetongue virus 4"	"SPA2010/01"	6	"VP5"
"KP821553"	"93|cattle/Sudan/1983|SUD1983/01|Oct-1983"	93	"KP821553"	1638	"16-AUG-2015"	"KP821553"	"cattle"	"Sudan: Shambat"	"Oct-1983"	4	"SUD1983/01"	"Bluetongue virus 4"	"SUD1983/01"	6	"VP5"
"JN255887"	"94|sheep/Italy/2003|BTV-4IT(L)|2003"	94	"JN255887"	1637	"12-OCT-2011"	"JN255887"	"sheep"	"Italy"	"2003"	4	"BTV-4IT(L)"	"Bluetongue virus 4"	"BTV-4IT(L)"	6	"VP5"
"JN255947"	"95|0/SouthAfrica/0|BTV4-RSA(vacc)|0"	95	"JN255947"	1638	"22-JUL-2014"	"JN255947"	"0"	"South Africa"	"0"	4	"BTV4-RSA(vacc)"	"Bluetongue virus 4"	"BTV4-RSA(vacc)"	6	"VP5"
"GQ506521"	"96|lamb/SouthAfrica/0|BT2-03|0"	96	"GQ506521"	1637	"13-JUN-2010"	"GQ506521"	"lamb"	"South Africa"	"0"	6	"BT2-03"	"Bluetongue virus"	"BT2-03"	6	"outer capsid protein VP5"
"GQ506493"	"97|Culicoides biting midges/SouthAfrica/0|P635|0"	97	"GQ506493"	1637	"13-JUN-2010"	"GQ506493"	"Culicoides biting midges"	"South Africa"	"0"	6	"P635"	"Bluetongue virus"	"P635"	6	"outer capsid protein VP5"
"GQ506477"	"98|0/Netherlands/2008|NET2008/05|Sep-2008"	98	"GQ506477"	1637	"13-JUN-2010"	"GQ506477"	"0"	"Netherlands"	"Sep-2008"	6	"NET2008/05"	"Bluetongue virus"	"NET2008/05"	6	"outer capsid protein VP5"
"AJ586703"	"99|0/SouthAfrica/1982|South Africa-ref|25-Jun-1982"	99	"AJ586703"	1637	"31-MAY-2004"	"AJ586703"	"0"	"South Africa"	"0"	6	"RSArrrr/06"	"Bluetongue virus 6"	"RSArrrr/06"	6	"outer capsid protein VP5"
"GQ506511"	"100|0/SouthAfrica/0|0|0"	100	"GQ506511"	1637	"13-JUN-2010"	"GQ506511"	"0"	"South Africa"	"0"	6	"0"	"Bluetongue virus"	"0"	6	"outer capsid protein VP5"
