"taxa"	"X"	"genome_number"	"LOCUS"	"LENGTH"	"RECORD_DATE"	"ACCN"	"host"	"country"	"collection_date"	"serotype"	"isolate"	"organism"	"strain"	"segment"	"product"
"JX861488"	"11|sheep/France/2007|FRA2007/18|Nov-2007"	11	"JX861488"	3944	"14-DEC-2012"	"JX861488"	"sheep"	"France"	"Nov-2007"	1	"FRA2007/18"	"Bluetongue virus 1"	"FRA2007/18"	1	"VP1"
"KP820879"	"12|cattle/France/2008|FRA2008/21|Jul-2008"	12	"KP820879"	3944	"16-AUG-2015"	"KP820879"	"cattle"	"France: Beyrie-en-B_arn- Pyrenees"	"Jul-2008"	1	"FRA2008/21"	"Bluetongue virus 1"	"FRA2008/21"	1	"VP1"
"KP820880"	"13|sheep/France/2008|FRA2008/22|Aug-2008"	13	"KP820880"	3944	"16-AUG-2015"	"KP820880"	"sheep"	"France: Pinderes-Lot et Garonne-Aquitaine"	"Aug-2008"	1	"FRA2008/22"	"Bluetongue virus 1"	"FRA2008/22"	1	"VP1"
"KP820881"	"14|cattle/France/2008|FRA2008/23|Sep-2008"	14	"KP820881"	3944	"16-AUG-2015"	"KP820881"	"cattle"	"France: Faurilles-Dordogne-Aquitaine"	"Sep-2008"	1	"FRA2008/23"	"Bluetongue virus 1"	"FRA2008/23"	1	"VP1"
"JX861498"	"15|cattle/France/2008|FRA2008/24|Sep-2008"	15	"JX861498"	3944	"14-DEC-2012"	"JX861498"	"cattle"	"France"	"Sep-2008"	1	"FRA2008/24"	"Bluetongue virus 1"	"FRA2008/24"	1	"VP1"
"KP820882"	"16|cattle/France/2008|FRA2008/25|Aug-2008"	16	"KP820882"	3944	"16-AUG-2015"	"KP820882"	"cattle"	"France: Pouylebon-Gascony-Midi-Pyrenees"	"Aug-2008"	1	"FRA2008/25"	"Bluetongue virus 1"	"FRA2008/25"	1	"VP1"
"KP820883"	"17|cattle/France/2008|FRA2008/26|Oct-2008"	17	"KP820883"	3944	"16-AUG-2015"	"KP820883"	"cattle"	"France: Camaret sur mer-Finistere-Brittany"	"Oct-2008"	1	"FRA2008/26"	"Bluetongue virus 1"	"FRA2008/26"	1	"VP1"
"KP820884"	"18|sheep/Gibraltar/2007|GIB2007/06|Oct-2007"	18	"KP820884"	3944	"16-AUG-2015"	"KP820884"	"sheep"	"Gibraltar: Gibraltar"	"Oct-2007"	1	"GIB2007/06"	"Bluetongue virus 1"	"GIB2007/06"	1	"VP1"
"KP820888"	"19|sheep/Libya/2007|LIB2007/06|Aug-2007"	19	"KP820888"	3943	"16-AUG-2015"	"KP820888"	"sheep"	"Libya: Green Mountain"	"Aug-2007"	1	"LIB2007/06"	"Bluetongue virus 1"	"LIB2007/06"	1	"VP1"
"KP820889"	"20|sheep/Morocco/2006|MOR2006/06|Oct-2006"	20	"KP820889"	3944	"16-AUG-2015"	"KP820889"	"sheep"	"Morocco: Guenfouda-Oujda"	"Oct-2006"	1	"MOR2006/06"	"Bluetongue virus 1"	"MOR2006/06"	1	"VP1"
"KP820890"	"21|sheep/Morocco/2007|MOR2007/01|Jul-2007"	21	"KP820890"	3944	"16-AUG-2015"	"KP820890"	"sheep"	"Morocco: Khouribga"	"Jul-2007"	1	"MOR2007/01"	"Bluetongue virus 1"	"MOR2007/01"	1	"VP1"
"KP820891"	"22|sheep/Morocco/2007|MOR2007/02|Jul-2007"	22	"KP820891"	3944	"16-AUG-2015"	"KP820891"	"sheep"	"Morocco: Settat"	"Jul-2007"	1	"MOR2007/02"	"Bluetongue virus 1"	"MOR2007/02"	1	"VP1"
"KP820892"	"23|sheep/Morocco/2007|MOR2007/03|Jul-2007"	23	"KP820892"	3944	"16-AUG-2015"	"KP820892"	"sheep"	"Morocco: Rabat"	"Jul-2007"	1	"MOR2007/03"	"Bluetongue virus 1"	"MOR2007/03"	1	"VP1"
"KP820893"	"24|sheep/Morocco/2007|MOR2007/04|Jul-2007"	24	"KP820893"	3944	"16-AUG-2015"	"KP820893"	"sheep"	"Morocco: Kenitra"	"Jul-2007"	1	"MOR2007/04"	"Bluetongue virus 1"	"MOR2007/04"	1	"VP1"
"KP820894"	"25|sheep/Morocco/2009|MOR2009/01|Sep-2009"	25	"KP820894"	3944	"16-AUG-2015"	"KP820894"	"sheep"	"Morocco: Fes"	"Sep-2009"	1	"MOR2009/01"	"Bluetongue virus 1"	"MOR2009/01"	1	"VP1"
"KP820895"	"26|sheep/Morocco/2009|MOR2009/04|Sep-2009"	26	"KP820895"	3944	"16-AUG-2015"	"KP820895"	"sheep"	"Morocco: Fes"	"Sep-2009"	1	"MOR2009/04"	"Bluetongue virus 1"	"MOR2009/04"	1	"VP1"
"KP820896"	"27|sheep/Morocco/2009|MOR2009/06|Sep-2009"	27	"KP820896"	3944	"16-AUG-2015"	"KP820896"	"sheep"	"Morocco: Marrakesh"	"Sep-2009"	1	"MOR2009/06"	"Bluetongue virus 1"	"MOR2009/06"	1	"VP1"
"FJ969719"	"28|0/SouthAfrica/0|South Africa|0"	28	"FJ969719"	3944	"12-AUG-2009"	"FJ969719"	"0"	"South Africa"	"0"	1	"South Africa"	"Bluetongue virus"	"South Africa"	1	"VP1"
"KP820897"	"29|sheep/SouthAfrica/1958|RSAvvvv/01|Jun-1958"	29	"KP820897"	3944	"16-AUG-2015"	"KP820897"	"sheep"	"South Africa: Natal"	"Jun-1958"	1	"RSAvvvv/01"	"Bluetongue virus 1"	"RSAvvvv/01"	1	"VP1"
"KP820898"	"30|cattle/Spain/2007|SPA2007/04|Jun-2007"	30	"KP820898"	3944	"16-AUG-2015"	"KP820898"	"cattle"	"Spain: Cordoba"	"Jun-2007"	1	"SPA2007/04"	"Bluetongue virus 1"	"SPA2007/04"	1	"VP1"
"KP820899"	"31|cattle/Spain/2007|SPA2007/05|Jun-2007"	31	"KP820899"	3944	"16-AUG-2015"	"KP820899"	"cattle"	"Spain: Pias Vasco"	"Jun-2007"	1	"SPA2007/05"	"Bluetongue virus 1"	"SPA2007/05"	1	"VP1"
"KP820900"	"32|sheep/Spain/2008|SPA2008/01|Jun-2008"	32	"KP820900"	3944	"16-AUG-2015"	"KP820900"	"sheep"	"Spain: Asturias"	"Jun-2008"	1	"SPA2008/01"	"Bluetongue virus 1"	"SPA2008/01"	1	"VP1"
"KP820901"	"33|cattle/Spain/2009|SPA2009/01|Jun-2009"	33	"KP820901"	3944	"16-AUG-2015"	"KP820901"	"cattle"	"Spain: Galicia"	"Jun-2009"	1	"SPA2009/01"	"Bluetongue virus 1"	"SPA2009/01"	1	"VP1"
"KP820902"	"34|0/Sudan/1987|SUD1987/01|Apr-1987"	34	"KP820902"	3944	"16-AUG-2015"	"KP820902"	"0"	"Sudan: Sudan"	"Apr-1987"	1	"SUD1987/01"	"Bluetongue virus 1"	"SUD1987/01"	1	"VP1"
"KP820903"	"35|sheep/Tunisia/2007|TUN2007/01|Sep-2007"	35	"KP820903"	3944	"16-AUG-2015"	"KP820903"	"sheep"	"Tunisia: Tunisia"	"Sep-2007"	1	"TUN2007/01"	"Bluetongue virus 1"	"TUN2007/01"	1	"VP1"
"JQ240321"	"36|cattle/Australia/2010|Cooktown|2010"	36	"JQ240321"	3944	"06-JUN-2012"	"JQ240321"	"cattle"	"Australia: Cooktown, Queensland"	"2010"	2	"Cooktown"	"Bluetongue virus 2"	"Cooktown"	1	"VP1"
"JQ086241"	"37|cattle/Australia/2008|v7291|2008"	37	"JQ086241"	3933	"09-JUN-2012"	"JQ086241"	"cattle"	"Australia: Douglas Daly, Northern Territory"	"2008"	2	"v7291"	"Bluetongue virus 2"	"v7291"	1	"VP1"
"JQ713557"	"38|0/India/1982|IND1982/01|26-Mar-1982"	38	"JQ713557"	3944	"06-MAY-2012"	"JQ713557"	"0"	"India"	"26-Mar-1982"	2	"IND1982/01"	"Bluetongue virus 2"	"IND1982/01"	1	"VP1"
"AY493686"	"39|0/Taiwan/0|KM|0"	39	"AY493686"	3944	"01-JAN-2005"	"AY493686"	"0"	"Taiwan"	"0"	2	"KM"	"Bluetongue virus"	"KM"	0	"capsid protein"
"KP820904"	"40|0/France/2001|FRA2001/01|Jul-2001"	40	"KP820904"	3944	"16-AUG-2015"	"KP820904"	"0"	"France: Corsica"	"Jul-2001"	2	"FRA2001/01"	"Bluetongue virus 2"	"FRA2001/01"	1	"VP1"
"KP820905"	"41|sheep/France/2001|FRA2001/03|Sep-2001"	41	"KP820905"	3944	"16-AUG-2015"	"KP820905"	"sheep"	"France: Corsica"	"Sep-2001"	2	"FRA2001/03"	"Bluetongue virus 2"	"FRA2001/03"	1	"VP1"
"KP820906"	"42|sheep/France/2001|FRA2001/06|Sep-2001"	42	"KP820906"	3944	"16-AUG-2015"	"KP820906"	"sheep"	"France: Corsica"	"Sep-2001"	2	"FRA2001/06"	"Bluetongue virus 2"	"FRA2001/06"	1	"VP1"
"JQ681257"	"43|sheep/India/2003|IND2003/02|2003"	43	"JQ681257"	3944	"16-APR-2012"	"JQ681257"	"sheep"	"India: Tiruneveli, Tamil Nadu"	"2003"	2	"IND2003/02"	"Bluetongue virus"	"IND2003/02"	1	"VP1"
"KP820907"	"44|sheep/Israel/2001|ISR2001/17|Feb-2001"	44	"KP820907"	3944	"16-AUG-2015"	"KP820907"	"sheep"	"Israel: Yokneam"	"Feb-2001"	2	"ISR2001/17"	"Bluetongue virus 2"	"ISR2001/17"	1	"VP1"
"KP820908"	"45|C.pulicaris/Italy/2002|ITL2002/02|Jul-2002"	45	"KP820908"	3944	"16-AUG-2015"	"KP820908"	"C.pulicaris"	"Italy: Novara di Sicilia-Sicily"	"Jul-2002"	2	"ITL2002/02"	"Bluetongue virus 2"	"ITL2002/02"	1	"VP1"
"KP820909"	"46|sheep/Italy/2002|ITL2002/07|Jul-2002"	46	"KP820909"	3944	"16-AUG-2015"	"KP820909"	"sheep"	"Italy: S.Angelo di Brolo-Sicily"	"Jul-2002"	2	"ITL2002/07"	"Bluetongue virus 2"	"ITL2002/07"	1	"VP1"
"KP820910"	"47|sheep/SouthAfrica/1959|RSArrrr/02|Jun-1959"	47	"KP820910"	3944	"16-AUG-2015"	"KP820910"	"sheep"	"South Africa: Transvaal"	"Jun-1959"	2	"RSArrrr/02"	"Bluetongue virus 2"	"RSArrrr/02"	1	"VP1"
"KP820911"	"48|sheep/SouthAfrica/1958|RSAvvvv/02|Jun-1958"	48	"KP820911"	3944	"16-AUG-2015"	"KP820911"	"sheep"	"South Africa"	"Jun-1958"	2	"RSAvvvv/02"	"Bluetongue virus 2"	"RSAvvvv/02"	1	"VP1"
"KP820912"	"49|sheep/Italy/2001|SAD2001/01|Dec-2001"	49	"KP820912"	3944	"16-AUG-2015"	"KP820912"	"sheep"	"Italy: Sardinia"	"Dec-2001"	2	"SAD2001/01"	"Bluetongue virus 2"	"SAD2001/01"	1	"VP1"
"KP820913"	"50|sheep/Italy/2001|SAD2001/03|Dec-2001"	50	"KP820913"	3944	"16-AUG-2015"	"KP820913"	"sheep"	"Italy: Sardinia"	"Dec-2001"	2	"SAD2001/03"	"Bluetongue virus 2"	"SAD2001/03"	1	"VP1"
"KP820914"	"51|sheep/Italy/2002|SAD2002/02|Jan-2002"	51	"KP820914"	3944	"16-AUG-2015"	"KP820914"	"sheep"	"Italy: Sardinia"	"Jan-2002"	2	"SAD2002/02"	"Bluetongue virus 2"	"SAD2002/02"	1	"VP1"
"KP820915"	"52|cattle/Spain/2005|SPA2005/01|Jul-2005"	52	"KP820915"	3944	"16-AUG-2015"	"KP820915"	"cattle"	"Spain"	"Jul-2005"	2	"SPA2005/01"	"Bluetongue virus 2"	"SPA2005/01"	1	"VP1"
"KP820916"	"53|Culicoides/Sudan/1983|SUD1983/05|Oct-1983"	53	"KP820916"	3944	"16-AUG-2015"	"KP820916"	"Culicoides"	"Sudan: Nyala"	"Oct-1983"	2	"SUD1983/05"	"Bluetongue virus 2"	"SUD1983/05"	1	"VP1"
"KP820917"	"54|0/Tunisia/2000|TUN2000/01|Feb-2000"	54	"KP820917"	3944	"16-AUG-2015"	"KP820917"	"0"	"Tunisia: Tunisia"	"Feb-2000"	2	"TUN2000/01"	"Bluetongue virus 2"	"TUN2000/01"	1	"VP1"
"JN255862"	"55|sheep/Italy/2000|BTV-2IT(L)|2000"	55	"JN255862"	3944	"12-OCT-2011"	"JN255862"	"sheep"	"Italy"	"2000"	2	"BTV-2IT(L)"	"Bluetongue virus 2"	"BTV-2IT(L)"	1	"VP1"
"JN255932"	"56|0/SouthAfrica/0|BTV-2RSA(vacc)|0"	56	"JN255932"	3944	"14-NOV-2013"	"JN255932"	"0"	"South Africa"	"0"	2	"BTV-2RSA(vacc)"	"Bluetongue virus 2"	"BTV-2RSA(vacc)"	1	"VP1"
"JN255922"	"57|0/SouthAfrica/0|BTV-2RSA(WT)|0"	57	"JN255922"	3944	"12-OCT-2011"	"JN255922"	"0"	"South Africa"	"0"	2	"BTV-2RSA(WT)"	"Bluetongue virus 2"	"BTV-2RSA(WT)"	1	"VP1"
"JQ086281"	"58|cattle/Australia/1986|DPP973|1986"	58	"JQ086281"	3934	"09-JUN-2012"	"JQ086281"	"cattle"	"Australia: Beatrice Hill, Northern Territory"	"1986"	3	"DPP973"	"Bluetongue virus 3"	"DPP973"	1	"VP1"
"JQ771813"	"59|0/India/2003|IND2003/08|2003"	59	"JQ771813"	3944	"19-MAY-2012"	"JQ771813"	"0"	"India"	"2003"	3	"IND2003/08"	"Bluetongue virus"	"IND2003/08"	1	"VP1"
"KP820918"	"60|0/Cyprus/1958|CYP1958/01|Mar-1958"	60	"KP820918"	3944	"16-AUG-2015"	"KP820918"	"0"	"Cyprus: Cyprus"	"Mar-1958"	3	"CYP1958/01"	"Bluetongue virus 3"	"CYP1958/01"	1	"VP1"
"KP820919"	"61|sheep/Cyprus/1943|RSArrrr/03|Jun-1943"	61	"KP820919"	3944	"16-AUG-2015"	"KP820919"	"sheep"	"Cyprus: Larnaca"	"Jun-1943"	3	"RSArrrr/03"	"Bluetongue virus 3"	"RSArrrr/03"	1	"VP1"
"JX560413"	"62|cattle/China/1997|YTS-4|1997"	62	"JX560413"	3944	"05-NOV-2012"	"JX560413"	"cattle"	"China"	"1997"	4	"YTS-4"	"Bluetongue virus 4"	"YTS-4"	1	"VP1"
"KP820920"	"63|cattle/Cyprus/1969|CYP1969/01|Jun-1969"	63	"KP820920"	3944	"16-AUG-2015"	"KP820920"	"cattle"	"Cyprus"	"Jun-1969"	4	"CYP1969/01"	"Bluetongue virus 4"	"CYP1969/01"	1	"VP1"
"KP820921"	"64|sheep/Cyprus/2004|CYP2004/03|Feb-2004"	64	"KP820921"	3944	"16-AUG-2015"	"KP820921"	"sheep"	"Cyprus: Ammochostos"	"Feb-2004"	4	"CYP2004/03"	"Bluetongue virus 4"	"CYP2004/03"	1	"VP1"
"KP820922"	"65|sheep/Cyprus/2011|CYP2011/01|Oct-2011"	65	"KP820922"	3944	"16-AUG-2015"	"KP820922"	"sheep"	"Cyprus: Poli Chrysochous-Paphos"	"Oct-2011"	4	"CYP2011/01"	"Bluetongue virus 4"	"CYP2011/01"	1	"VP1"
"KP820923"	"66|sheep/Cyprus/2011|CYP2011/02|Oct-2011"	66	"KP820923"	3944	"16-AUG-2015"	"KP820923"	"sheep"	"Cyprus: Poli Chrysochous-Paphos"	"Oct-2011"	4	"CYP2011/02"	"Bluetongue virus 4"	"CYP2011/02"	1	"VP1"
"KP820924"	"67|sheep/Cyprus/2011|CYP2011/03|Oct-2011"	67	"KP820924"	3944	"16-AUG-2015"	"KP820924"	"sheep"	"Cyprus: Poli Chrysochous-Paphos"	"Oct-2011"	4	"CYP2011/03"	"Bluetongue virus 4"	"CYP2011/03"	1	"VP1"
"KP820925"	"68|sheep/Cyprus/2011|CYP2011/04|Oct-2011"	68	"KP820925"	3944	"16-AUG-2015"	"KP820925"	"sheep"	"Cyprus: Poli Chrysochous-Paphos"	"Oct-2011"	4	"CYP2011/04"	"Bluetongue virus 4"	"CYP2011/04"	1	"VP1"
"KP820926"	"69|sheep/Cyprus/2011|CYP2011/05|Oct-2011"	69	"KP820926"	3944	"16-AUG-2015"	"KP820926"	"sheep"	"Cyprus: Poli Chrysochous-Paphos"	"Oct-2011"	4	"CYP2011/05"	"Bluetongue virus 4"	"CYP2011/05"	1	"VP1"
"KP820927"	"70|0/Egypt/1977|EGY1977/01|Jun-1977"	70	"KP820927"	3944	"16-AUG-2015"	"KP820927"	"0"	"Egypt"	"Jun-1977"	4	"EGY1977/01"	"Bluetongue virus 4"	"EGY1977/01"	1	"VP1"
"KP820928"	"71|0/France/2003|FRA2003/01|Jun-2003"	71	"KP820928"	3944	"16-AUG-2015"	"KP820928"	"0"	"France: Corsica"	"Jun-2003"	4	"FRA2003/01"	"Bluetongue virus 4"	"FRA2003/01"	1	"VP1"
"KP820929"	"72|0/France/2003|FRA2003-03.124|Jun-2003"	72	"KP820929"	3944	"16-AUG-2015"	"KP820929"	"0"	"France: Corsica"	"Jun-2003"	4	"FRA2003-03.124"	"Bluetongue virus 4"	"FRA2003-03.124"	1	"VP1"
"KP820930"	"73|0/France/2003|FRA2003-200|Jun-2003"	73	"KP820930"	3944	"16-AUG-2015"	"KP820930"	"0"	"France: Corsica"	"Jun-2003"	4	"FRA2003-200"	"Bluetongue virus 4"	"FRA2003-200"	1	"VP1"
"KP820931"	"74|sheep/Greece/1979|GRE1979/01|Jun-1979"	74	"KP820931"	3944	"16-AUG-2015"	"KP820931"	"sheep"	"Greece: Madamados-Lesvos"	"Jun-1979"	4	"GRE1979/01"	"Bluetongue virus 4"	"GRE1979/01"	1	"VP1"
"KP820932"	"75|sheep/Greece/1999|GRE1999/24|Jun-1999"	75	"KP820932"	3944	"16-AUG-2015"	"KP820932"	"sheep"	"Greece: Mandriko-Rhodes"	"Jun-1999"	4	"GRE1999/24"	"Bluetongue virus 4"	"GRE1999/24"	1	"VP1"
"KP820933"	"76|C.obsoletus/Greece/1999|GRE1999/26|Oct-1999"	76	"KP820933"	3944	"16-AUG-2015"	"KP820933"	"C.obsoletus"	"Greece: Keramidi-Magnesia"	"Oct-1999"	4	"GRE1999/26"	"Bluetongue virus 4"	"GRE1999/26"	1	"VP1"
"KP820934"	"77|sheep/Greece/2000|GRE2000/07|Oct-2000"	77	"KP820934"	3944	"16-AUG-2015"	"KP820934"	"sheep"	"Greece: Arta"	"Oct-2000"	4	"GRE2000/07"	"Bluetongue virus 4"	"GRE2000/07"	1	"VP1"
"KP820935"	"78|C.obsoletus/Greece/2000|GRE2000/08|Apr-2000"	78	"KP820935"	3944	"16-AUG-2015"	"KP820935"	"C.obsoletus"	"Greece: Kavala"	"Apr-2000"	4	"GRE2000/08"	"Bluetongue virus 4"	"GRE2000/08"	1	"VP1"
"KP820936"	"79|sheep/Greece/2012|GRE2012/01|Nov-2012"	79	"KP820936"	3944	"16-AUG-2015"	"KP820936"	"sheep"	"Greece: Rhodes"	"Nov-2012"	4	"GRE2012/01"	"Bluetongue virus 4"	"GRE2012/01"	1	"VP1"
"KP820937"	"80|sheep/Greece/2012|GRE2012/02|Nov-2012"	80	"KP820937"	3944	"16-AUG-2015"	"KP820937"	"sheep"	"Greece: Rhodes"	"Nov-2012"	4	"GRE2012/02"	"Bluetongue virus 4"	"GRE2012/02"	1	"VP1"
"KP820938"	"81|sheep/Greece/2012|GRE2012/03|Nov-2012"	81	"KP820938"	3944	"16-AUG-2015"	"KP820938"	"sheep"	"Greece: Rhodes"	"Nov-2012"	4	"GRE2012/03"	"Bluetongue virus 4"	"GRE2012/03"	1	"VP1"
"KP820939"	"82|sheep/Israel/2006|ISR2006/12|Nov-2006"	82	"KP820939"	3944	"16-AUG-2015"	"KP820939"	"sheep"	"Israel: Elyakim"	"Nov-2006"	4	"ISR2006/12"	"Bluetongue virus 4"	"ISR2006/12"	1	"VP1"
"KP820941"	"83|sheep/Morocco/2004|MOR2004/02|Sep-2004"	83	"KP820941"	3944	"16-AUG-2015"	"KP820941"	"sheep"	"Morocco: El Kebir"	"Sep-2004"	4	"MOR2004/02"	"Bluetongue virus 4"	"MOR2004/02"	1	"VP1"
"KP820942"	"84|sheep/Morocco/2009|MOR2009/07|Oct-2009"	84	"KP820942"	3944	"16-AUG-2015"	"KP820942"	"sheep"	"Morocco: Azrou"	"Oct-2009"	4	"MOR2009/07"	"Bluetongue virus 4"	"MOR2009/07"	1	"VP1"
"KP820943"	"85|sheep/Morocco/2009|MOR2009/08|Oct-2009"	85	"KP820943"	3944	"16-AUG-2015"	"KP820943"	"sheep"	"Morocco: Azrou"	"Oct-2009"	4	"MOR2009/08"	"Bluetongue virus 4"	"MOR2009/08"	1	"VP1"
"KP820944"	"86|sheep/Morocco/2009|MOR2009/09|Oct-2009"	86	"KP820944"	3944	"16-AUG-2015"	"KP820944"	"sheep"	"Morocco: Azrou"	"Oct-2009"	4	"MOR2009/09"	"Bluetongue virus 4"	"MOR2009/09"	1	"VP1"
"KP820945"	"87|sheep/Morocco/2009|MOR2009/10|Oct-2009"	87	"KP820945"	3944	"16-AUG-2015"	"KP820945"	"sheep"	"Morocco: Marrakesh"	"Oct-2009"	4	"MOR2009/10"	"Bluetongue virus 4"	"MOR2009/10"	1	"VP1"
"KP820946"	"88|sheep/Cyprus/1969|RSArrrr/04|Jun-1969"	88	"KP820946"	3944	"16-AUG-2015"	"KP820946"	"sheep"	"Cyprus: Cyprus"	"Jun-1969"	4	"RSArrrr/04"	"Bluetongue virus 4"	"RSArrrr/04"	1	"VP1"
"KP820947"	"89|sheep/Spain/2003|SPA2003/03|Nov-2003"	89	"KP820947"	3944	"16-AUG-2015"	"KP820947"	"sheep"	"Spain: Menorca"	"Nov-2003"	4	"SPA2003/03"	"Bluetongue virus 4"	"SPA2003/03"	1	"VP1"
"KP820948"	"90|sheep/Spain/2004|SPA2004/02|Jun-2004"	90	"KP820948"	3944	"16-AUG-2015"	"KP820948"	"sheep"	"Spain: Cadiz-Jimena de la Frontera"	"Jun-2004"	4	"SPA2004/02"	"Bluetongue virus 4"	"SPA2004/02"	1	"VP1"
"KP820949"	"91|cattle/Spain/2005|SPA2005/02|Aug-2005"	91	"KP820949"	3944	"16-AUG-2015"	"KP820949"	"cattle"	"Spain"	"Aug-2005"	4	"SPA2005/02"	"Bluetongue virus 4"	"SPA2005/02"	1	"VP1"
"KP820950"	"92|cattle/Spain/2010|SPA2010/01|Sep-2010"	92	"KP820950"	3944	"16-AUG-2015"	"KP820950"	"cattle"	"Spain: Cadiz-Vejer de la Frontera -Barbate"	"Sep-2010"	4	"SPA2010/01"	"Bluetongue virus 4"	"SPA2010/01"	1	"VP1"
"KP820951"	"93|cattle/Sudan/1983|SUD1983/01|Oct-1983"	93	"KP820951"	3944	"16-AUG-2015"	"KP820951"	"cattle"	"Sudan: Shambat"	"Oct-1983"	4	"SUD1983/01"	"Bluetongue virus 4"	"SUD1983/01"	1	"VP1"
"JN255882"	"94|sheep/Italy/2003|BTV-4IT(L)|2003"	94	"JN255882"	3944	"12-OCT-2011"	"JN255882"	"sheep"	"Italy"	"2003"	4	"BTV-4IT(L)"	"Bluetongue virus 4"	"BTV-4IT(L)"	1	"VP1"
"JN255942"	"95|0/SouthAfrica/0|BTV4-RSA(vacc)|0"	95	"JN255942"	3944	"22-JUL-2014"	"JN255942"	"0"	"South Africa"	"0"	4	"BTV4-RSA(vacc)"	"Bluetongue virus 4"	"BTV4-RSA(vacc)"	1	"VP1"
"GQ506516"	"96|lamb/SouthAfrica/0|BT2-03|0"	96	"GQ506516"	3944	"13-JUN-2010"	"GQ506516"	"lamb"	"South Africa"	"0"	6	"BT2-03"	"Bluetongue virus"	"BT2-03"	1	"RNA-dependent RNA polymerase"
"GQ506488"	"97|Culicoides biting midges/SouthAfrica/0|P635|0"	97	"GQ506488"	3944	"13-JUN-2010"	"GQ506488"	"Culicoides biting midges"	"South Africa"	"0"	6	"P635"	"Bluetongue virus"	"P635"	1	"RNA-dependent RNA polymerase"
"GQ506472"	"98|0/Netherlands/2008|NET2008/05|Sep-2008"	98	"GQ506472"	3944	"13-JUN-2010"	"GQ506472"	"0"	"Netherlands"	"Sep-2008"	6	"NET2008/05"	"Bluetongue virus"	"NET2008/05"	1	"RNA-dependent RNA polymerase"
"GQ506498"	"99|0/SouthAfrica/1982|South Africa-ref|25-Jun-1982"	99	"GQ506498"	3944	"13-JUN-2010"	"GQ506498"	"0"	"South Africa"	"25-Jun-1982"	6	"RSArrrr/06"	"Bluetongue virus"	"RSArrrr/06"	1	"RNA-dependent RNA polymerase"
"GQ506506"	"100|0/SouthAfrica/0|0|0"	100	"GQ506506"	3944	"13-JUN-2010"	"GQ506506"	"0"	"South Africa"	"0"	6	"0"	"Bluetongue virus"	"0"	1	"RNA-dependent RNA polymerase"
