"taxa"	"X"	"genome_number"	"LOCUS"	"LENGTH"	"RECORD_DATE"	"ACCN"	"host"	"country"	"collection_date"	"serotype"	"isolate"	"organism"	"strain"	"segment"	"product"
"KP821974"	"20|sheep/Morocco/2006|MOR2006/06|Oct-2006"	20	"KP821974"	822	"16-AUG-2015"	"KP821974"	"sheep"	"Morocco: Guenfouda-Oujda"	"Oct-2006"	1	"MOR2006/06"	"Bluetongue virus 1"	"MOR2006/06"	10	"NS3/3A"
"KP821975"	"21|sheep/Morocco/2007|MOR2007/01|Jul-2007"	21	"KP821975"	822	"16-AUG-2015"	"KP821975"	"sheep"	"Morocco: Khouribga"	"Jul-2007"	1	"MOR2007/01"	"Bluetongue virus 1"	"MOR2007/01"	10	"NS3/3A"
"KP821976"	"22|sheep/Morocco/2007|MOR2007/02|Jul-2007"	22	"KP821976"	822	"16-AUG-2015"	"KP821976"	"sheep"	"Morocco: Settat"	"Jul-2007"	1	"MOR2007/02"	"Bluetongue virus 1"	"MOR2007/02"	10	"NS3/3A"
"KP821977"	"23|sheep/Morocco/2007|MOR2007/03|Jul-2007"	23	"KP821977"	822	"16-AUG-2015"	"KP821977"	"sheep"	"Morocco: Rabat"	"Jul-2007"	1	"MOR2007/03"	"Bluetongue virus 1"	"MOR2007/03"	10	"NS3/3A"
"KP821978"	"24|sheep/Morocco/2007|MOR2007/04|Jul-2007"	24	"KP821978"	822	"16-AUG-2015"	"KP821978"	"sheep"	"Morocco: Kenitra"	"Jul-2007"	1	"MOR2007/04"	"Bluetongue virus 1"	"MOR2007/04"	10	"NS3/3A"
"KP821979"	"25|sheep/Morocco/2009|MOR2009/01|Sep-2009"	25	"KP821979"	822	"16-AUG-2015"	"KP821979"	"sheep"	"Morocco: Fes"	"Sep-2009"	1	"MOR2009/01"	"Bluetongue virus 1"	"MOR2009/01"	10	"NS3/3A"
"KP821980"	"26|sheep/Morocco/2009|MOR2009/04|Sep-2009"	26	"KP821980"	822	"16-AUG-2015"	"KP821980"	"sheep"	"Morocco: Fes"	"Sep-2009"	1	"MOR2009/04"	"Bluetongue virus 1"	"MOR2009/04"	10	"NS3/3A"
"KP821981"	"27|sheep/Morocco/2009|MOR2009/06|Sep-2009"	27	"KP821981"	822	"16-AUG-2015"	"KP821981"	"sheep"	"Morocco: Marrakesh"	"Sep-2009"	1	"MOR2009/06"	"Bluetongue virus 1"	"MOR2009/06"	10	"NS3/3A"
"FJ969728"	"28|0/SouthAfrica/0|South Africa|0"	28	"FJ969728"	822	"12-AUG-2009"	"FJ969728"	"0"	"South Africa"	"0"	1	"South Africa"	"Bluetongue virus"	"South Africa"	10	"NS3"
"KP821982"	"29|sheep/SouthAfrica/1958|RSAvvvv/01|Jun-1958"	29	"KP821982"	821	"16-AUG-2015"	"KP821982"	"sheep"	"South Africa: Natal"	"Jun-1958"	1	"RSAvvvv/01"	"Bluetongue virus 1"	"RSAvvvv/01"	10	"NS3/3A"
"KP821983"	"30|cattle/Spain/2007|SPA2007/04|Jun-2007"	30	"KP821983"	822	"16-AUG-2015"	"KP821983"	"cattle"	"Spain: Cordoba"	"Jun-2007"	1	"SPA2007/04"	"Bluetongue virus 1"	"SPA2007/04"	10	"NS3/3A"
"KP821984"	"31|cattle/Spain/2007|SPA2007/05|Jun-2007"	31	"KP821984"	822	"16-AUG-2015"	"KP821984"	"cattle"	"Spain: Pias Vasco"	"Jun-2007"	1	"SPA2007/05"	"Bluetongue virus 1"	"SPA2007/05"	10	"NS3/3A"
"KP821985"	"32|sheep/Spain/2008|SPA2008/01|Jun-2008"	32	"KP821985"	822	"16-AUG-2015"	"KP821985"	"sheep"	"Spain: Asturias"	"Jun-2008"	1	"SPA2008/01"	"Bluetongue virus 1"	"SPA2008/01"	10	"NS3/3A"
"KP821986"	"33|cattle/Spain/2009|SPA2009/01|Jun-2009"	33	"KP821986"	822	"16-AUG-2015"	"KP821986"	"cattle"	"Spain: Galicia"	"Jun-2009"	1	"SPA2009/01"	"Bluetongue virus 1"	"SPA2009/01"	10	"NS3/3A"
"KP821987"	"34|0/Sudan/1987|SUD1987/01|Apr-1987"	34	"KP821987"	822	"16-AUG-2015"	"KP821987"	"0"	"Sudan: Sudan"	"Apr-1987"	1	"SUD1987/01"	"Bluetongue virus 1"	"SUD1987/01"	10	"NS3/3A"
"KP821988"	"35|sheep/Tunisia/2007|TUN2007/01|Sep-2007"	35	"KP821988"	822	"16-AUG-2015"	"KP821988"	"sheep"	"Tunisia: Tunisia"	"Sep-2007"	1	"TUN2007/01"	"Bluetongue virus 1"	"TUN2007/01"	10	"NS3/3A"
"JQ240330"	"36|cattle/Australia/2010|Cooktown|2010"	36	"JQ240330"	819	"06-JUN-2012"	"JQ240330"	"cattle"	"Australia: Cooktown, Queensland"	"2010"	2	"Cooktown"	"Bluetongue virus 2"	"Cooktown"	10	"0"
"JQ086250"	"37|cattle/Australia/2008|v7291|2008"	37	"JQ086250"	810	"09-JUN-2012"	"JQ086250"	"cattle"	"Australia: Douglas Daly, Northern Territory"	"2008"	2	"v7291"	"Bluetongue virus 2"	"v7291"	10	"0"
"JQ713563"	"38|0/India/1982|IND1982/01|26-Mar-1982"	38	"JQ713563"	822	"06-MAY-2012"	"JQ713563"	"0"	"India"	"26-Mar-1982"	2	"IND1982/01"	"Bluetongue virus 2"	"IND1982/01"	10	"NS3"
"AY493685"	"39|0/Taiwan/0|KM|0"	39	"AY493685"	822	"01-JAN-2005"	"AY493685"	"0"	"Taiwan"	"0"	2	"KM"	"Bluetongue virus"	"KM"	0	"nonstructural protein 3"
"KP821989"	"40|0/France/2001|FRA2001/01|Jul-2001"	40	"KP821989"	822	"16-AUG-2015"	"KP821989"	"0"	"France: Corsica"	"Jul-2001"	2	"FRA2001/01"	"Bluetongue virus 2"	"FRA2001/01"	10	"NS3/3A"
"KP821990"	"41|sheep/France/2001|FRA2001/03|Sep-2001"	41	"KP821990"	822	"16-AUG-2015"	"KP821990"	"sheep"	"France: Corsica"	"Sep-2001"	2	"FRA2001/03"	"Bluetongue virus 2"	"FRA2001/03"	10	"NS3/3A"
"KP821991"	"42|sheep/France/2001|FRA2001/06|Sep-2001"	42	"KP821991"	822	"16-AUG-2015"	"KP821991"	"sheep"	"France: Corsica"	"Sep-2001"	2	"FRA2001/06"	"Bluetongue virus 2"	"FRA2001/06"	10	"NS3/3A"
"JQ681265"	"43|sheep/India/2003|IND2003/02|2003"	43	"JQ681265"	822	"16-APR-2012"	"JQ681265"	"sheep"	"India: Tiruneveli, Tamil Nadu"	"2003"	2	"IND2003/02"	"Bluetongue virus"	"IND2003/02"	10	"NS3"
"KP821992"	"44|sheep/Israel/2001|ISR2001/17|Feb-2001"	44	"KP821992"	822	"16-AUG-2015"	"KP821992"	"sheep"	"Israel: Yokneam"	"Feb-2001"	2	"ISR2001/17"	"Bluetongue virus 2"	"ISR2001/17"	10	"NS3/3A"
"KP821993"	"45|C.pulicaris/Italy/2002|ITL2002/02|Jul-2002"	45	"KP821993"	822	"16-AUG-2015"	"KP821993"	"C.pulicaris"	"Italy: Novara di Sicilia-Sicily"	"Jul-2002"	2	"ITL2002/02"	"Bluetongue virus 2"	"ITL2002/02"	10	"NS3/3A"
"KP821994"	"46|sheep/Italy/2002|ITL2002/07|Jul-2002"	46	"KP821994"	822	"16-AUG-2015"	"KP821994"	"sheep"	"Italy: S.Angelo di Brolo-Sicily"	"Jul-2002"	2	"ITL2002/07"	"Bluetongue virus 2"	"ITL2002/07"	10	"NS3/3A"
"KP821995"	"47|sheep/SouthAfrica/1959|RSArrrr/02|Jun-1959"	47	"KP821995"	822	"16-AUG-2015"	"KP821995"	"sheep"	"South Africa: Transvaal"	"Jun-1959"	2	"RSArrrr/02"	"Bluetongue virus 2"	"RSArrrr/02"	10	"NS3/3A"
"KP821996"	"48|sheep/SouthAfrica/1958|RSAvvvv/02|Jun-1958"	48	"KP821996"	822	"16-AUG-2015"	"KP821996"	"sheep"	"South Africa"	"Jun-1958"	2	"RSAvvvv/02"	"Bluetongue virus 2"	"RSAvvvv/02"	10	"NS3/3A"
"KP821997"	"49|sheep/Italy/2001|SAD2001/01|Dec-2001"	49	"KP821997"	822	"16-AUG-2015"	"KP821997"	"sheep"	"Italy: Sardinia"	"Dec-2001"	2	"SAD2001/01"	"Bluetongue virus 2"	"SAD2001/01"	10	"NS3/3A"
"KP821998"	"50|sheep/Italy/2001|SAD2001/03|Dec-2001"	50	"KP821998"	822	"16-AUG-2015"	"KP821998"	"sheep"	"Italy: Sardinia"	"Dec-2001"	2	"SAD2001/03"	"Bluetongue virus 2"	"SAD2001/03"	10	"NS3/3A"
"KP821999"	"51|sheep/Italy/2002|SAD2002/02|Jan-2002"	51	"KP821999"	822	"16-AUG-2015"	"KP821999"	"sheep"	"Italy: Sardinia"	"Jan-2002"	2	"SAD2002/02"	"Bluetongue virus 2"	"SAD2002/02"	10	"NS3/3A"
"KP822000"	"52|cattle/Spain/2005|SPA2005/01|Jul-2005"	52	"KP822000"	822	"16-AUG-2015"	"KP822000"	"cattle"	"Spain"	"Jul-2005"	2	"SPA2005/01"	"Bluetongue virus 2"	"SPA2005/01"	10	"NS3/3A"
"KP822001"	"53|Culicoides/Sudan/1983|SUD1983/05|Oct-1983"	53	"KP822001"	822	"16-AUG-2015"	"KP822001"	"Culicoides"	"Sudan: Nyala"	"Oct-1983"	2	"SUD1983/05"	"Bluetongue virus 2"	"SUD1983/05"	10	"NS3/3A"
"KP822002"	"54|0/Tunisia/2000|TUN2000/01|Feb-2000"	54	"KP822002"	822	"16-AUG-2015"	"KP822002"	"0"	"Tunisia: Tunisia"	"Feb-2000"	2	"TUN2000/01"	"Bluetongue virus 2"	"TUN2000/01"	10	"NS3/3A"
"JN255871"	"55|sheep/Italy/2000|BTV-2IT(L)|2000"	55	"JN255871"	822	"12-OCT-2011"	"JN255871"	"sheep"	"Italy"	"2000"	2	"BTV-2IT(L)"	"Bluetongue virus 2"	"BTV-2IT(L)"	10	"0"
"JN255941"	"56|0/SouthAfrica/0|BTV-2RSA(vacc)|0"	56	"JN255941"	822	"14-NOV-2013"	"JN255941"	"0"	"South Africa"	"0"	2	"BTV-2RSA(vacc)"	"Bluetongue virus 2"	"BTV-2RSA(vacc)"	10	"0"
"JN255931"	"57|0/SouthAfrica/0|BTV-2RSA(WT)|0"	57	"JN255931"	822	"12-OCT-2011"	"JN255931"	"0"	"South Africa"	"0"	2	"BTV-2RSA(WT)"	"Bluetongue virus 2"	"BTV-2RSA(WT)"	10	"0"
"JQ086290"	"58|cattle/Australia/1986|DPP973|1986"	58	"JQ086290"	818	"09-JUN-2012"	"JQ086290"	"cattle"	"Australia: Beatrice Hill, Northern Territory"	"1986"	3	"DPP973"	"Bluetongue virus 3"	"DPP973"	10	"0"
"JQ771822"	"59|0/India/2003|IND2003/08|2003"	59	"JQ771822"	822	"19-MAY-2012"	"JQ771822"	"0"	"India"	"2003"	3	"IND2003/08"	"Bluetongue virus"	"IND2003/08"	10	"NS3"
"KP822003"	"60|0/Cyprus/1958|CYP1958/01|Mar-1958"	60	"KP822003"	822	"16-AUG-2015"	"KP822003"	"0"	"Cyprus: Cyprus"	"Mar-1958"	3	"CYP1958/01"	"Bluetongue virus 3"	"CYP1958/01"	10	"NS3/3A"
"KP822004"	"61|sheep/Cyprus/1943|RSArrrr/03|Jun-1943"	61	"KP822004"	822	"16-AUG-2015"	"KP822004"	"sheep"	"Cyprus: Larnaca"	"Jun-1943"	3	"RSArrrr/03"	"Bluetongue virus 3"	"RSArrrr/03"	10	"NS3/3A"
"JX560422"	"62|cattle/China/1997|YTS-4|1997"	62	"JX560422"	822	"05-NOV-2012"	"JX560422"	"cattle"	"China"	"1997"	4	"YTS-4"	"Bluetongue virus 4"	"YTS-4"	10	"0"
"KP822005"	"63|cattle/Cyprus/1969|CYP1969/01|Jun-1969"	63	"KP822005"	822	"16-AUG-2015"	"KP822005"	"cattle"	"Cyprus"	"Jun-1969"	4	"CYP1969/01"	"Bluetongue virus 4"	"CYP1969/01"	10	"NS3/3A"
"KP822006"	"64|sheep/Cyprus/2004|CYP2004/03|Feb-2004"	64	"KP822006"	822	"16-AUG-2015"	"KP822006"	"sheep"	"Cyprus: Ammochostos"	"Feb-2004"	4	"CYP2004/03"	"Bluetongue virus 4"	"CYP2004/03"	10	"NS3/3A"
"KP822007"	"65|sheep/Cyprus/2011|CYP2011/01|Oct-2011"	65	"KP822007"	822	"16-AUG-2015"	"KP822007"	"sheep"	"Cyprus: Poli Chrysochous-Paphos"	"Oct-2011"	4	"CYP2011/01"	"Bluetongue virus 4"	"CYP2011/01"	10	"NS3/3A"
"KP822008"	"66|sheep/Cyprus/2011|CYP2011/02|Oct-2011"	66	"KP822008"	822	"16-AUG-2015"	"KP822008"	"sheep"	"Cyprus: Poli Chrysochous-Paphos"	"Oct-2011"	4	"CYP2011/02"	"Bluetongue virus 4"	"CYP2011/02"	10	"NS3/3A"
"KP822009"	"67|sheep/Cyprus/2011|CYP2011/03|Oct-2011"	67	"KP822009"	822	"16-AUG-2015"	"KP822009"	"sheep"	"Cyprus: Poli Chrysochous-Paphos"	"Oct-2011"	4	"CYP2011/03"	"Bluetongue virus 4"	"CYP2011/03"	10	"NS3/3A"
"KP822010"	"68|sheep/Cyprus/2011|CYP2011/04|Oct-2011"	68	"KP822010"	822	"16-AUG-2015"	"KP822010"	"sheep"	"Cyprus: Poli Chrysochous-Paphos"	"Oct-2011"	4	"CYP2011/04"	"Bluetongue virus 4"	"CYP2011/04"	10	"NS3/3A"
"KP822011"	"69|sheep/Cyprus/2011|CYP2011/05|Oct-2011"	69	"KP822011"	822	"16-AUG-2015"	"KP822011"	"sheep"	"Cyprus: Poli Chrysochous-Paphos"	"Oct-2011"	4	"CYP2011/05"	"Bluetongue virus 4"	"CYP2011/05"	10	"NS3/3A"
"KP822012"	"70|0/Egypt/1977|EGY1977/01|Jun-1977"	70	"KP822012"	822	"16-AUG-2015"	"KP822012"	"0"	"Egypt"	"Jun-1977"	4	"EGY1977/01"	"Bluetongue virus 4"	"EGY1977/01"	10	"NS3/3A"
"KP822013"	"71|0/France/2003|FRA2003/01|Jun-2003"	71	"KP822013"	822	"16-AUG-2015"	"KP822013"	"0"	"France: Corsica"	"Jun-2003"	4	"FRA2003/01"	"Bluetongue virus 4"	"FRA2003/01"	10	"NS3/3A"
"KP822014"	"72|0/France/2003|FRA2003-03.124|Jun-2003"	72	"KP822014"	822	"16-AUG-2015"	"KP822014"	"0"	"France: Corsica"	"Jun-2003"	4	"FRA2003/03.124"	"Bluetongue virus 4"	"FRA2003/03.124"	10	"NS3/3A"
"KP822015"	"73|0/France/2003|FRA2003-200|Jun-2003"	73	"KP822015"	822	"16-AUG-2015"	"KP822015"	"0"	"France: Corsica"	"Jun-2003"	4	"FRA2003-200"	"Bluetongue virus 4"	"FRA2003-200"	10	"NS3/3A"
"KP822016"	"74|sheep/Greece/1979|GRE1979/01|Jun-1979"	74	"KP822016"	822	"16-AUG-2015"	"KP822016"	"sheep"	"Greece: Madamados-Lesvos"	"Jun-1979"	4	"GRE1979/01"	"Bluetongue virus 4"	"GRE1979/01"	10	"NS3/3A"
"KP822017"	"75|sheep/Greece/1999|GRE1999/24|Jun-1999"	75	"KP822017"	822	"16-AUG-2015"	"KP822017"	"sheep"	"Greece: Mandriko-Rhodes"	"Jun-1999"	4	"GRE1999/24"	"Bluetongue virus 4"	"GRE1999/24"	10	"NS3/3A"
"KP822018"	"76|C.obsoletus/Greece/1999|GRE1999/26|Oct-1999"	76	"KP822018"	822	"16-AUG-2015"	"KP822018"	"C.obsoletus"	"Greece: Keramidi-Magnesia"	"Oct-1999"	4	"GRE1999/26"	"Bluetongue virus 4"	"GRE1999/26"	10	"NS3/3A"
"KP822019"	"77|sheep/Greece/2000|GRE2000/07|Oct-2000"	77	"KP822019"	822	"16-AUG-2015"	"KP822019"	"sheep"	"Greece: Arta"	"Oct-2000"	4	"GRE2000/07"	"Bluetongue virus 4"	"GRE2000/07"	10	"NS3/3A"
"KP822020"	"78|C.obsoletus/Greece/2000|GRE2000/08|Apr-2000"	78	"KP822020"	822	"16-AUG-2015"	"KP822020"	"C.obsoletus"	"Greece: Kavala"	"Apr-2000"	4	"GRE2000/08"	"Bluetongue virus 4"	"GRE2000/08"	10	"NS3/3A"
"KP822021"	"79|sheep/Greece/2012|GRE2012/01|Nov-2012"	79	"KP822021"	822	"16-AUG-2015"	"KP822021"	"sheep"	"Greece: Rhodes"	"Nov-2012"	4	"GRE2012/01"	"Bluetongue virus 4"	"GRE2012/01"	10	"NS3/3A"
"KP822022"	"80|sheep/Greece/2012|GRE2012/02|Nov-2012"	80	"KP822022"	822	"16-AUG-2015"	"KP822022"	"sheep"	"Greece: Rhodes"	"Nov-2012"	4	"GRE2012/02"	"Bluetongue virus 4"	"GRE2012/02"	10	"NS3/3A"
"KP822023"	"81|sheep/Greece/2012|GRE2012/03|Nov-2012"	81	"KP822023"	822	"16-AUG-2015"	"KP822023"	"sheep"	"Greece: Rhodes"	"Nov-2012"	4	"GRE2012/03"	"Bluetongue virus 4"	"GRE2012/03"	10	"NS3/3A"
"KP822024"	"82|sheep/Israel/2006|ISR2006/12|Nov-2006"	82	"KP822024"	822	"16-AUG-2015"	"KP822024"	"sheep"	"Israel: Elyakim"	"Nov-2006"	4	"ISR2006/12"	"Bluetongue virus 4"	"ISR2006/12"	10	"NS3/3A"
"KP822026"	"83|sheep/Morocco/2004|MOR2004/02|Sep-2004"	83	"KP822026"	822	"16-AUG-2015"	"KP822026"	"sheep"	"Morocco: El Kebir"	"Sep-2004"	4	"MOR2004/02"	"Bluetongue virus 4"	"MOR2004/02"	10	"NS3/3A"
"KP822027"	"84|sheep/Morocco/2009|MOR2009/07|Oct-2009"	84	"KP822027"	822	"16-AUG-2015"	"KP822027"	"sheep"	"Morocco: Azrou"	"Oct-2009"	4	"MOR2009/07"	"Bluetongue virus 4"	"MOR2009/07"	10	"NS3/3A"
"KP822028"	"85|sheep/Morocco/2009|MOR2009/08|Oct-2009"	85	"KP822028"	822	"16-AUG-2015"	"KP822028"	"sheep"	"Morocco: Azrou"	"Oct-2009"	4	"MOR2009/08"	"Bluetongue virus 4"	"MOR2009/08"	10	"NS3/3A"
"KP822029"	"86|sheep/Morocco/2009|MOR2009/09|Oct-2009"	86	"KP822029"	822	"16-AUG-2015"	"KP822029"	"sheep"	"Morocco: Azrou"	"Oct-2009"	4	"MOR2009/09"	"Bluetongue virus 4"	"MOR2009/09"	10	"NS3/3A"
"KP822030"	"87|sheep/Morocco/2009|MOR2009/10|Oct-2009"	87	"KP822030"	822	"16-AUG-2015"	"KP822030"	"sheep"	"Morocco: Marrakesh"	"Oct-2009"	4	"MOR2009/10"	"Bluetongue virus 4"	"MOR2009/10"	10	"NS3/3A"
"KP822031"	"88|sheep/Cyprus/1969|RSArrrr/04|Jun-1969"	88	"KP822031"	822	"16-AUG-2015"	"KP822031"	"sheep"	"Cyprus: Cyprus"	"Jun-1969"	4	"RSArrrr/04"	"Bluetongue virus 4"	"RSArrrr/04"	10	"NS3/3A"
"KP822032"	"89|sheep/Spain/2003|SPA2003/03|Nov-2003"	89	"KP822032"	822	"16-AUG-2015"	"KP822032"	"sheep"	"Spain: Menorca"	"Nov-2003"	4	"SPA2003/03"	"Bluetongue virus 4"	"SPA2003/03"	10	"NS3/3A"
"KP822033"	"90|sheep/Spain/2004|SPA2004/02|Jun-2004"	90	"KP822033"	822	"16-AUG-2015"	"KP822033"	"sheep"	"Spain: Cadiz-Jimena de la Frontera"	"Jun-2004"	4	"SPA2004/02"	"Bluetongue virus 4"	"SPA2004/02"	10	"NS3/3A"
"KP822034"	"91|cattle/Spain/2005|SPA2005/02|Aug-2005"	91	"KP822034"	822	"16-AUG-2015"	"KP822034"	"cattle"	"Spain"	"Aug-2005"	4	"SPA2005/02"	"Bluetongue virus 4"	"SPA2005/02"	10	"NS3/3A"
"KP822035"	"92|cattle/Spain/2010|SPA2010/01|Sep-2010"	92	"KP822035"	822	"16-AUG-2015"	"KP822035"	"cattle"	"Spain: Cadiz-Vejer de la Frontera -Barbate"	"Sep-2010"	4	"SPA2010/01"	"Bluetongue virus 4"	"SPA2010/01"	10	"NS3/3A"
"KP822036"	"93|cattle/Sudan/1983|SUD1983/01|Oct-1983"	93	"KP822036"	822	"16-AUG-2015"	"KP822036"	"cattle"	"Sudan: Shambat"	"Oct-1983"	4	"SUD1983/01"	"Bluetongue virus 4"	"SUD1983/01"	10	"NS3/3A"
"JN255891"	"94|sheep/Italy/2003|BTV-4IT(L)|2003"	94	"JN255891"	822	"12-OCT-2011"	"JN255891"	"sheep"	"Italy"	"2003"	4	"BTV-4IT(L)"	"Bluetongue virus 4"	"BTV-4IT(L)"	10	"0"
"JN255951"	"95|0/SouthAfrica/0|BTV4-RSA(vacc)|0"	95	"JN255951"	822	"22-JUL-2014"	"JN255951"	"0"	"South Africa"	"0"	4	"BTV4-RSA(vacc)"	"Bluetongue virus 4"	"BTV4-RSA(vacc)"	10	"0"
"GQ506525"	"96|lamb/SouthAfrica/0|BT2-03|0"	96	"GQ506525"	822	"13-JUN-2010"	"GQ506525"	"lamb"	"South Africa"	"0"	6	"BT2-03"	"Bluetongue virus"	"BT2-03"	10	"nonstructural protein 3"
"GQ506497"	"97|Culicoides biting midges/SouthAfrica/0|P635|0"	97	"GQ506497"	822	"13-JUN-2010"	"GQ506497"	"Culicoides biting midges"	"South Africa"	"0"	6	"P635"	"Bluetongue virus"	"P635"	10	"nonstructural protein 3"
"GQ506481"	"98|0/Netherlands/2008|NET2008/05|Sep-2008"	98	"GQ506481"	822	"13-JUN-2010"	"GQ506481"	"0"	"Netherlands"	"Sep-2008"	6	"NET2008/05"	"Bluetongue virus"	"NET2008/05"	10	"nonstructural protein 3"
"GQ506505"	"99|0/SouthAfrica/1982|South Africa-ref|25-Jun-1982"	99	"GQ506505"	822	"13-JUN-2010"	"GQ506505"	"0"	"South Africa"	"25-Jun-1982"	6	"RSArrrr/06"	"Bluetongue virus"	"RSArrrr/06"	10	"nonstructural protein 3"
