"taxa"	"X"	"genome_number"	"LOCUS"	"LENGTH"	"RECORD_DATE"	"ACCN"	"host"	"country"	"collection_date"	"serotype"	"isolate"	"organism"	"strain"	"segment"	"product"
"KP821125"	"17|cattle/France/2008|FRA2008/26|Oct-2008"	17	"KP821125"	2772	"16-AUG-2015"	"KP821125"	"cattle"	"France: Camaret sur mer-Finistere-Brittany"	"Oct-2008"	1	"FRA2008/26"	"Bluetongue virus 1"	"FRA2008/26"	3	"VP3"
"KP821126"	"18|sheep/Gibraltar/2007|GIB2007/06|Oct-2007"	18	"KP821126"	2772	"16-AUG-2015"	"KP821126"	"sheep"	"Gibraltar: Gibraltar"	"Oct-2007"	1	"GIB2007/06"	"Bluetongue virus 1"	"GIB2007/06"	3	"VP3"
"KP821130"	"19|sheep/Libya/2007|LIB2007/06|Aug-2007"	19	"KP821130"	2772	"16-AUG-2015"	"KP821130"	"sheep"	"Libya: Green Mountain"	"Aug-2007"	1	"LIB2007/06"	"Bluetongue virus 1"	"LIB2007/06"	3	"VP3"
"KP821131"	"20|sheep/Morocco/2006|MOR2006/06|Oct-2006"	20	"KP821131"	2772	"16-AUG-2015"	"KP821131"	"sheep"	"Morocco: Guenfouda-Oujda"	"Oct-2006"	1	"MOR2006/06"	"Bluetongue virus 1"	"MOR2006/06"	3	"VP3"
"KP821132"	"21|sheep/Morocco/2007|MOR2007/01|Jul-2007"	21	"KP821132"	2772	"16-AUG-2015"	"KP821132"	"sheep"	"Morocco: Khouribga"	"Jul-2007"	1	"MOR2007/01"	"Bluetongue virus 1"	"MOR2007/01"	3	"VP3"
"KP821133"	"22|sheep/Morocco/2007|MOR2007/02|Jul-2007"	22	"KP821133"	2772	"16-AUG-2015"	"KP821133"	"sheep"	"Morocco: Settat"	"Jul-2007"	1	"MOR2007/02"	"Bluetongue virus 1"	"MOR2007/02"	3	"VP3"
"KP821134"	"23|sheep/Morocco/2007|MOR2007/03|Jul-2007"	23	"KP821134"	2772	"16-AUG-2015"	"KP821134"	"sheep"	"Morocco: Rabat"	"Jul-2007"	1	"MOR2007/03"	"Bluetongue virus 1"	"MOR2007/03"	3	"VP3"
"KP821135"	"24|sheep/Morocco/2007|MOR2007/04|Jul-2007"	24	"KP821135"	2772	"16-AUG-2015"	"KP821135"	"sheep"	"Morocco: Kenitra"	"Jul-2007"	1	"MOR2007/04"	"Bluetongue virus 1"	"MOR2007/04"	3	"VP3"
"KP821136"	"25|sheep/Morocco/2009|MOR2009/01|Sep-2009"	25	"KP821136"	2772	"16-AUG-2015"	"KP821136"	"sheep"	"Morocco: Fes"	"Sep-2009"	1	"MOR2009/01"	"Bluetongue virus 1"	"MOR2009/01"	3	"VP3"
"KP821137"	"26|sheep/Morocco/2009|MOR2009/04|Sep-2009"	26	"KP821137"	2772	"16-AUG-2015"	"KP821137"	"sheep"	"Morocco: Fes"	"Sep-2009"	1	"MOR2009/04"	"Bluetongue virus 1"	"MOR2009/04"	3	"VP3"
"KP821138"	"27|sheep/Morocco/2009|MOR2009/06|Sep-2009"	27	"KP821138"	2772	"16-AUG-2015"	"KP821138"	"sheep"	"Morocco: Marrakesh"	"Sep-2009"	1	"MOR2009/06"	"Bluetongue virus 1"	"MOR2009/06"	3	"VP3"
"FJ969721"	"28|0/SouthAfrica/0|South Africa|0"	28	"FJ969721"	2772	"12-AUG-2009"	"FJ969721"	"0"	"South Africa"	"0"	1	"South Africa"	"Bluetongue virus"	"South Africa"	3	"VP3"
"KP821139"	"29|sheep/SouthAfrica/1958|RSAvvvv/01|Jun-1958"	29	"KP821139"	2772	"16-AUG-2015"	"KP821139"	"sheep"	"South Africa: Natal"	"Jun-1958"	1	"RSAvvvv/01"	"Bluetongue virus 1"	"RSAvvvv/01"	3	"VP3"
"KP821140"	"30|cattle/Spain/2007|SPA2007/04|Jun-2007"	30	"KP821140"	2772	"16-AUG-2015"	"KP821140"	"cattle"	"Spain: Cordoba"	"Jun-2007"	1	"SPA2007/04"	"Bluetongue virus 1"	"SPA2007/04"	3	"VP3"
"KP821141"	"31|cattle/Spain/2007|SPA2007/05|Jun-2007"	31	"KP821141"	2772	"16-AUG-2015"	"KP821141"	"cattle"	"Spain: Pias Vasco"	"Jun-2007"	1	"SPA2007/05"	"Bluetongue virus 1"	"SPA2007/05"	3	"VP3"
"KP821142"	"32|sheep/Spain/2008|SPA2008/01|Jun-2008"	32	"KP821142"	2772	"16-AUG-2015"	"KP821142"	"sheep"	"Spain: Asturias"	"Jun-2008"	1	"SPA2008/01"	"Bluetongue virus 1"	"SPA2008/01"	3	"VP3"
"KP821143"	"33|cattle/Spain/2009|SPA2009/01|Jun-2009"	33	"KP821143"	2772	"16-AUG-2015"	"KP821143"	"cattle"	"Spain: Galicia"	"Jun-2009"	1	"SPA2009/01"	"Bluetongue virus 1"	"SPA2009/01"	3	"VP3"
"KP821144"	"34|0/Sudan/1987|SUD1987/01|Apr-1987"	34	"KP821144"	2772	"16-AUG-2015"	"KP821144"	"0"	"Sudan: Sudan"	"Apr-1987"	1	"SUD1987/01"	"Bluetongue virus 1"	"SUD1987/01"	3	"VP3"
"KP821145"	"35|sheep/Tunisia/2007|TUN2007/01|Sep-2007"	35	"KP821145"	2772	"16-AUG-2015"	"KP821145"	"sheep"	"Tunisia: Tunisia"	"Sep-2007"	1	"TUN2007/01"	"Bluetongue virus 1"	"TUN2007/01"	3	"VP3"
"JQ240323"	"36|cattle/Australia/2010|Cooktown|2010"	36	"JQ240323"	2766	"06-JUN-2012"	"JQ240323"	"cattle"	"Australia: Cooktown, Queensland"	"2010"	2	"Cooktown"	"Bluetongue virus 2"	"Cooktown"	3	"VP3"
"JQ086243"	"37|cattle/Australia/2008|v7291|2008"	37	"JQ086243"	2766	"09-JUN-2012"	"JQ086243"	"cattle"	"Australia: Douglas Daly, Northern Territory"	"2008"	2	"v7291"	"Bluetongue virus 2"	"v7291"	3	"VP3"
"JQ713558"	"38|0/India/1982|IND1982/01|26-Mar-1982"	38	"JQ713558"	2772	"06-MAY-2012"	"JQ713558"	"0"	"India"	"26-Mar-1982"	2	"IND1982/01"	"Bluetongue virus 2"	"IND1982/01"	3	"VP3"
"AY493688"	"39|0/Taiwan/0|KM|0"	39	"AY493688"	2772	"01-JAN-2005"	"AY493688"	"0"	"Taiwan"	"0"	2	"KM"	"Bluetongue virus"	"KM"	0	"inner capsid protein"
"KP821146"	"40|0/France/2001|FRA2001/01|Jul-2001"	40	"KP821146"	2772	"16-AUG-2015"	"KP821146"	"0"	"France: Corsica"	"Jul-2001"	2	"FRA2001/01"	"Bluetongue virus 2"	"FRA2001/01"	3	"VP3"
"KP821147"	"41|sheep/France/2001|FRA2001/03|Sep-2001"	41	"KP821147"	2772	"16-AUG-2015"	"KP821147"	"sheep"	"France: Corsica"	"Sep-2001"	2	"FRA2001/03"	"Bluetongue virus 2"	"FRA2001/03"	3	"VP3"
"KP821148"	"42|sheep/France/2001|FRA2001/06|Sep-2001"	42	"KP821148"	2772	"16-AUG-2015"	"KP821148"	"sheep"	"France: Corsica"	"Sep-2001"	2	"FRA2001/06"	"Bluetongue virus 2"	"FRA2001/06"	3	"VP3"
"JQ681259"	"43|sheep/India/2003|IND2003/02|2003"	43	"JQ681259"	2772	"16-APR-2012"	"JQ681259"	"sheep"	"India: Tiruneveli, Tamil Nadu"	"2003"	2	"IND2003/02"	"Bluetongue virus"	"IND2003/02"	3	"VP3"
"KP821149"	"44|sheep/Israel/2001|ISR2001/17|Feb-2001"	44	"KP821149"	2772	"16-AUG-2015"	"KP821149"	"sheep"	"Israel: Yokneam"	"Feb-2001"	2	"ISR2001/17"	"Bluetongue virus 2"	"ISR2001/17"	3	"VP3"
"KP821150"	"45|C.pulicaris/Italy/2002|ITL2002/02|Jul-2002"	45	"KP821150"	2772	"16-AUG-2015"	"KP821150"	"C.pulicaris"	"Italy: Novara di Sicilia-Sicily"	"Jul-2002"	2	"ITL2002/02"	"Bluetongue virus 2"	"ITL2002/02"	3	"VP3"
"KP821151"	"46|sheep/Italy/2002|ITL2002/07|Jul-2002"	46	"KP821151"	2772	"16-AUG-2015"	"KP821151"	"sheep"	"Italy: S.Angelo di Brolo-Sicily"	"Jul-2002"	2	"ITL2002/07"	"Bluetongue virus 2"	"ITL2002/07"	3	"VP3"
"KP821152"	"47|sheep/SouthAfrica/1959|RSArrrr/02|Jun-1959"	47	"KP821152"	2772	"16-AUG-2015"	"KP821152"	"sheep"	"South Africa: Transvaal"	"Jun-1959"	2	"RSArrrr/02"	"Bluetongue virus 2"	"RSArrrr/02"	3	"VP3"
"KP821153"	"48|sheep/SouthAfrica/1958|RSAvvvv/02|Jun-1958"	48	"KP821153"	2772	"16-AUG-2015"	"KP821153"	"sheep"	"South Africa"	"Jun-1958"	2	"RSAvvvv/02"	"Bluetongue virus 2"	"RSAvvvv/02"	3	"VP3"
"KP821154"	"49|sheep/Italy/2001|SAD2001/01|Dec-2001"	49	"KP821154"	2772	"16-AUG-2015"	"KP821154"	"sheep"	"Italy: Sardinia"	"Dec-2001"	2	"SAD2001/01"	"Bluetongue virus 2"	"SAD2001/01"	3	"VP3"
"KP821155"	"50|sheep/Italy/2001|SAD2001/03|Dec-2001"	50	"KP821155"	2772	"16-AUG-2015"	"KP821155"	"sheep"	"Italy: Sardinia"	"Dec-2001"	2	"SAD2001/03"	"Bluetongue virus 2"	"SAD2001/03"	3	"VP3"
"KP821156"	"51|sheep/Italy/2002|SAD2002/02|Jan-2002"	51	"KP821156"	2772	"16-AUG-2015"	"KP821156"	"sheep"	"Italy: Sardinia"	"Jan-2002"	2	"SAD2002/02"	"Bluetongue virus 2"	"SAD2002/02"	3	"VP3"
"KP821157"	"52|cattle/Spain/2005|SPA2005/01|Jul-2005"	52	"KP821157"	2772	"16-AUG-2015"	"KP821157"	"cattle"	"Spain"	"Jul-2005"	2	"SPA2005/01"	"Bluetongue virus 2"	"SPA2005/01"	3	"VP3"
"KP821158"	"53|Culicoides/Sudan/1983|SUD1983/05|Oct-1983"	53	"KP821158"	2772	"16-AUG-2015"	"KP821158"	"Culicoides"	"Sudan: Nyala"	"Oct-1983"	2	"SUD1983/05"	"Bluetongue virus 2"	"SUD1983/05"	3	"VP3"
"KP821159"	"54|0/Tunisia/2000|TUN2000/01|Feb-2000"	54	"KP821159"	2772	"16-AUG-2015"	"KP821159"	"0"	"Tunisia: Tunisia"	"Feb-2000"	2	"TUN2000/01"	"Bluetongue virus 2"	"TUN2000/01"	3	"VP3"
"JN255864"	"55|sheep/Italy/2000|BTV-2IT(L)|2000"	55	"JN255864"	2772	"12-OCT-2011"	"JN255864"	"sheep"	"Italy"	"2000"	2	"BTV-2IT(L)"	"Bluetongue virus 2"	"BTV-2IT(L)"	3	"VP3"
"JN255934"	"56|0/SouthAfrica/0|BTV-2RSA(vacc)|0"	56	"JN255934"	2772	"14-NOV-2013"	"JN255934"	"0"	"South Africa"	"0"	2	"BTV-2RSA(vacc)"	"Bluetongue virus 2"	"BTV-2RSA(vacc)"	3	"VP3"
"JN255924"	"57|0/SouthAfrica/0|BTV-2RSA(WT)|0"	57	"JN255924"	2772	"12-OCT-2011"	"JN255924"	"0"	"South Africa"	"0"	2	"BTV-2RSA(WT)"	"Bluetongue virus 2"	"BTV-2RSA(WT)"	3	"VP3"
"JQ086283"	"58|cattle/Australia/1986|DPP973|1986"	58	"JQ086283"	2749	"09-JUN-2012"	"JQ086283"	"cattle"	"Australia: Beatrice Hill, Northern Territory"	"1986"	3	"DPP973"	"Bluetongue virus 3"	"DPP973"	3	"VP3"
"JQ771815"	"59|0/India/2003|IND2003/08|2003"	59	"JQ771815"	2772	"19-MAY-2012"	"JQ771815"	"0"	"India"	"2003"	3	"IND2003/08"	"Bluetongue virus"	"IND2003/08"	3	"VP3(T2)"
"KP821160"	"60|0/Cyprus/1958|CYP1958/01|Mar-1958"	60	"KP821160"	2772	"16-AUG-2015"	"KP821160"	"0"	"Cyprus: Cyprus"	"Mar-1958"	3	"CYP1958/01"	"Bluetongue virus 3"	"CYP1958/01"	3	"VP3"
"KP821161"	"61|sheep/Cyprus/1943|RSArrrr/03|Jun-1943"	61	"KP821161"	2772	"16-AUG-2015"	"KP821161"	"sheep"	"Cyprus: Larnaca"	"Jun-1943"	3	"RSArrrr/03"	"Bluetongue virus 3"	"RSArrrr/03"	3	"VP3"
"JX560415"	"62|cattle/China/1997|YTS-4|1997"	62	"JX560415"	2772	"05-NOV-2012"	"JX560415"	"cattle"	"China"	"1997"	4	"YTS-4"	"Bluetongue virus 4"	"YTS-4"	3	"VP3"
"KP821162"	"63|cattle/Cyprus/1969|CYP1969/01|Jun-1969"	63	"KP821162"	2772	"16-AUG-2015"	"KP821162"	"cattle"	"Cyprus"	"Jun-1969"	4	"CYP1969/01"	"Bluetongue virus 4"	"CYP1969/01"	3	"VP3"
"KP821163"	"64|sheep/Cyprus/2004|CYP2004/03|Feb-2004"	64	"KP821163"	2772	"16-AUG-2015"	"KP821163"	"sheep"	"Cyprus: Ammochostos"	"Feb-2004"	4	"CYP2004/03"	"Bluetongue virus 4"	"CYP2004/03"	3	"VP3"
"KP821164"	"65|sheep/Cyprus/2011|CYP2011/01|Oct-2011"	65	"KP821164"	2772	"16-AUG-2015"	"KP821164"	"sheep"	"Cyprus: Poli Chrysochous-Paphos"	"Oct-2011"	4	"CYP2011/01"	"Bluetongue virus 4"	"CYP2011/01"	3	"VP3"
"KP821165"	"66|sheep/Cyprus/2011|CYP2011/02|Oct-2011"	66	"KP821165"	2772	"16-AUG-2015"	"KP821165"	"sheep"	"Cyprus: Poli Chrysochous-Paphos"	"Oct-2011"	4	"CYP2011/02"	"Bluetongue virus 4"	"CYP2011/02"	3	"VP3"
"KP821166"	"67|sheep/Cyprus/2011|CYP2011/03|Oct-2011"	67	"KP821166"	2772	"16-AUG-2015"	"KP821166"	"sheep"	"Cyprus: Poli Chrysochous-Paphos"	"Oct-2011"	4	"CYP2011/03"	"Bluetongue virus 4"	"CYP2011/03"	3	"VP3"
"KP821167"	"68|sheep/Cyprus/2011|CYP2011/04|Oct-2011"	68	"KP821167"	2772	"16-AUG-2015"	"KP821167"	"sheep"	"Cyprus: Poli Chrysochous-Paphos"	"Oct-2011"	4	"CYP2011/04"	"Bluetongue virus 4"	"CYP2011/04"	3	"VP3"
"KP821168"	"69|sheep/Cyprus/2011|CYP2011/05|Oct-2011"	69	"KP821168"	2772	"16-AUG-2015"	"KP821168"	"sheep"	"Cyprus: Poli Chrysochous-Paphos"	"Oct-2011"	4	"CYP2011/05"	"Bluetongue virus 4"	"CYP2011/05"	3	"VP3"
"KP821169"	"70|0/Egypt/1977|EGY1977/01|Jun-1977"	70	"KP821169"	2772	"16-AUG-2015"	"KP821169"	"0"	"Egypt"	"Jun-1977"	4	"EGY1977/01"	"Bluetongue virus 4"	"EGY1977/01"	3	"VP3"
"KP821170"	"71|0/France/2003|FRA2003/01|Jun-2003"	71	"KP821170"	2772	"16-AUG-2015"	"KP821170"	"0"	"France: Corsica"	"Jun-2003"	4	"FRA2003/01"	"Bluetongue virus 4"	"FRA2003/01"	3	"VP3"
"KP821171"	"72|0/France/2003|FRA2003-03.124|Jun-2003"	72	"KP821171"	2772	"16-AUG-2015"	"KP821171"	"0"	"France: Corsica"	"Jun-2003"	4	"FRA2003-03.124"	"Bluetongue virus 4"	"FRA2003-03.124"	3	"VP3"
"KP821172"	"73|0/France/2003|FRA2003-200|Jun-2003"	73	"KP821172"	2772	"16-AUG-2015"	"KP821172"	"0"	"France: Corsica"	"Jun-2003"	4	"FRA2003-200"	"Bluetongue virus 4"	"FRA2003-200"	3	"VP3"
"KP821173"	"74|sheep/Greece/1979|GRE1979/01|Jun-1979"	74	"KP821173"	2772	"16-AUG-2015"	"KP821173"	"sheep"	"Greece: Madamados-Lesvos"	"Jun-1979"	4	"GRE1979/01"	"Bluetongue virus 4"	"GRE1979/01"	3	"VP3"
"KP821174"	"75|sheep/Greece/1999|GRE1999/24|Jun-1999"	75	"KP821174"	2772	"16-AUG-2015"	"KP821174"	"sheep"	"Greece: Mandriko-Rhodes"	"Jun-1999"	4	"GRE1999/24"	"Bluetongue virus 4"	"GRE1999/24"	3	"VP3"
"KP821175"	"76|C.obsoletus/Greece/1999|GRE1999/26|Oct-1999"	76	"KP821175"	2772	"16-AUG-2015"	"KP821175"	"C.obsoletus"	"Greece: Keramidi-Magnesia"	"Oct-1999"	4	"GRE1999/26"	"Bluetongue virus 4"	"GRE1999/26"	3	"VP3"
"KP821176"	"77|sheep/Greece/2000|GRE2000/07|Oct-2000"	77	"KP821176"	2772	"16-AUG-2015"	"KP821176"	"sheep"	"Greece: Arta"	"Oct-2000"	4	"GRE2000/07"	"Bluetongue virus 4"	"GRE2000/07"	3	"VP3"
"KP821177"	"78|C.obsoletus/Greece/2000|GRE2000/08|Apr-2000"	78	"KP821177"	2772	"16-AUG-2015"	"KP821177"	"C.obsoletus"	"Greece: Kavala"	"Apr-2000"	4	"GRE2000/08"	"Bluetongue virus 4"	"GRE2000/08"	3	"VP3"
"KP821178"	"79|sheep/Greece/2012|GRE2012/01|Nov-2012"	79	"KP821178"	2772	"16-AUG-2015"	"KP821178"	"sheep"	"Greece: Rhodes"	"Nov-2012"	4	"GRE2012/01"	"Bluetongue virus 4"	"GRE2012/01"	3	"VP3"
"KP821179"	"80|sheep/Greece/2012|GRE2012/02|Nov-2012"	80	"KP821179"	2772	"16-AUG-2015"	"KP821179"	"sheep"	"Greece: Rhodes"	"Nov-2012"	4	"GRE2012/02"	"Bluetongue virus 4"	"GRE2012/02"	3	"VP3"
"KP821180"	"81|sheep/Greece/2012|GRE2012/03|Nov-2012"	81	"KP821180"	2772	"16-AUG-2015"	"KP821180"	"sheep"	"Greece: Rhodes"	"Nov-2012"	4	"GRE2012/03"	"Bluetongue virus 4"	"GRE2012/03"	3	"VP3"
"KP821181"	"82|sheep/Israel/2006|ISR2006/12|Nov-2006"	82	"KP821181"	2772	"16-AUG-2015"	"KP821181"	"sheep"	"Israel: Elyakim"	"Nov-2006"	4	"ISR2006/12"	"Bluetongue virus 4"	"ISR2006/12"	3	"VP3"
"KP821183"	"83|sheep/Morocco/2004|MOR2004/02|Sep-2004"	83	"KP821183"	2772	"16-AUG-2015"	"KP821183"	"sheep"	"Morocco: El Kebir"	"Sep-2004"	4	"MOR2004/02"	"Bluetongue virus 4"	"MOR2004/02"	3	"VP3"
"KP821184"	"84|sheep/Morocco/2009|MOR2009/07|Oct-2009"	84	"KP821184"	2768	"16-AUG-2015"	"KP821184"	"sheep"	"Morocco: Azrou"	"Oct-2009"	4	"MOR2009/07"	"Bluetongue virus 4"	"MOR2009/07"	3	"VP3"
"KP821185"	"85|sheep/Morocco/2009|MOR2009/08|Oct-2009"	85	"KP821185"	2772	"16-AUG-2015"	"KP821185"	"sheep"	"Morocco: Azrou"	"Oct-2009"	4	"MOR2009/08"	"Bluetongue virus 4"	"MOR2009/08"	3	"VP3"
"KP821186"	"86|sheep/Morocco/2009|MOR2009/09|Oct-2009"	86	"KP821186"	2772	"16-AUG-2015"	"KP821186"	"sheep"	"Morocco: Azrou"	"Oct-2009"	4	"MOR2009/09"	"Bluetongue virus 4"	"MOR2009/09"	3	"VP3"
"KP821187"	"87|sheep/Morocco/2009|MOR2009/10|Oct-2009"	87	"KP821187"	2769	"16-AUG-2015"	"KP821187"	"sheep"	"Morocco: Marrakesh"	"Oct-2009"	4	"MOR2009/10"	"Bluetongue virus 4"	"MOR2009/10"	3	"VP3"
"KP821188"	"88|sheep/Cyprus/1969|RSArrrr/04|Jun-1969"	88	"KP821188"	2772	"16-AUG-2015"	"KP821188"	"sheep"	"Cyprus: Cyprus"	"Jun-1969"	4	"RSArrrr/04"	"Bluetongue virus 4"	"RSArrrr/04"	3	"VP3"
"KP821189"	"89|sheep/Spain/2003|SPA2003/03|Nov-2003"	89	"KP821189"	2772	"16-AUG-2015"	"KP821189"	"sheep"	"Spain: Menorca"	"Nov-2003"	4	"SPA2003/03"	"Bluetongue virus 4"	"SPA2003/03"	3	"VP3"
"KP821190"	"90|sheep/Spain/2004|SPA2004/02|Jun-2004"	90	"KP821190"	2772	"16-AUG-2015"	"KP821190"	"sheep"	"Spain: Cadiz-Jimena de la Frontera"	"Jun-2004"	4	"SPA2004/02"	"Bluetongue virus 4"	"SPA2004/02"	3	"VP3"
"KP821191"	"91|cattle/Spain/2005|SPA2005/02|Aug-2005"	91	"KP821191"	2772	"16-AUG-2015"	"KP821191"	"cattle"	"Spain"	"Aug-2005"	4	"SPA2005/02"	"Bluetongue virus 4"	"SPA2005/02"	3	"VP3"
"KP821192"	"92|cattle/Spain/2010|SPA2010/01|Sep-2010"	92	"KP821192"	2772	"16-AUG-2015"	"KP821192"	"cattle"	"Spain: Cadiz-Vejer de la Frontera -Barbate"	"Sep-2010"	4	"SPA2010/01"	"Bluetongue virus 4"	"SPA2010/01"	3	"VP3"
"KP821193"	"93|cattle/Sudan/1983|SUD1983/01|Oct-1983"	93	"KP821193"	2772	"16-AUG-2015"	"KP821193"	"cattle"	"Sudan: Shambat"	"Oct-1983"	4	"SUD1983/01"	"Bluetongue virus 4"	"SUD1983/01"	3	"VP3"
"JN255884"	"94|sheep/Italy/2003|BTV-4IT(L)|2003"	94	"JN255884"	2772	"12-OCT-2011"	"JN255884"	"sheep"	"Italy"	"2003"	4	"BTV-4IT(L)"	"Bluetongue virus 4"	"BTV-4IT(L)"	3	"VP3"
"JN255944"	"95|0/SouthAfrica/0|BTV4-RSA(vacc)|0"	95	"JN255944"	2772	"22-JUL-2014"	"JN255944"	"0"	"South Africa"	"0"	4	"BTV4-RSA(vacc)"	"Bluetongue virus 4"	"BTV4-RSA(vacc)"	3	"VP3"
"GQ506518"	"96|lamb/SouthAfrica/0|BT2-03|0"	96	"GQ506518"	2772	"13-JUN-2010"	"GQ506518"	"lamb"	"South Africa"	"0"	6	"BT2-03"	"Bluetongue virus"	"BT2-03"	3	"inner capsid protein VP3"
"GQ506490"	"97|Culicoides biting midges/SouthAfrica/0|P635|0"	97	"GQ506490"	2772	"13-JUN-2010"	"GQ506490"	"Culicoides biting midges"	"South Africa"	"0"	6	"P635"	"Bluetongue virus"	"P635"	3	"inner capsid protein VP3"
"GQ506474"	"98|0/Netherlands/2008|NET2008/05|Sep-2008"	98	"GQ506474"	2772	"13-JUN-2010"	"GQ506474"	"0"	"Netherlands"	"Sep-2008"	6	"NET2008/05"	"Bluetongue virus"	"NET2008/05"	3	"inner capsid protein VP3"
"GQ506499"	"99|0/SouthAfrica/1982|South Africa-ref|25-Jun-1982"	99	"GQ506499"	2772	"13-JUN-2010"	"GQ506499"	"0"	"South Africa"	"25-Jun-1982"	6	"RSArrrr/06"	"Bluetongue virus"	"RSArrrr/06"	3	"inner capsid protein VP3"
"GQ506508"	"100|0/SouthAfrica/0|0|0"	100	"GQ506508"	2772	"13-JUN-2010"	"GQ506508"	"0"	"South Africa"	"0"	6	"0"	"Bluetongue virus"	"0"	3	"inner capsid protein VP3"
