"taxa"	"X"	"genome_number"	"LOCUS"	"LENGTH"	"RECORD_DATE"	"ACCN"	"host"	"country"	"collection_date"	"serotype"	"isolate"	"organism"	"strain"	"segment"	"product"
"KP821382"	"32|sheep/Spain/2008|SPA2008/01|Jun-2008"	32	"KP821382"	1774	"16-AUG-2015"	"KP821382"	"sheep"	"Spain: Asturias"	"Jun-2008"	1	"SPA2008/01"	"Bluetongue virus 1"	"SPA2008/01"	5	"NS1"
"KP821383"	"33|cattle/Spain/2009|SPA2009/01|Jun-2009"	33	"KP821383"	1774	"16-AUG-2015"	"KP821383"	"cattle"	"Spain: Galicia"	"Jun-2009"	1	"SPA2009/01"	"Bluetongue virus 1"	"SPA2009/01"	5	"NS1"
"KP821384"	"34|0/Sudan/1987|SUD1987/01|Apr-1987"	34	"KP821384"	1776	"16-AUG-2015"	"KP821384"	"0"	"Sudan: Sudan"	"Apr-1987"	1	"SUD1987/01"	"Bluetongue virus 1"	"SUD1987/01"	5	"NS1"
"KP821385"	"35|sheep/Tunisia/2007|TUN2007/01|Sep-2007"	35	"KP821385"	1774	"16-AUG-2015"	"KP821385"	"sheep"	"Tunisia: Tunisia"	"Sep-2007"	1	"TUN2007/01"	"Bluetongue virus 1"	"TUN2007/01"	5	"NS1"
"JQ240325"	"36|cattle/Australia/2010|Cooktown|2010"	36	"JQ240325"	1758	"06-JUN-2012"	"JQ240325"	"cattle"	"Australia: Cooktown, Queensland"	"2010"	2	"Cooktown"	"Bluetongue virus 2"	"Cooktown"	5	"NS1"
"JQ086245"	"37|cattle/Australia/2008|v7291|2008"	37	"JQ086245"	1755	"09-JUN-2012"	"JQ086245"	"cattle"	"Australia: Douglas Daly, Northern Territory"	"2008"	2	"v7291"	"Bluetongue virus 2"	"v7291"	5	"NS1"
"JQ713560"	"38|0/India/1982|IND1982/01|26-Mar-1982"	38	"JQ713560"	1764	"06-MAY-2012"	"JQ713560"	"0"	"India"	"26-Mar-1982"	2	"IND1982/01"	"Bluetongue virus 2"	"IND1982/01"	5	"NS1"
"AY462225"	"39|0/Taiwan/0|KM|0"	39	"AY462225"	1764	"01-DEC-2004"	"AY462225"	"0"	"0"	"0"	2	"KM"	"Bluetongue virus"	"KM"	0	"nonstructural protein NS1"
"KP821386"	"40|0/France/2001|FRA2001/01|Jul-2001"	40	"KP821386"	1774	"16-AUG-2015"	"KP821386"	"0"	"France: Corsica"	"Jul-2001"	2	"FRA2001/01"	"Bluetongue virus 2"	"FRA2001/01"	5	"NS1"
"KP821387"	"41|sheep/France/2001|FRA2001/03|Sep-2001"	41	"KP821387"	1774	"16-AUG-2015"	"KP821387"	"sheep"	"France: Corsica"	"Sep-2001"	2	"FRA2001/03"	"Bluetongue virus 2"	"FRA2001/03"	5	"NS1"
"KP821388"	"42|sheep/France/2001|FRA2001/06|Sep-2001"	42	"KP821388"	1774	"16-AUG-2015"	"KP821388"	"sheep"	"France: Corsica"	"Sep-2001"	2	"FRA2001/06"	"Bluetongue virus 2"	"FRA2001/06"	5	"NS1"
"JQ681261"	"43|sheep/India/2003|IND2003/02|2003"	43	"JQ681261"	1776	"16-APR-2012"	"JQ681261"	"sheep"	"India: Tiruneveli, Tamil Nadu"	"2003"	2	"IND2003/02"	"Bluetongue virus"	"IND2003/02"	5	"NS1"
"KP821389"	"44|sheep/Israel/2001|ISR2001/17|Feb-2001"	44	"KP821389"	1776	"16-AUG-2015"	"KP821389"	"sheep"	"Israel: Yokneam"	"Feb-2001"	2	"ISR2001/17"	"Bluetongue virus 2"	"ISR2001/17"	5	"NS1"
"KP821390"	"45|C.pulicaris/Italy/2002|ITL2002/02|Jul-2002"	45	"KP821390"	1774	"16-AUG-2015"	"KP821390"	"C.pulicaris"	"Italy: Novara di Sicilia-Sicily"	"Jul-2002"	2	"ITL2002/02"	"Bluetongue virus 2"	"ITL2002/02"	5	"NS1"
"KP821391"	"46|sheep/Italy/2002|ITL2002/07|Jul-2002"	46	"KP821391"	1774	"16-AUG-2015"	"KP821391"	"sheep"	"Italy: S.Angelo di Brolo-Sicily"	"Jul-2002"	2	"ITL2002/07"	"Bluetongue virus 2"	"ITL2002/07"	5	"NS1"
"KP821392"	"47|sheep/SouthAfrica/1959|RSArrrr/02|Jun-1959"	47	"KP821392"	1776	"16-AUG-2015"	"KP821392"	"sheep"	"South Africa: Transvaal"	"Jun-1959"	2	"RSArrrr/02"	"Bluetongue virus 2"	"RSArrrr/02"	5	"NS1"
"KP821393"	"48|sheep/SouthAfrica/1958|RSAvvvv/02|Jun-1958"	48	"KP821393"	1772	"16-AUG-2015"	"KP821393"	"sheep"	"South Africa"	"Jun-1958"	2	"RSAvvvv/02"	"Bluetongue virus 2"	"RSAvvvv/02"	5	"NS1"
"KP821394"	"49|sheep/Italy/2001|SAD2001/01|Dec-2001"	49	"KP821394"	1774	"16-AUG-2015"	"KP821394"	"sheep"	"Italy: Sardinia"	"Dec-2001"	2	"SAD2001/01"	"Bluetongue virus 2"	"SAD2001/01"	5	"NS1"
"KP821395"	"50|sheep/Italy/2001|SAD2001/03|Dec-2001"	50	"KP821395"	1775	"16-AUG-2015"	"KP821395"	"sheep"	"Italy: Sardinia"	"Dec-2001"	2	"SAD2001/03"	"Bluetongue virus 2"	"SAD2001/03"	5	"NS1"
"KP821396"	"51|sheep/Italy/2002|SAD2002/02|Jan-2002"	51	"KP821396"	1774	"16-AUG-2015"	"KP821396"	"sheep"	"Italy: Sardinia"	"Jan-2002"	2	"SAD2002/02"	"Bluetongue virus 2"	"SAD2002/02"	5	"NS1"
"KP821397"	"52|cattle/Spain/2005|SPA2005/01|Jul-2005"	52	"KP821397"	1776	"16-AUG-2015"	"KP821397"	"cattle"	"Spain"	"Jul-2005"	2	"SPA2005/01"	"Bluetongue virus 2"	"SPA2005/01"	5	"NS1"
"KP821398"	"53|Culicoides/Sudan/1983|SUD1983/05|Oct-1983"	53	"KP821398"	1776	"16-AUG-2015"	"KP821398"	"Culicoides"	"Sudan: Nyala"	"Oct-1983"	2	"SUD1983/05"	"Bluetongue virus 2"	"SUD1983/05"	5	"NS1"
"KP821399"	"54|0/Tunisia/2000|TUN2000/01|Feb-2000"	54	"KP821399"	1774	"16-AUG-2015"	"KP821399"	"0"	"Tunisia: Tunisia"	"Feb-2000"	2	"TUN2000/01"	"Bluetongue virus 2"	"TUN2000/01"	5	"NS1"
"JN255866"	"55|sheep/Italy/2000|BTV-2IT(L)|2000"	55	"JN255866"	1774	"12-OCT-2011"	"JN255866"	"sheep"	"Italy"	"2000"	2	"BTV-2IT(L)"	"Bluetongue virus 2"	"BTV-2IT(L)"	5	"NS1"
"JN255936"	"56|0/SouthAfrica/0|BTV-2RSA(vacc)|0"	56	"JN255936"	1776	"14-NOV-2013"	"JN255936"	"0"	"South Africa"	"0"	2	"BTV-2RSA(vacc)"	"Bluetongue virus 2"	"BTV-2RSA(vacc)"	5	"NS1"
"JN255926"	"57|0/SouthAfrica/0|BTV-2RSA(WT)|0"	57	"JN255926"	1776	"12-OCT-2011"	"JN255926"	"0"	"South Africa"	"0"	2	"BTV-2RSA(WT)"	"Bluetongue virus 2"	"BTV-2RSA(WT)"	5	"NS1"
"JQ086285"	"58|cattle/Australia/1986|DPP973|1986"	58	"JQ086285"	1751	"09-JUN-2012"	"JQ086285"	"cattle"	"Australia: Beatrice Hill, Northern Territory"	"1986"	3	"DPP973"	"Bluetongue virus 3"	"DPP973"	5	"NS1"
"JQ771817"	"59|0/India/2003|IND2003/08|2003"	59	"JQ771817"	1765	"19-MAY-2012"	"JQ771817"	"0"	"India"	"2003"	3	"IND2003/08"	"Bluetongue virus"	"IND2003/08"	5	"NS1"
"KP821400"	"60|0/Cyprus/1958|CYP1958/01|Mar-1958"	60	"KP821400"	1765	"16-AUG-2015"	"KP821400"	"0"	"Cyprus: Cyprus"	"Mar-1958"	3	"CYP1958/01"	"Bluetongue virus 3"	"CYP1958/01"	5	"NS1"
"KP821401"	"61|sheep/Cyprus/1943|RSArrrr/03|Jun-1943"	61	"KP821401"	1765	"16-AUG-2015"	"KP821401"	"sheep"	"Cyprus: Larnaca"	"Jun-1943"	3	"RSArrrr/03"	"Bluetongue virus 3"	"RSArrrr/03"	5	"NS1"
"JX560417"	"62|cattle/China/1997|YTS-4|1997"	62	"JX560417"	1763	"05-NOV-2012"	"JX560417"	"cattle"	"China"	"1997"	4	"YTS-4"	"Bluetongue virus 4"	"YTS-4"	5	"NS1"
"KP821402"	"63|cattle/Cyprus/1969|CYP1969/01|Jun-1969"	63	"KP821402"	1776	"16-AUG-2015"	"KP821402"	"cattle"	"Cyprus"	"Jun-1969"	4	"CYP1969/01"	"Bluetongue virus 4"	"CYP1969/01"	5	"NS1"
"KP821403"	"64|sheep/Cyprus/2004|CYP2004/03|Feb-2004"	64	"KP821403"	1776	"16-AUG-2015"	"KP821403"	"sheep"	"Cyprus: Ammochostos"	"Feb-2004"	4	"CYP2004/03"	"Bluetongue virus 4"	"CYP2004/03"	5	"NS1"
"KP821404"	"65|sheep/Cyprus/2011|CYP2011/01|Oct-2011"	65	"KP821404"	1763	"16-AUG-2015"	"KP821404"	"sheep"	"Cyprus: Poli Chrysochous-Paphos"	"Oct-2011"	4	"CYP2011/01"	"Bluetongue virus 4"	"CYP2011/01"	5	"NS1"
"KP821405"	"66|sheep/Cyprus/2011|CYP2011/02|Oct-2011"	66	"KP821405"	1763	"16-AUG-2015"	"KP821405"	"sheep"	"Cyprus: Poli Chrysochous-Paphos"	"Oct-2011"	4	"CYP2011/02"	"Bluetongue virus 4"	"CYP2011/02"	5	"NS1"
"KP821406"	"67|sheep/Cyprus/2011|CYP2011/03|Oct-2011"	67	"KP821406"	1763	"16-AUG-2015"	"KP821406"	"sheep"	"Cyprus: Poli Chrysochous-Paphos"	"Oct-2011"	4	"CYP2011/03"	"Bluetongue virus 4"	"CYP2011/03"	5	"NS1"
"KP821407"	"68|sheep/Cyprus/2011|CYP2011/04|Oct-2011"	68	"KP821407"	1763	"16-AUG-2015"	"KP821407"	"sheep"	"Cyprus: Poli Chrysochous-Paphos"	"Oct-2011"	4	"CYP2011/04"	"Bluetongue virus 4"	"CYP2011/04"	5	"NS1"
"KP821408"	"69|sheep/Cyprus/2011|CYP2011/05|Oct-2011"	69	"KP821408"	1763	"16-AUG-2015"	"KP821408"	"sheep"	"Cyprus: Poli Chrysochous-Paphos"	"Oct-2011"	4	"CYP2011/05"	"Bluetongue virus 4"	"CYP2011/05"	5	"NS1"
"KP821409"	"70|0/Egypt/1977|EGY1977/01|Jun-1977"	70	"KP821409"	1776	"16-AUG-2015"	"KP821409"	"0"	"Egypt"	"Jun-1977"	4	"EGY1977/01"	"Bluetongue virus 4"	"EGY1977/01"	5	"NS1"
"KP821410"	"71|0/France/2003|FRA2003/01|Jun-2003"	71	"KP821410"	1773	"16-AUG-2015"	"KP821410"	"0"	"France: Corsica"	"Jun-2003"	4	"FRA2003/01"	"Bluetongue virus 4"	"FRA2003/01"	5	"NS1"
"KP821411"	"72|0/France/2003|FRA2003-03.124|Jun-2003"	72	"KP821411"	1773	"16-AUG-2015"	"KP821411"	"0"	"France: Corsica"	"Jun-2003"	4	"FRA2003-03.124"	"Bluetongue virus 4"	"FRA2003-03.124"	5	"NS1"
"KP821412"	"73|0/France/2003|FRA2003-200|Jun-2003"	73	"KP821412"	1773	"16-AUG-2015"	"KP821412"	"0"	"France: Corsica"	"Jun-2003"	4	"FRA2003-200"	"Bluetongue virus 4"	"FRA2003-200"	5	"NS1"
"KP821413"	"74|sheep/Greece/1979|GRE1979/01|Jun-1979"	74	"KP821413"	1776	"16-AUG-2015"	"KP821413"	"sheep"	"Greece: Madamados-Lesvos"	"Jun-1979"	4	"GRE1979/01"	"Bluetongue virus 4"	"GRE1979/01"	5	"NS1"
"KP821414"	"75|sheep/Greece/1999|GRE1999/24|Jun-1999"	75	"KP821414"	1776	"16-AUG-2015"	"KP821414"	"sheep"	"Greece: Mandriko-Rhodes"	"Jun-1999"	4	"GRE1999/24"	"Bluetongue virus 4"	"GRE1999/24"	5	"NS1"
"KP821415"	"76|C.obsoletus/Greece/1999|GRE1999/26|Oct-1999"	76	"KP821415"	1776	"16-AUG-2015"	"KP821415"	"C.obsoletus"	"Greece: Keramidi-Magnesia"	"Oct-1999"	4	"GRE1999/26"	"Bluetongue virus 4"	"GRE1999/26"	5	"NS1"
"KP821416"	"77|sheep/Greece/2000|GRE2000/07|Oct-2000"	77	"KP821416"	1776	"16-AUG-2015"	"KP821416"	"sheep"	"Greece: Arta"	"Oct-2000"	4	"GRE2000/07"	"Bluetongue virus 4"	"GRE2000/07"	5	"NS1"
"KP821417"	"78|C.obsoletus/Greece/2000|GRE2000/08|Apr-2000"	78	"KP821417"	1776	"16-AUG-2015"	"KP821417"	"C.obsoletus"	"Greece: Kavala"	"Apr-2000"	4	"GRE2000/08"	"Bluetongue virus 4"	"GRE2000/08"	5	"NS1"
"KP821418"	"79|sheep/Greece/2012|GRE2012/01|Nov-2012"	79	"KP821418"	1763	"16-AUG-2015"	"KP821418"	"sheep"	"Greece: Rhodes"	"Nov-2012"	4	"GRE2012/01"	"Bluetongue virus 4"	"GRE2012/01"	5	"NS1"
"KP821419"	"80|sheep/Greece/2012|GRE2012/02|Nov-2012"	80	"KP821419"	1763	"16-AUG-2015"	"KP821419"	"sheep"	"Greece: Rhodes"	"Nov-2012"	4	"GRE2012/02"	"Bluetongue virus 4"	"GRE2012/02"	5	"NS1"
"KP821420"	"81|sheep/Greece/2012|GRE2012/03|Nov-2012"	81	"KP821420"	1763	"16-AUG-2015"	"KP821420"	"sheep"	"Greece: Rhodes"	"Nov-2012"	4	"GRE2012/03"	"Bluetongue virus 4"	"GRE2012/03"	5	"NS1"
"KP821421"	"82|sheep/Israel/2006|ISR2006/12|Nov-2006"	82	"KP821421"	1763	"16-AUG-2015"	"KP821421"	"sheep"	"Israel: Elyakim"	"Nov-2006"	4	"ISR2006/12"	"Bluetongue virus 4"	"ISR2006/12"	5	"NS1"
"KP821423"	"83|sheep/Morocco/2004|MOR2004/02|Sep-2004"	83	"KP821423"	1773	"16-AUG-2015"	"KP821423"	"sheep"	"Morocco: El Kebir"	"Sep-2004"	4	"MOR2004/02"	"Bluetongue virus 4"	"MOR2004/02"	5	"NS1"
"KP821424"	"84|sheep/Morocco/2009|MOR2009/07|Oct-2009"	84	"KP821424"	1774	"16-AUG-2015"	"KP821424"	"sheep"	"Morocco: Azrou"	"Oct-2009"	4	"MOR2009/07"	"Bluetongue virus 4"	"MOR2009/07"	5	"NS1"
"KP821425"	"85|sheep/Morocco/2009|MOR2009/08|Oct-2009"	85	"KP821425"	1774	"16-AUG-2015"	"KP821425"	"sheep"	"Morocco: Azrou"	"Oct-2009"	4	"MOR2009/08"	"Bluetongue virus 4"	"MOR2009/08"	5	"NS1"
"KP821426"	"86|sheep/Morocco/2009|MOR2009/09|Oct-2009"	86	"KP821426"	1774	"16-AUG-2015"	"KP821426"	"sheep"	"Morocco: Azrou"	"Oct-2009"	4	"MOR2009/09"	"Bluetongue virus 4"	"MOR2009/09"	5	"NS1"
"KP821427"	"87|sheep/Morocco/2009|MOR2009/10|Oct-2009"	87	"KP821427"	1775	"16-AUG-2015"	"KP821427"	"sheep"	"Morocco: Marrakesh"	"Oct-2009"	4	"MOR2009/10"	"Bluetongue virus 4"	"MOR2009/10"	5	"NS1"
"KP821428"	"88|sheep/Cyprus/1969|RSArrrr/04|Jun-1969"	88	"KP821428"	1776	"16-AUG-2015"	"KP821428"	"sheep"	"Cyprus: Cyprus"	"Jun-1969"	4	"RSArrrr/04"	"Bluetongue virus 4"	"RSArrrr/04"	5	"NS1"
"KP821429"	"89|sheep/Spain/2003|SPA2003/03|Nov-2003"	89	"KP821429"	1773	"16-AUG-2015"	"KP821429"	"sheep"	"Spain: Menorca"	"Nov-2003"	4	"SPA2003/03"	"Bluetongue virus 4"	"SPA2003/03"	5	"NS1"
"KP821430"	"90|sheep/Spain/2004|SPA2004/02|Jun-2004"	90	"KP821430"	1773	"16-AUG-2015"	"KP821430"	"sheep"	"Spain: Cadiz-Jimena de la Frontera"	"Jun-2004"	4	"SPA2004/02"	"Bluetongue virus 4"	"SPA2004/02"	5	"NS1"
"KP821431"	"91|cattle/Spain/2005|SPA2005/02|Aug-2005"	91	"KP821431"	1773	"16-AUG-2015"	"KP821431"	"cattle"	"Spain"	"Aug-2005"	4	"SPA2005/02"	"Bluetongue virus 4"	"SPA2005/02"	5	"NS1"
"KP821432"	"92|cattle/Spain/2010|SPA2010/01|Sep-2010"	92	"KP821432"	1776	"16-AUG-2015"	"KP821432"	"cattle"	"Spain: Cadiz-Vejer de la Frontera -Barbate"	"Sep-2010"	4	"SPA2010/01"	"Bluetongue virus 4"	"SPA2010/01"	5	"NS1"
"KP821433"	"93|cattle/Sudan/1983|SUD1983/01|Oct-1983"	93	"KP821433"	1776	"16-AUG-2015"	"KP821433"	"cattle"	"Sudan: Shambat"	"Oct-1983"	4	"SUD1983/01"	"Bluetongue virus 4"	"SUD1983/01"	5	"NS1"
"JN255886"	"94|sheep/Italy/2003|BTV-4IT(L)|2003"	94	"JN255886"	1773	"12-OCT-2011"	"JN255886"	"sheep"	"Italy"	"2003"	4	"BTV-4IT(L)"	"Bluetongue virus 4"	"BTV-4IT(L)"	5	"NS1"
"JN255946"	"95|0/SouthAfrica/0|BTV4-RSA(vacc)|0"	95	"JN255946"	1776	"22-JUL-2014"	"JN255946"	"0"	"South Africa"	"0"	4	"BTV4-RSA(vacc)"	"Bluetongue virus 4"	"BTV4-RSA(vacc)"	5	"NS1"
"GQ506520"	"96|lamb/SouthAfrica/0|BT2-03|0"	96	"GQ506520"	1776	"13-JUN-2010"	"GQ506520"	"lamb"	"South Africa"	"0"	6	"BT2-03"	"Bluetongue virus"	"BT2-03"	5	"nonstructural protein 1"
"GQ506492"	"97|Culicoides biting midges/SouthAfrica/0|P635|0"	97	"GQ506492"	1776	"13-JUN-2010"	"GQ506492"	"Culicoides biting midges"	"South Africa"	"0"	6	"P635"	"Bluetongue virus"	"P635"	5	"nonstructural protein 1"
"GQ506476"	"98|0/Netherlands/2008|NET2008/05|Sep-2008"	98	"GQ506476"	1772	"13-JUN-2010"	"GQ506476"	"0"	"Netherlands"	"Sep-2008"	6	"NET2008/05"	"Bluetongue virus"	"NET2008/05"	5	"nonstructural protein 1"
"GQ506501"	"99|0/SouthAfrica/1982|South Africa-ref|25-Jun-1982"	99	"GQ506501"	1772	"13-JUN-2010"	"GQ506501"	"0"	"South Africa"	"25-Jun-1982"	6	"RSArrrr/06"	"Bluetongue virus"	"RSArrrr/06"	5	"nonstructural protein 1"
"GQ506510"	"100|0/SouthAfrica/0|0|0"	100	"GQ506510"	1772	"13-JUN-2010"	"GQ506510"	"0"	"South Africa"	"0"	6	"0"	"Bluetongue virus"	"0"	5	"nonstructural protein 1"
